tissue_general,tissue_general_ontology_term_id,tissue,tissue_ontology_term_id,dataset_id,self_reported_ethnicity,self_reported_ethnicity_ontology_term_id,sex,sex_ontology_term_id,suspension_type,collection_id,collection_name,collection_doi,pubyear,dataset_title,dataset_h5ad_path,dataset_total_cell_count
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,American,HANCESTRO:0463,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,admixed ancestry,HANCESTRO:0306,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,African,HANCESTRO:0010,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,African,HANCESTRO:0010,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,American,HANCESTRO:0463,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,unknown,unknown,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,Asian,HANCESTRO:0008,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,European,HANCESTRO:0005,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,European,HANCESTRO:0005,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,066943a2-fdac-4b29-b348-40cede398e4e,unknown,unknown,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,European,HANCESTRO:0005,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,unknown,unknown,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,unknown,unknown,unknown,unknown,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,unknown,unknown,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,admixed ancestry,HANCESTRO:0306,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,American,HANCESTRO:0463,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,unknown,unknown,female,PATO:0000383,nucleus,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,African,HANCESTRO:0010,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,Asian,HANCESTRO:0008,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,European,HANCESTRO:0005,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,African,HANCESTRO:0010,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,unknown,unknown,male,PATO:0000384,nucleus,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,American,HANCESTRO:0463,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
respiratory system,UBERON:0001004,respiratory airway,UBERON:0001005,9f222629-9e39-47d0-b83f-e08d610c7479,African,HANCESTRO:0010,male,PATO:0000384,nucleus,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (full),9f222629-9e39-47d0-b83f-e08d610c7479.h5ad,2282447
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,American,HANCESTRO:0463,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,admixed ancestry,HANCESTRO:0306,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,African,HANCESTRO:0010,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,African,HANCESTRO:0010,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,American,HANCESTRO:0463,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,unknown,unknown,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,Asian,HANCESTRO:0008,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,European,HANCESTRO:0005,male,PATO:0000384,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,European,HANCESTRO:0005,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
nose,UBERON:0000004,nose,UBERON:0000004,066943a2-fdac-4b29-b348-40cede398e4e,unknown,unknown,female,PATO:0000383,cell,6f6d381a-7701-4781-935c-db10d30de293,The integrated Human Lung Cell Atlas,10.1038/s41591-023-02327-2,2023,An integrated cell atlas of the human lung in health and disease (core),066943a2-fdac-4b29-b348-40cede398e4e.h5ad,584944
eye,UBERON:0000970,fovea centralis,UBERON:0001786,8623d55f-d91c-41c2-ae68-ed2072fd268d,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
eye,UBERON:0000970,fovea centralis,UBERON:0001786,8623d55f-d91c-41c2-ae68-ed2072fd268d,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,2f6a20f1-173d-4b8d-860b-c47ffea120fa,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Horizontal cells of the human fovea and peripheral retina,2f6a20f1-173d-4b8d-860b-c47ffea120fa.h5ad,2868
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,2f6a20f1-173d-4b8d-860b-c47ffea120fa,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Horizontal cells of the human fovea and peripheral retina,2f6a20f1-173d-4b8d-860b-c47ffea120fa.h5ad,2868
eye,UBERON:0000970,fovea centralis,UBERON:0001786,d319af7f-be2e-441e-8caa-3b8a88480e89,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Retinal ganglion cells of the human fovea and peripheral retina,d319af7f-be2e-441e-8caa-3b8a88480e89.h5ad,11404
eye,UBERON:0000970,fovea centralis,UBERON:0001786,d319af7f-be2e-441e-8caa-3b8a88480e89,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Retinal ganglion cells of the human fovea and peripheral retina,d319af7f-be2e-441e-8caa-3b8a88480e89.h5ad,11404
eye,UBERON:0000970,fovea centralis,UBERON:0001786,7b75b2c4-6d99-40be-9a61-391455d859e6,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
eye,UBERON:0000970,fovea centralis,UBERON:0001786,7b75b2c4-6d99-40be-9a61-391455d859e6,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,7b75b2c4-6d99-40be-9a61-391455d859e6,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,7b75b2c4-6d99-40be-9a61-391455d859e6,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,d319af7f-be2e-441e-8caa-3b8a88480e89,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Retinal ganglion cells of the human fovea and peripheral retina,d319af7f-be2e-441e-8caa-3b8a88480e89.h5ad,11404
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,d319af7f-be2e-441e-8caa-3b8a88480e89,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Retinal ganglion cells of the human fovea and peripheral retina,d319af7f-be2e-441e-8caa-3b8a88480e89.h5ad,11404
eye,UBERON:0000970,fovea centralis,UBERON:0001786,bc7260e0-54cf-4b0b-823d-93f5b850f757,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Non-neuronal cells of the human fovea and peripheral retina,bc7260e0-54cf-4b0b-823d-93f5b850f757.h5ad,22125
eye,UBERON:0000970,fovea centralis,UBERON:0001786,bc7260e0-54cf-4b0b-823d-93f5b850f757,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Non-neuronal cells of the human fovea and peripheral retina,bc7260e0-54cf-4b0b-823d-93f5b850f757.h5ad,22125
eye,UBERON:0000970,fovea centralis,UBERON:0001786,2f6a20f1-173d-4b8d-860b-c47ffea120fa,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Horizontal cells of the human fovea and peripheral retina,2f6a20f1-173d-4b8d-860b-c47ffea120fa.h5ad,2868
eye,UBERON:0000970,fovea centralis,UBERON:0001786,2f6a20f1-173d-4b8d-860b-c47ffea120fa,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Horizontal cells of the human fovea and peripheral retina,2f6a20f1-173d-4b8d-860b-c47ffea120fa.h5ad,2868
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,bc7260e0-54cf-4b0b-823d-93f5b850f757,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Non-neuronal cells of the human fovea and peripheral retina,bc7260e0-54cf-4b0b-823d-93f5b850f757.h5ad,22125
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,bc7260e0-54cf-4b0b-823d-93f5b850f757,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Non-neuronal cells of the human fovea and peripheral retina,bc7260e0-54cf-4b0b-823d-93f5b850f757.h5ad,22125
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,5cdbb2ea-c622-466d-9ead-7884ad8cb99f,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,5cdbb2ea-c622-466d-9ead-7884ad8cb99f,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
eye,UBERON:0000970,fovea centralis,UBERON:0001786,5cdbb2ea-c622-466d-9ead-7884ad8cb99f,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
eye,UBERON:0000970,fovea centralis,UBERON:0001786,5cdbb2ea-c622-466d-9ead-7884ad8cb99f,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,8623d55f-d91c-41c2-ae68-ed2072fd268d,European,HANCESTRO:0005,female,PATO:0000383,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
eye,UBERON:0000970,peripheral region of retina,UBERON:0013682,8623d55f-d91c-41c2-ae68-ed2072fd268d,European,HANCESTRO:0005,male,PATO:0000384,cell,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2020,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
skin of body,UBERON:0002097,zone of skin,UBERON:0000014,124744b8-4681-474a-9894-683896122708,unknown,unknown,male,PATO:0000384,cell,c353707f-09a4-4f12-92a0-cb741e57e5f0,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,10.1038/s42003-020-0922-4,2020,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,124744b8-4681-474a-9894-683896122708.h5ad,15457
pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,37b21763-7f0f-41ae-9001-60bad6e2841d,Hispanic or Latin American,HANCESTRO:0014,female,PATO:0000383,cell,51544e44-293b-4c2b-8c26-560678423380,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,10.1038/s42255-022-00531-x,2022,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad,69645
pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,37b21763-7f0f-41ae-9001-60bad6e2841d,European,HANCESTRO:0005,male,PATO:0000384,cell,51544e44-293b-4c2b-8c26-560678423380,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,10.1038/s42255-022-00531-x,2022,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad,69645
pancreas,UBERON:0001264,islet of Langerhans,UBERON:0000006,37b21763-7f0f-41ae-9001-60bad6e2841d,European,HANCESTRO:0005,female,PATO:0000383,cell,51544e44-293b-4c2b-8c26-560678423380,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,10.1038/s42255-022-00531-x,2022,Multiomics single-cell analysis of human pancreatic islets reveals novel cellular states in health and type 1 diabetes,37b21763-7f0f-41ae-9001-60bad6e2841d.h5ad,69645
kidney,UBERON:0002113,kidney,UBERON:0002113,f801b7a9-80a6-4d09-9161-71474deb58ae,unknown,unknown,male,PATO:0000384,cell,1df8c90d-d299-4b2e-a54d-a5a80f36e780,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,2021,"normal - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",f801b7a9-80a6-4d09-9161-71474deb58ae.h5ad,6044
kidney,UBERON:0002113,kidney,UBERON:0002113,f801b7a9-80a6-4d09-9161-71474deb58ae,unknown,unknown,female,PATO:0000383,cell,1df8c90d-d299-4b2e-a54d-a5a80f36e780,"Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",10.1073/pnas.2103240118,2021,"normal - Single-cell analyses of renal cell cancers reveal insights into tumor microenvironment, cell of origin, and therapy response",f801b7a9-80a6-4d09-9161-71474deb58ae.h5ad,6044
eye,UBERON:0000970,cornea,UBERON:0000964,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449,European,HANCESTRO:0005,male,PATO:0000384,nucleus,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,2022,Integrated data,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449.h5ad,42901
eye,UBERON:0000970,cornea,UBERON:0000964,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449,European,HANCESTRO:0005,female,PATO:0000383,nucleus,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,2022,Integrated data,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449.h5ad,42901
eye,UBERON:0000970,iris,UBERON:0001769,9a281de7-cee5-4e80-8584-1929f46f152f,European,HANCESTRO:0005,female,PATO:0000383,nucleus,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,2022,Iris,9a281de7-cee5-4e80-8584-1929f46f152f.h5ad,57422
eye,UBERON:0000970,iris,UBERON:0001769,9a281de7-cee5-4e80-8584-1929f46f152f,European,HANCESTRO:0005,male,PATO:0000384,nucleus,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,2022,Iris,9a281de7-cee5-4e80-8584-1929f46f152f.h5ad,57422
