,soma_joinid,collection_id,collection_name,collection_doi,dataset_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
92,92,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,c3d381b2-3104-444e-8ad5-d3524407bbb6,Horizontal cells of human eye,c3d381b2-3104-444e-8ad5-d3524407bbb6.h5ad,1875
93,93,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,ab5b2256-b209-48b5-a801-c5d9a8c0de56,Non-neuronal cells of human eye,ab5b2256-b209-48b5-a801-c5d9a8c0de56.h5ad,8193
94,94,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,9cfee1e6-b24f-433d-a269-f01841655d6a,Retinal pigment epithelial cells of human eye,9cfee1e6-b24f-433d-a269-f01841655d6a.h5ad,1635
95,95,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,4e38f019-f8e8-44ae-ad32-ba500de6f64c,Bipolar cells of human eye,4e38f019-f8e8-44ae-ad32-ba500de6f64c.h5ad,16540
96,96,939769a8-d8d2-4d01-abfc-55699893fd49,Integration of eQTL and a Single-Cell Atlas in the Human Eye Identifies Causal Genes for Age-Related Macular Degeneration,10.1016/j.celrep.2019.12.082,389bfbb9-8ef1-4582-8c41-410131c3d0eb,Rod cells of human eye,389bfbb9-8ef1-4582-8c41-410131c3d0eb.h5ad,62509
97,97,10bf5c50-8d85-4c5f-94b4-22c1363d9f31,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,,be884a28-0eac-4eca-9c23-1294a93cf56e,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,be884a28-0eac-4eca-9c23-1294a93cf56e.h5ad,35637
98,98,b3e2c6e3-9b05-4da9-8f42-da38a664b45b,Multimodal single cell sequencing implicates chromatin accessibility and genetic background in diabetic kidney disease progression,10.1038/s41467-022-32972-z,e067e5ca-e53e-485f-aa8e-efd5435229c8,Human kidney cortex snRNA-seq data from donors with and without diabetic kidney disease,e067e5ca-e53e-485f-aa8e-efd5435229c8.h5ad,39176
99,99,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,faed4f71-6b50-4fc7-bd1c-8f385dccfdce,UMAP of Endothelial cells,faed4f71-6b50-4fc7-bd1c-8f385dccfdce.h5ad,3951
100,100,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,e5233a94-9e43-418c-8209-6f1400c31530,UMAP of all data,e5233a94-9e43-418c-8209-6f1400c31530.h5ad,146583
101,101,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,9b188f26-c8e1-4a78-af15-622a35a371fc,UMAP of Fibroblasts cells,9b188f26-c8e1-4a78-af15-622a35a371fc.h5ad,5754
102,102,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,94423ec1-21f8-40e8-b5c9-c3ea82350ca4,UMAP of Myeloid cells,94423ec1-21f8-40e8-b5c9-c3ea82350ca4.h5ad,3282
103,103,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,7bb64315-9e5a-41b9-9235-59acf9642a3e,UMAP of Cancer Data integration,7bb64315-9e5a-41b9-9235-59acf9642a3e.h5ad,293823
104,104,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,773b9b2e-70c8-40be-8cbb-e7b5abab360d,UMAP of Columnar cells,773b9b2e-70c8-40be-8cbb-e7b5abab360d.h5ad,79522
105,105,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,63bb6359-3945-4658-92eb-3072419953e4,UMAP of T-Cells cells,63bb6359-3945-4658-92eb-3072419953e4.h5ad,14970
106,106,a18474f4-ff1e-4864-af69-270b956cee5b,Single-cell RNA sequencing unifies developmental programs of Esophageal and Gastric Intestinal Metaplasia,10.1158/2159-8290.cd-22-0824,03d5794d-cde9-4769-a1a9-b3899d2b1d87,UMAP of Plasma and B-Cells cells,03d5794d-cde9-4769-a1a9-b3899d2b1d87.h5ad,9015
107,107,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,f54647ec-0c03-4775-8dac-5a477c10a3f5,Human tonsil T cells scRNA,f54647ec-0c03-4775-8dac-5a477c10a3f5.h5ad,8753
108,108,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,7970bd6b-f752-47a9-8643-2af16855ec49,Human tonsil memory B cells scRNA,7970bd6b-f752-47a9-8643-2af16855ec49.h5ad,21595
109,109,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,482954b2-0456-4901-b379-b62f99c0ab2d,Human tonsil B cells scRNA,482954b2-0456-4901-b379-b62f99c0ab2d.h5ad,25728
110,110,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,44882825-0da1-4547-b721-2c6105d4a9d1,Human tonsil complete integrated cell set scRNA,44882825-0da1-4547-b721-2c6105d4a9d1.h5ad,32607
111,111,3a2af25b-2338-4266-aad3-aa8d07473f50,Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics,10.1126/sciimmunol.abe6291,00ff600e-6e2e-4d76-846f-0eec4f0ae417,Human tonsil nonlymphoid cells scRNA,00ff600e-6e2e-4d76-846f-0eec4f0ae417.h5ad,363
112,112,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,d967b47c-a9e6-4337-b2f4-977f690cb67f,Trabecular Meshwork and Corneal Scleral wedge,d967b47c-a9e6-4337-b2f4-977f690cb67f.h5ad,52309
113,113,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,a4157949-6f2a-40e2-b960-63f6e2bde918,Central Cornea,a4157949-6f2a-40e2-b960-63f6e2bde918.h5ad,37485
114,114,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449,Integrated data,9ff99bf8-2524-4ab5-ab6e-4bc218e4a449.h5ad,42901
115,115,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,9a281de7-cee5-4e80-8584-1929f46f152f,Iris,9a281de7-cee5-4e80-8584-1929f46f152f.h5ad,57422
116,116,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,489318a0-24c3-4f5c-b105-f084ed0ea026,Lens,489318a0-24c3-4f5c-b105-f084ed0ea026.h5ad,13900
117,117,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,1196334f-a441-474a-95ee-400780941690,Ciliary Body,1196334f-a441-474a-95ee-400780941690.h5ad,34132
118,118,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,d319af7f-be2e-441e-8caa-3b8a88480e89,Retinal ganglion cells of the human fovea and peripheral retina,d319af7f-be2e-441e-8caa-3b8a88480e89.h5ad,11404
119,119,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,bc7260e0-54cf-4b0b-823d-93f5b850f757,Non-neuronal cells of the human fovea and peripheral retina,bc7260e0-54cf-4b0b-823d-93f5b850f757.h5ad,22125
120,120,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,8623d55f-d91c-41c2-ae68-ed2072fd268d,Bipolar cells of the human fovea and peripheral retina,8623d55f-d91c-41c2-ae68-ed2072fd268d.h5ad,25908
121,121,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,7b75b2c4-6d99-40be-9a61-391455d859e6,Photoreceptor cells of the human fovea and peripheral retina,7b75b2c4-6d99-40be-9a61-391455d859e6.h5ad,9070
122,122,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,5cdbb2ea-c622-466d-9ead-7884ad8cb99f,Amacrine cells of the human fovea and peripheral retina,5cdbb2ea-c622-466d-9ead-7884ad8cb99f.h5ad,13607
123,123,1d1c7275-476a-49e2-9022-ad1b1c793594,Cell Atlas of The Human Fovea and Peripheral Retina,10.1038/s41598-020-66092-9,2f6a20f1-173d-4b8d-860b-c47ffea120fa,Horizontal cells of the human fovea and peripheral retina,2f6a20f1-173d-4b8d-860b-c47ffea120fa.h5ad,2868
124,124,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,d7d7e89c-c93a-422d-8958-9b4a90b69558,Activated PBMCs - Twins scRNA-seq,d7d7e89c-c93a-422d-8958-9b4a90b69558.h5ad,16901
125,125,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,a5d95a42-0137-496f-8a60-101e17f263c8,Steady-state B cells - scRNA-seq,a5d95a42-0137-496f-8a60-101e17f263c8.h5ad,1324
126,126,bf325905-5e8e-42e3-933d-9a9053e9af80,Single-cell Atlas of common variable immunodeficiency shows germinal center-associated epigenetic dysregulation in B-cell responses,10.1038/s41467-022-29450-x,3c75a463-6a87-4132-83a8-c3002624394d,Activated PBMCs - Expanded cohort CITE-seq,3c75a463-6a87-4132-83a8-c3002624394d.h5ad,95064
127,127,43b45a20-a969-49ac-a8e8-8c84b211bd01,Integrated adult and foetal heart single-cell RNA sequencing,10.1038/s44161-022-00183-w,5500c673-1610-40a0-86d9-64d987ae50e6,Integrated adult and foetal hearts,5500c673-1610-40a0-86d9-64d987ae50e6.h5ad,60668
128,128,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,4b6af54a-4a21-46e0-bc8d-673c0561a836,non-immune cells,4b6af54a-4a21-46e0-bc8d-673c0561a836.h5ad,18386
129,129,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,214bf9eb-93db-48c8-8e3c-9bb22fa3bc63,AT2 cells,214bf9eb-93db-48c8-8e3c-9bb22fa3bc63.h5ad,3662
130,130,03cdc7f4-bd08-49d0-a395-4487c0e5a168,Emphysema Cell Atlas,10.1016/j.immuni.2023.01.032,1e5bd3b8-6a0e-4959-8d69-cafed30fe814,immune cells,1e5bd3b8-6a0e-4959-8d69-cafed30fe814.h5ad,35699
131,131,33d19f34-87f5-455b-8ca5-9023a2e5453d,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,10.1016/j.cell.2019.06.029,4dd00779-7f73-4f50-89bb-e2d3c6b71b18,Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis,4dd00779-7f73-4f50-89bb-e2d3c6b71b18.h5ad,34772
132,132,296237e2-393d-4e31-b590-b03f74ac5070,"Mouse pancreatic islet scRNA-seq atlas across sexes, ages, and stress conditions including diabetes",10.1101/2022.12.22.521557,49e4ffcc-5444-406d-bdee-577127404ba8,"Mouse pancreatic islet scRNA-seq atlas across sexes, ages, and stress conditions including diabetes",49e4ffcc-5444-406d-bdee-577127404ba8.h5ad,301796
133,133,64b24fda-6591-4ce1-89e7-33eb6c43ad7b,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,10.1016/j.jcmgh.2022.02.007,019c7af2-c827-4454-9970-44d5e39ce068,A proximal-to-distal survey of healthy adult human small intestine and colon epithelium by single-cell transcriptomics,019c7af2-c827-4454-9970-44d5e39ce068.h5ad,12590
134,134,31937775-0602-4e52-a799-b6acdd2bac2e,Molecular and spatial signatures of mouse brain aging at single-cell resolution,10.1016/j.cell.2022.12.010,3bbb6cf9-72b9-41be-b568-656de6eb18b5,BrainAgingSpatialAtlas_snRNAseq,3bbb6cf9-72b9-41be-b568-656de6eb18b5.h5ad,79667
135,135,a98b828a-622a-483a-80e0-15703678befd,HCA kidney seed network: University of Michigan,,0b4a15a7-4e9e-4555-9733-2423e5c66469,Single cell RNA-seq data from normal adult kidney tissue,0b4a15a7-4e9e-4555-9733-2423e5c66469.h5ad,48783
136,136,e9eec7f5-8519-42f6-99b4-6dbd9cc5ef03,Humoral immunity at the brain borders in homeostasis,10.1016/j.coi.2022.102188,58b01044-c5e5-4b0f-8a2d-6ebf951e01ff,A scRNA-seq atlas of immune cells at the CNS borders,58b01044-c5e5-4b0f-8a2d-6ebf951e01ff.h5ad,130908
137,137,a9254216-6cd8-4186-b32c-349363777584,Single-cell reconstruction of the early maternal–fetal interface in humans,10.1038/s41586-018-0698-6,5bc42b88-bb76-4954-927b-8bb7369adc64,Pregnant Uterus (All),5bc42b88-bb76-4954-927b-8bb7369adc64.h5ad,70325
138,138,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded,"Dissection: Cerebral cortex (Cx) - Cuneus, rostral part - Area Prostriata - Pro",ff7d15fa-f4b6-4a0e-992e-fd0c9d088ded.h5ad,28051
139,139,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,fe1a73ab-a203-45fd-84e9-0f7fd19efcbd,Dissection: Amygdaloid complex (AMY) - basolateral nuclear group (BLN) - basolateral nucleus (basal nucleus) - BL,fe1a73ab-a203-45fd-84e9-0f7fd19efcbd.h5ad,35285
140,140,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,fbf173f9-f809-4d84-9b65-ae205d35b523,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus + ventral posterior lateral nucleus - LP + VPL,fbf173f9-f809-4d84-9b65-ae205d35b523.h5ad,17660
141,141,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,fa554686-fc07-44dd-b2de-b726d82d26ec,Dissection: Cerebral cortex (Cx) - Superior occipital gyrus (SOG) - Areas 19 and MT - A19,fa554686-fc07-44dd-b2de-b726d82d26ec.h5ad,29674
142,142,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f9034091-2e8f-4ac6-9874-e7b7eb566824,Dissection: Myelencephalon (medulla oblongata) (Mo) - medullary reticular formation (MoRF) & efferent nuclei of cranial nerves in the medulla oblongata (MoEN) - MoRF-MoEN,f9034091-2e8f-4ac6-9874-e7b7eb566824.h5ad,23120
143,143,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f8dda921-5fb4-4c94-a654-c6fc346bfd6d,"Dissection: Cerebral cortex (Cx) - Occipitotemporal (fusiform) gyrus, temporal part (FuGt) - Temporal area TF",f8dda921-5fb4-4c94-a654-c6fc346bfd6d.h5ad,31899
144,144,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f7d003d4-40d5-4de8-858c-a9a8b48fcc67,Supercluster: Astrocyte,f7d003d4-40d5-4de8-858c-a9a8b48fcc67.h5ad,155025
145,145,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - ventral posterior lateral nucleus - VPL,f6d9f2ad-5ec7-4d53-b7f0-ceb0e7bcd181.h5ad,6877
146,146,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f5a04dff-d394-4023-8811-65494e8bb11d,Dissection: Basal nuclei (BN) - Putamen - Pu,f5a04dff-d394-4023-8811-65494e8bb11d.h5ad,34416
147,147,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f502c312-05dc-4fd4-a762-92a63e92b539,Dissection: Paleocortex (PalCx) - Anterior Olfactory Nucleus - AON,f502c312-05dc-4fd4-a762-92a63e92b539.h5ad,31230
148,148,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f3565fda-499a-4d20-bd92-563c09954c42,Dissection: Pons (Pn) - Pontine reticular formation (PnRF) - parabrachial nuclei - PB,f3565fda-499a-4d20-bd92-563c09954c42.h5ad,24155
149,149,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb,Dissection: Cerebral cortex (Cx) - Precentral gyrus (PrCG) - Primary motor cortex - M1C,f32c2c13-bb1a-4ffd-a457-60b64ecfa4cb.h5ad,116576
150,150,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f20f44ef-a0d4-4d94-87de-037fd47141f0,Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - tuberal region of HTH - HTHtub,f20f44ef-a0d4-4d94-87de-037fd47141f0.h5ad,18728
151,151,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,f16f4108-7873-4035-9989-3748da1a7ff1,Supercluster: Committed oligodendrocyte precursor,f16f4108-7873-4035-9989-3748da1a7ff1.h5ad,4720
152,152,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,ed33c203-233a-476a-a56b-28da945fdd32,"Dissection: Cerebral cortex (Cx) - Cuneus, caudal part - Peristriate Cortex - V2",ed33c203-233a-476a-a56b-28da945fdd32.h5ad,32638
153,153,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,ed11cc3e-2947-407c-883c-c53b043917c3,Dissection: Thalamus (THM) - Lateral nuclear complex (LNC) - ventral anterior nucleus of thalamus - VA,ed11cc3e-2947-407c-883c-c53b043917c3.h5ad,8573
154,154,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,ecd9230d-c571-4dab-abd3-8b54c74833f0,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - Pulvinar of thalamus - Pul,ecd9230d-c571-4dab-abd3-8b54c74833f0.h5ad,46453
155,155,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7,Dissection: Thalamus (THM) - Anterior nuclear complex - ANC,e8681d74-ac9e-4be5-be14-1cf1bbd54dd7.h5ad,31307
156,156,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,e6b2ce27-681b-4409-a053-2681875936e5,Supercluster: Eccentric medium spiny neuron,e6b2ce27-681b-4409-a053-2681875936e5.h5ad,40144
157,157,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,e5b1115b-a486-49bb-bda3-8261822836e0,Dissection: Cerebral cortex (Cx) - Caudal cingulate gyrus (CgGC) - A23,e5b1115b-a486-49bb-bda3-8261822836e0.h5ad,35359
158,158,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,Supercluster: MGE interneuron,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb.h5ad,222434
159,159,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,e1f595f6-ba2c-495e-9bee-7056f116b1e4,Dissection: Cerebral cortex (Cx) - Middle Temporal Gyrus - MTG,e1f595f6-ba2c-495e-9bee-7056f116b1e4.h5ad,107301
160,160,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,dd03ce70-3243-4c96-9561-330cc461e4d7,Dissection: Cerebral cortex (Cx) - Perirhinal gyrus (PRG) - A35-A36,dd03ce70-3243-4c96-9561-330cc461e4d7.h5ad,23732
161,161,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6,Dissection: Cerebral cortex (Cx) - Middle frontal gyrus (MFG) - A46,db1d2c1b-2ee1-45d5-9d53-69a327cd77e6.h5ad,31065
162,162,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e,Dissection: Midbrain (M) - Pretectal region - PTR,d6a5b240-cc8f-45c1-ad36-2fc291e15e8e.h5ad,25875
163,163,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d582f63a-3c88-4e38-8cd3-8682dbe40f64,Dissection: Cerebral cortex (Cx) - Posterior intermediate orbital gyrus (POrG) - Caudal division of OFCi - A13,d582f63a-3c88-4e38-8cd3-8682dbe40f64.h5ad,34919
164,164,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d5452b83-7c3d-4d7c-ab7a-c7fece7196c5,Dissection: Body of hippocampus (HiB) - Rostral CA3,d5452b83-7c3d-4d7c-ab7a-c7fece7196c5.h5ad,8077
165,165,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d2b5efc1-14c6-4b5f-bd98-40f9084872d7,Dissection: Tail of Hippocampus (HiT) - Caudal Hippocampus - CA1-CA3,d2b5efc1-14c6-4b5f-bd98-40f9084872d7.h5ad,36886
166,166,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d288b10a-643e-44bd-b451-96e9588b2ee5,Dissection: Cerebral cortex (Cx) - Supramarginal gyrus (SMG) - A40,d288b10a-643e-44bd-b451-96e9588b2ee5.h5ad,39053
167,167,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d2514440-d747-4d8d-b2c7-b58ef8b71fbe,Dissection: Thalamus (THM) - posterior nuclear complex of thalamus (PoN) - lateral geniculate nucleus (LG),d2514440-d747-4d8d-b2c7-b58ef8b71fbe.h5ad,48856
168,168,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,d02287f3-408b-438d-9131-999e460cbd0e,Dissection: Paleocortex (PalCx) - Piriform cortex - Pir,d02287f3-408b-438d-9131-999e460cbd0e.h5ad,36941
169,169,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,cfa755c1-48c5-4336-94f4-aa95eca4fbd5,Supercluster: Choroid plexus,cfa755c1-48c5-4336-94f4-aa95eca4fbd5.h5ad,7689
170,170,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,caf8670f-e647-4f0c-bfba-163aa84ce602,Supercluster: Deep-layer corticothalamic and 6b,caf8670f-e647-4f0c-bfba-163aa84ce602.h5ad,78396
171,171,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,ca20e2ac-5676-4158-b5d0-0c2b15898b19,Dissection: Basal nuclei (BN) - Globus pallidus (GP) - Internal segment of globus pallidus - GPi,ca20e2ac-5676-4158-b5d0-0c2b15898b19.h5ad,33968
172,172,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c7856243-c59a-4b70-8ce7-25b94c2d9da1,Dissection: Cerebral cortex (Cx) - Gyrus rectus (ReG) - Medial orbitofrontal cortex - A14,c7856243-c59a-4b70-8ce7-25b94c2d9da1.h5ad,14352
173,173,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c5cfa2b7-abb1-4a50-908f-707b54ca606b,Dissection: Midbrain (M) - Periaqueductal gray and Dorsal raphe nucleus - PAG-DR,c5cfa2b7-abb1-4a50-908f-707b54ca606b.h5ad,14094
174,174,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c4dd26a8-d956-4bee-a233-44b573f2ce27,Dissection: Body of hippocampus (HiB) - Rostral CA1-2,c4dd26a8-d956-4bee-a233-44b573f2ce27.h5ad,11265
175,175,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c4b03352-af8d-492a-8d6b-40f304e0a122,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189
176,176,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771,Dissection: Cerebral cortex (Cx) - Temporal pole (TP) - Temporopolar area - A38,c2aad8fc-b63b-4f9b-9cfd-baf7bc9c1771.h5ad,37642
