,soma_joinid,feature_id,feature_name,feature_length
16853,16853,ENSG00000228669,LINC00448,1637
16854,16854,ENSG00000203441,LINC00449,872
16855,16855,ENSG00000229373,LINC00452,3653
16856,16856,ENSG00000233124,LINC00456,4693
16857,16857,ENSG00000225179,LINC00457,3187
16858,16858,ENSG00000234787,LINC00458,2910
16859,16859,ENSG00000233532,LINC00460,4232
16860,16860,ENSG00000245526,LINC00461,19088
16861,16861,ENSG00000153363,LINC00467,6942
16862,16862,ENSG00000177338,LINC00469,2328
16863,16863,ENSG00000132204,LINC00470,9091
16864,16864,ENSG00000181798,LINC00471,1313
16865,16865,ENSG00000233237,LINC00472,19875
16866,16866,ENSG00000204148,LINC00474,769
16867,16867,ENSG00000175611,LINC00476,6646
16868,16868,ENSG00000197503,LINC00477,1710
16869,16869,ENSG00000236384,LINC00479,2114
16870,16870,ENSG00000185168,LINC00482,2197
16871,16871,ENSG00000167117,ANKRD40CL,3663
16872,16872,ENSG00000235641,LINC00484_ENSG00000235641,4311
16873,16873,ENSG00000258169,LINC00485,3722
16874,16874,ENSG00000230876,LINC00486_ENSG00000230876,5572
16875,16875,ENSG00000205837,LINC00487,2202
16876,16876,ENSG00000214381,LINC00488,3613
16877,16877,ENSG00000225759,LINC00489,543
16878,16878,ENSG00000250682,LINC00491,2805
16879,16879,ENSG00000250958,LINC00492,593
16880,16880,ENSG00000235621,LINC00494,5891
16881,16881,ENSG00000248397,LINC00498,455
16882,16882,ENSG00000251372,LINC00499,20131
16883,16883,ENSG00000249381,LINC00500,539
16884,16884,ENSG00000203645,LINC00501,2046
16885,16885,ENSG00000224851,LINC00502,1000
16886,16886,ENSG00000248360,LINC00504,5095
16887,16887,ENSG00000256193,LINC00507,7185
16888,16888,ENSG00000256971,LINC00508,842
16889,16889,ENSG00000227036,LINC00511,27654
16890,16890,ENSG00000233559,LINC00513,2384
16891,16891,ENSG00000183674,LINC00518,2036
16892,16892,ENSG00000258955,LINC00519,1068
16893,16893,ENSG00000258791,LINC00520,3482
16894,16894,ENSG00000196273,LINC00523,3358
16895,16895,ENSG00000259023,LINC00524,760
16896,16896,ENSG00000146666,LINC00525,1188
16897,16897,ENSG00000264575,LINC00526,1875
16898,16898,ENSG00000269220,LINC00528,2160
16899,16899,ENSG00000236827,LINC00529,241
16900,16900,ENSG00000235570,LINC00533,537
16901,16901,ENSG00000253394,LINC00534,14871
16902,16902,ENSG00000246662,LINC00535,2595
16903,16903,ENSG00000249917,LINC00536,3474
16904,16904,ENSG00000224429,LINC00539,4321
16905,16905,ENSG00000260704,LINC00543,1845
16906,16906,ENSG00000122043,LINC00544,1981
16907,16907,ENSG00000236094,LINC00545,585
16908,16908,ENSG00000275226,LINC00547,3314
16909,16909,ENSG00000281778,LINC00550,3614
16910,16910,ENSG00000272274,LINC00551,6122
16911,16911,ENSG00000261517,LINC00558,4087
16912,16912,ENSG00000261446,LINC00559,4246
16913,16913,ENSG00000260388,LINC00562,2470
16914,16914,ENSG00000260094,LINC00564,1119
16915,16915,ENSG00000260910,LINC00565,5940
16916,16916,ENSG00000261498,LINC00566,570
16917,16917,ENSG00000259831,LINC00567,3409
16918,16918,ENSG00000224177,LINC00570,2175
16919,16919,ENSG00000223685,LINC00571,1571
16920,16920,ENSG00000231690,LINC00574,2582
16921,16921,ENSG00000228221,LINC00578,6313
16922,16922,ENSG00000280989,LINC00581,1232
16923,16923,ENSG00000229228,LINC00582,597
16924,16924,ENSG00000205636,LINC00583,387
16925,16925,ENSG00000204250,LINC00587,590
16926,16926,ENSG00000251191,LINC00589,2074
16927,16927,ENSG00000258279,LINC00592,2255
16928,16928,ENSG00000230417,LINC00856,10762
16929,16929,ENSG00000259334,LINC00596,937
16930,16930,ENSG00000215483,LINC00598,19673
16931,16931,ENSG00000235180,LINC00601,1168
16932,16932,ENSG00000281832,LINC00602,2065
16933,16933,ENSG00000250048,LINC00603,936
16934,16934,ENSG00000250585,LINC00604,891
16935,16935,ENSG00000251533,LINC00605,1558
16936,16936,ENSG00000235770,LINC00607,6958
16937,16937,ENSG00000236445,LINC00608,4106
16938,16938,ENSG00000257585,LINC00609,583
16939,16939,ENSG00000248330,LINC00613,546
16940,16940,ENSG00000196243,LINC00615,1406
16941,16941,ENSG00000248307,LINC00616,6177
16942,16942,ENSG00000224514,LINC00620,1045
16943,16943,ENSG00000262619,LINC00621,6919
16944,16944,ENSG00000226067,LINC00623,2600
16945,16945,ENSG00000278811,LINC00624,5564
16946,16946,ENSG00000225826,LINC00626,1532
16947,16947,ENSG00000280924,LINC00628,1289
16948,16948,ENSG00000227060,LINC00629,2804
16949,16949,ENSG00000223546,LINC00630,11464
16950,16950,ENSG00000203930,LINC00632,28876
16951,16951,ENSG00000241469,LINC00635,9656
16952,16952,ENSG00000240423,LINC00636,1482
16953,16953,ENSG00000258735,LINC00637,2056
16954,16954,ENSG00000258701,LINC00638,2518
16955,16955,ENSG00000259070,LINC00639,9452
16956,16956,ENSG00000258479,LINC00640,2519
16957,16957,ENSG00000233208,LINC00642,6093
16958,16958,ENSG00000258548,LINC00645,4532
16959,16959,ENSG00000259129,LINC00648,3253
16960,16960,ENSG00000237945,LINC00649,14336
16961,16961,ENSG00000179935,LINC00652,4134
16962,16962,ENSG00000205181,LINC00654,8080
16963,16963,ENSG00000233746,LINC00656,1910
16964,16964,ENSG00000226995,LINC00658,2882
16965,16965,ENSG00000228705,LINC00659,1522
16966,16966,ENSG00000261824,LINC00662,33198
16967,16967,ENSG00000266904,LINC00663,4334
16968,16968,ENSG00000268658,LINC00664,5889
16969,16969,ENSG00000232677,LINC00665,12167
16970,16970,ENSG00000263753,LINC00667,10094
16971,16971,ENSG00000265933,LINC00668,4866
16972,16972,ENSG00000179136,LINC00670,4756
16973,16973,ENSG00000213373,LINC00671,2167
16974,16974,ENSG00000263874,LINC00672,3692
16975,16975,ENSG00000259717,LINC00677,584
16976,16976,ENSG00000254934,LINC00678,1165
16977,16977,ENSG00000255494,LINC00681,504
16978,16978,ENSG00000245870,LINC00682,3206
16979,16979,ENSG00000266256,LINC00683,14961
16980,16980,ENSG00000226179,LINC00685,428
16981,16981,ENSG00000237687,LINC00686,332
16982,16982,ENSG00000228422,LINC00687,2266
16983,16983,ENSG00000224074,LINC00691,3446
16984,16984,ENSG00000244342,LINC00698,2745
16985,16985,ENSG00000234962,LINC00700,5293
16986,16986,ENSG00000234556,LINC00701,742
16987,16987,ENSG00000233117,LINC00702,12382
16988,16988,ENSG00000224382,LINC00703,2540
16989,16989,ENSG00000225269,LINC00705,3195
16990,16990,ENSG00000238266,LINC00707,9833
16991,16991,ENSG00000232170,LINC00708,963
16992,16992,ENSG00000230014,LINC00709,494
16993,16993,ENSG00000280809,LINC00836,9650
16994,16994,ENSG00000235824,LINC00837,5296
16995,16995,ENSG00000261683,LINC00838,3577
16996,16996,ENSG00000185904,LINC00839,8423
16997,16997,ENSG00000226808,LINC00840,7442
16998,16998,ENSG00000285294,LINC00842,2872
16999,16999,ENSG00000178440,TIMM23B-AGAP6,4505
17000,17000,ENSG00000227244,LINC00845,696
17001,17001,ENSG00000245060,LINC00847,6088
17002,17002,ENSG00000280752,LINC00850,685
17003,17003,ENSG00000231177,LINC00852,1328
17004,17004,ENSG00000224805,LINC00853,661
17005,17005,ENSG00000236383,CCDC200,3282
17006,17006,ENSG00000237523,LINC00857,2509
17007,17007,ENSG00000229404,LINC00858,4726
17008,17008,ENSG00000245164,LINC00861,8758
17009,17009,ENSG00000203721,LINC00862,3536
17010,17010,ENSG00000228055,FAM245A,2027
17011,17011,ENSG00000232229,LINC00865,5911
17012,17012,ENSG00000227356,LINC00866,418
17013,17013,ENSG00000232139,LINC00867,4155
17014,17014,ENSG00000267535,LINC00868,1383
17015,17015,ENSG00000243083,LINC00870,8761
17016,17016,ENSG00000258700,LINC00871,1746
17017,17017,ENSG00000241163,LINC00877,9574
17018,17018,ENSG00000239589,LINC00879,6032
17019,17019,ENSG00000243629,LINC00880,2208
17020,17020,ENSG00000241135,LINC00881,4129
17021,17021,ENSG00000242759,LINC00882,19150
17022,17022,ENSG00000233058,LINC00884,9424
17023,17023,ENSG00000224652,LINC00885,2351
17024,17024,ENSG00000240875,LINC00886,3961
17025,17025,ENSG00000214145,LINC00887,4867
17026,17026,ENSG00000281852,LINC00891,4113
17027,17027,ENSG00000241769,LINC00893,3604
17028,17028,ENSG00000235703,LINC00894,9019
17029,17029,ENSG00000281548,LINC00895,1637
17030,17030,ENSG00000236499,LINC00896,2128
17031,17031,ENSG00000205634,LINC00898,4985
17032,17032,ENSG00000246100,LINC00900,5408
17033,17033,ENSG00000242385,LINC00901,1452
17034,17034,ENSG00000241397,LINC00903,223
17035,17035,ENSG00000267586,LINC00907,10962
17036,17036,ENSG00000264247,ZNF407-AS1,5411
17037,17037,ENSG00000188825,LINC00910,10895
17038,17038,ENSG00000259107,LINC00911,1751
17039,17039,ENSG00000246898,LINC00920,2147
17040,17040,ENSG00000281005,LINC00921,2468
17041,17041,ENSG00000261742,LINC00922,2325
17042,17042,ENSG00000251209,LINC00923,16315
17043,17043,ENSG00000259134,LINC00924,4113
17044,17044,ENSG00000247982,LINC00926,3669
17045,17045,ENSG00000259361,LINC00927,5425
17046,17046,ENSG00000259218,LINC00928,2573
17047,17047,ENSG00000259150,LINC00929,3953
17048,17048,ENSG00000258647,LINC00930,4650
17049,17049,ENSG00000281196,LINC00934,2381
17050,17050,ENSG00000226091,LINC00937,5663
17051,17051,ENSG00000249267,LINC00939,6803
17052,17052,ENSG00000235049,LINC00940,2350
17053,17053,ENSG00000235884,LINC00941_ENSG00000235884,1355
17054,17054,ENSG00000249628,LINC00942,2210
17055,17055,ENSG00000256128,LINC00944,5393
17056,17056,ENSG00000232539,LINC00945,753
17057,17057,ENSG00000228784,LINC00954,6491
17058,17058,ENSG00000235314,LINC00957,2703
17059,17059,ENSG00000251381,LINC00958,5770
17060,17060,ENSG00000242516,LINC00960,6543
17061,17061,ENSG00000249816,LINC00964,12039
17062,17062,ENSG00000253138,LINC00967,2003
17063,17063,ENSG00000246430,LINC00968,3369
17064,17064,ENSG00000203601,LINC00970,1129
17065,17065,ENSG00000242641,LINC00971,8725
17066,17066,ENSG00000225128,LINC00972,813
17067,17067,ENSG00000237248,LINC00987,2696
17068,17068,ENSG00000250334,LINC00989,6232
17069,17069,ENSG00000248663,LINC00992,1144
17070,17070,ENSG00000189196,LINC00994,2129
17071,17071,ENSG00000242258,LINC00996,2171
17072,17072,ENSG00000281332,LINC00997,2646
17073,17073,ENSG00000230724,LINC01001,3823
17074,17074,ENSG00000261455,LINC01003,1764
17075,17075,ENSG00000228393,LINC01004,1483
17076,17076,ENSG00000182648,LINC01006,13851
17077,17077,ENSG00000233123,LINC01007,2641
17078,17078,ENSG00000236700,LINC01010,4418
17079,17079,ENSG00000244041,LINC01011,2811
17080,17080,ENSG00000228495,LINC01013,6781
17081,17081,ENSG00000249346,LINC01016,5055
17082,17082,ENSG00000250056,LINC01018,7318
17083,17083,ENSG00000248118,LINC01019,3816
17084,17084,ENSG00000215231,LINC01020,4724
17085,17085,ENSG00000272523,LINC01023,436
17086,17086,ENSG00000253799,LINC01030,738
17087,17087,ENSG00000232077,LINC01031,2017
17088,17088,ENSG00000249069,LINC01033,3566
17089,17089,ENSG00000226486,LINC01035,1393
17090,17090,ENSG00000229011,LINC01038,428
17091,17091,ENSG00000234168,LINC01039,650
17092,17092,ENSG00000226037,LINC01040,666
17093,17093,ENSG00000223626,LINC01044,657
17094,17094,ENSG00000234384,LINC01049,742
17095,17095,ENSG00000271216,LINC01050,1927
17096,17096,ENSG00000229723,LINC01054,514
17097,17097,ENSG00000235366,LINC01055,1721
17098,17098,ENSG00000225039,LINC01058,448
17099,17099,ENSG00000249378,LINC01060,5926
17100,17100,ENSG00000232065,LINC01063,348
17101,17101,ENSG00000237092,LINC01065,3118
17102,17102,ENSG00000227676,LINC01068,1013
17103,17103,ENSG00000230142,LINC01075,370
17104,17104,ENSG00000225105,LINC01076,302
17105,17105,ENSG00000233456,LINC01077,413
17106,17106,ENSG00000281721,LINC01080,2242
17107,17107,ENSG00000268754,LINC01081,2001
17108,17108,ENSG00000269186,LINC01082,1752
17109,17109,ENSG00000224559,LINC01087,3516
17110,17110,ENSG00000249307,LINC01088,10628
17111,17111,ENSG00000212694,LINC01089,4132
17112,17112,ENSG00000231689,LINC01090,1584
17113,17113,ENSG00000249464,LINC01091,14337
17114,17114,ENSG00000251442,LINC01094,5678
17115,17115,ENSG00000248809,LINC01095,3540
17116,17116,ENSG00000231171,LINC01098,2002
17117,17117,ENSG00000251504,LINC01099,1594
17118,17118,ENSG00000242107,LINC01100,740
17119,17119,ENSG00000235597,LINC01102,7152
17120,17120,ENSG00000234781,LINC01103,1457
17121,17121,ENSG00000232084,LINC01104,3370
17122,17122,ENSG00000175772,LINC01106,3057
17123,17123,ENSG00000225493,LINC01107,1975
17124,17124,ENSG00000226673,LINC01108,3697
17125,17125,ENSG00000254300,LINC01111,1663
17126,17126,ENSG00000237667,LINC01115_ENSG00000237667,8530
17127,17127,ENSG00000163364,LINC01116,2126
17128,17128,ENSG00000224577,LINC01117,1914
17129,17129,ENSG00000222005,LINC01118,3360
17130,17130,ENSG00000239332,LINC01119,4070
17131,17131,ENSG00000233723,LINC01122,12045
17132,17132,ENSG00000204588,LINC01123,3295
17133,17133,ENSG00000222033,LINC01124,2117
17134,17134,ENSG00000279873,LINC01126,1646
17135,17135,ENSG00000281162,LINC01127,3841
17136,17136,ENSG00000227630,LINC01132,5083
17137,17137,ENSG00000224259,LINC01133,3676
17138,17138,ENSG00000236423,LINC01134,4084
17139,17139,ENSG00000234807,LINC01135,5017
17140,17140,ENSG00000233791,LINC01136,2725
17141,17141,ENSG00000233621,LINC01137,3019
17142,17142,ENSG00000215808,LINC01139,5965
17143,17143,ENSG00000267272,LINC01140,6717
17144,17144,ENSG00000236963,LINC01141,4303
17145,17145,ENSG00000224286,LINC01142,1804
17146,17146,ENSG00000281912,LINC01144,1710
17147,17147,ENSG00000258867,LINC01146,9281
17148,17148,ENSG00000230174,LINC01149,2141
17149,17149,ENSG00000229671,LINC01150,1299
17150,17150,ENSG00000253819,LINC01151,10460
17151,17151,ENSG00000256124,LINC01152,4164
17152,17152,ENSG00000227143,LINC01153,2864
17153,17153,ENSG00000231346,LINC01160,1377
17154,17154,ENSG00000232790,LINC01162,1199
17155,17155,ENSG00000189275,LINC01164,3608
17156,17156,ENSG00000232903,LINC01166,2619
17157,17157,ENSG00000259471,LINC01169,833
17158,17158,ENSG00000253807,LINC01170,3850
17159,17159,ENSG00000280744,LINC01173,331
17160,17160,ENSG00000281404,LINC01176,5096
17161,17161,ENSG00000249500,LINC01179,2163
17162,17162,ENSG00000250929,LINC01181,556
17163,17163,ENSG00000250634,LINC01182,6649
17164,17164,ENSG00000245937,LINC01184,16550
17165,17165,ENSG00000228414,LINC01185,4095
17166,17166,ENSG00000236751,LINC01186,2526
17167,17167,ENSG00000249601,LINC01187,2314
17168,17168,ENSG00000232827,LINC01189,3858
17169,17169,ENSG00000234199,LINC01191,2939
17170,17170,ENSG00000241369,LINC01192,10264
17171,17171,ENSG00000258710,LINC01193,7199
17172,17172,ENSG00000248131,LINC01194,3121
17173,17173,ENSG00000261075,LINC01195,451
17174,17174,ENSG00000248441,LINC01197,13970
17175,17175,ENSG00000231817,LINC01198,5690
17176,17176,ENSG00000228659,LINC01201,561
17177,17177,ENSG00000280776,LINC01202,4388
17178,17178,ENSG00000226985,LINC01203,7034
17179,17179,ENSG00000229563,LINC01204,6430
17180,17180,ENSG00000228980,LINC01205,6602
17181,17181,ENSG00000242512,LINC01206,21769
17182,17182,ENSG00000223715,LINC01208,5609
17183,17183,ENSG00000228308,LINC01209,2400
17184,17184,ENSG00000239513,LINC01210,3699
17185,17185,ENSG00000243550,LINC01214,700
17186,17186,ENSG00000271856,LINC01215,2592
17187,17187,ENSG00000232987,LINC01219,923
17188,17188,ENSG00000259687,LINC01220,1979
17189,17189,ENSG00000235492,LINC01221,662
17190,17190,ENSG00000233410,LINC01222,1785
17191,17191,ENSG00000269416,LINC01224,3989
17192,17192,ENSG00000260737,LINC01227,3099
17193,17193,ENSG00000261082,LINC01228,623
17194,17194,ENSG00000260876,LINC01229,9941
17195,17195,ENSG00000236511,LINC01231,5268
17196,17196,ENSG00000269364,LINC01233,685
17197,17197,ENSG00000249550,LINC01234,12107
17198,17198,ENSG00000270547,LINC01235,3023
17199,17199,ENSG00000237940,LINC01238_ENSG00000237940,2854
17200,17200,ENSG00000261186,LINC01238_ENSG00000261186,1107
17201,17201,ENSG00000234840,LINC01239,3570
17202,17202,ENSG00000236306,LINC01241,3075
17203,17203,ENSG00000280683,LINC01242,1966
17204,17204,ENSG00000260720,LINC01243,721
17205,17205,ENSG00000227007,LINC01247,4209
17206,17206,ENSG00000224128,LINC01248,468
17207,17207,ENSG00000231532,LINC01249,3778
17208,17208,ENSG00000234423,LINC01250,2415
17209,17209,ENSG00000233776,LINC01251,486
17210,17210,ENSG00000247157,LINC01252,4456
17211,17211,ENSG00000260913,LINC01254,3225
17212,17212,ENSG00000267252,LINC01255,8810
17213,17213,ENSG00000251398,LINC01256,706
17214,17214,ENSG00000204603,LINC01257,4240
17215,17215,ENSG00000249534,LINC01258,2567
17216,17216,ENSG00000249667,LINC01259,757
17217,17217,ENSG00000224957,LINC01266,11853
17218,17218,ENSG00000251576,LINC01267,2284
17219,17219,ENSG00000227502,MROCKI,2755
17220,17220,ENSG00000258689,LINC01269,602
17221,17221,ENSG00000203999,LINC01270,5409
17222,17222,ENSG00000233077,LINC01271,2250
17223,17223,ENSG00000231742,LINC01273,1861
17224,17224,ENSG00000226917,LINC01276,2068
17225,17225,ENSG00000229017,LINC01277,4180
17226,17226,ENSG00000224391,LINC01280,1184
17227,17227,ENSG00000236747,LINC01282,1426
17228,17228,ENSG00000230317,LINC01284,5652
17229,17229,ENSG00000203650,LINC01285,6388
17230,17230,ENSG00000234722,LINC01287,10107
17231,17231,ENSG00000254344,LINC01288,1768
17232,17232,ENSG00000253734,LINC01289,4457
17233,17233,ENSG00000260468,LINC01290,502
17234,17234,ENSG00000204792,LINC01291,4176
17235,17235,ENSG00000230836,LINC01293,1266
17236,17236,ENSG00000274827,LINC01297,4414
17237,17237,ENSG00000253351,LINC01298,1196
17238,17238,ENSG00000254081,LINC01299,2905
17239,17239,ENSG00000253595,LINC01300,856
17240,17240,ENSG00000251396,LINC01301,9858
17241,17241,ENSG00000250548,LINC01303,5188
17242,17242,ENSG00000237401,LINC01304,6990
17243,17243,ENSG00000231453,LINC01305,3435
17244,17244,ENSG00000231671,LINC01307,1238
17245,17245,ENSG00000205632,LINC01310,5286
17246,17246,ENSG00000260924,LINC01311,1445
17247,17247,ENSG00000223586,LINC01312,1599
17248,17248,ENSG00000229891,LINC01315,1325
17249,17249,ENSG00000228262,LINC01320,10109
17250,17250,ENSG00000244128,LINC01322,15246
17251,17251,ENSG00000241636,LINC01323,576
17252,17252,ENSG00000241767,LINC01324,844
17253,17253,ENSG00000248673,LINC01331,3661
17254,17254,ENSG00000250446,LINC01332,502
17255,17255,ENSG00000251221,LINC01337,440
17256,17256,ENSG00000281327,LINC01338,3358
17257,17257,ENSG00000250331,LINC01340,3928
17258,17258,ENSG00000223823,LINC01342,1620
17259,17259,ENSG00000228918,LINC01344,6663
17260,17260,ENSG00000226374,LINC01345,2168
17261,17261,ENSG00000233304,LINC01346,5054
17262,17262,ENSG00000280587,LINC01348,3262
17263,17263,ENSG00000230402,LINC01349,497
17264,17264,ENSG00000228309,LINC01350,2404
17265,17265,ENSG00000238078,LINC01352,962
17266,17266,ENSG00000231507,LINC01353,1583
17267,17267,ENSG00000231768,LINC01354,3244
17268,17268,ENSG00000261326,LINC01355,6182
17269,17269,ENSG00000215866,LINC01356,3183
17270,17270,ENSG00000237352,LINC01358,8462
17271,17271,ENSG00000233973,LINC01360,5534
17272,17272,ENSG00000236268,LINC01361,4746
17273,17273,ENSG00000230817,LINC01362,2155
17274,17274,ENSG00000231605,LINC01363,1929
17275,17275,ENSG00000227290,LINC01364,920
17276,17276,ENSG00000235172,LINC01366,3006
17277,17277,ENSG00000280560,LINC01374,1278
17278,17278,ENSG00000226159,LINC01375,2240
17279,17279,ENSG00000236204,LINC01376,3043
17280,17280,ENSG00000236922,LINC01378,5863
17281,17281,ENSG00000230452,LINC01381,466
17282,17282,ENSG00000237396,LNCNEF,659
17283,17283,ENSG00000251324,LINC01386,440
17284,17284,ENSG00000265944,LINC01387,603
17285,17285,ENSG00000225762,LINC01389,483
17286,17286,ENSG00000244578,LINC01391,3889
17287,17287,ENSG00000233607,LINC01392,565
17288,17288,ENSG00000225535,LINC01393,2300
17289,17289,ENSG00000281809,LINC01394,413
17290,17290,ENSG00000273396,LINC01396,1548
17291,17291,ENSG00000258673,LINC01397,579
17292,17292,ENSG00000228139,LINC01402,279
17293,17293,ENSG00000185847,LINC01405,5646
17294,17294,ENSG00000238113,LINC01410,4123
17295,17295,ENSG00000249306,LINC01411,3838
17296,17296,ENSG00000232606,LINC01412,598
17297,17297,ENSG00000260172,LINC01413,986
17298,17298,ENSG00000267325,LINC01415,4434
17299,17299,ENSG00000260930,LINC01416,5488
17300,17300,ENSG00000253898,LINC01419,1521
17301,17301,ENSG00000223704,LINC01422,9935
17302,17302,ENSG00000236519,LINC01424,1031
17303,17303,ENSG00000233997,LINC01425,772
17304,17304,ENSG00000234380,LINC01426,5396
17305,17305,ENSG00000225321,LINC01427,6319
17306,17306,ENSG00000228888,LINC01428,874
17307,17307,ENSG00000227964,LINC01429,2326
17308,17308,ENSG00000232645,LINC01431,841
17309,17309,ENSG00000234435,LINC01432,693
17310,17310,ENSG00000230176,LINC01433,947
17311,17311,ENSG00000229981,LINC01435,6642
17312,17312,ENSG00000231106,LINC01436,1048
17313,17313,ENSG00000249519,LINC01438,556
17314,17314,ENSG00000235166,LINC01440,5212
17315,17315,ENSG00000224008,LINC01441,2290
17316,17316,ENSG00000227510,LINC01442,2687
17317,17317,ENSG00000266554,LINC01443,2842
17318,17318,ENSG00000231427,LINC01445,8937
17319,17319,ENSG00000205628,LINC01446,7934
17320,17320,ENSG00000236078,LINC01447,3024
17321,17321,ENSG00000238284,LINC01448,1181
17322,17322,ENSG00000224017,LINC01449,2468
17323,17323,ENSG00000232458,LINC01450,3263
17324,17324,ENSG00000250888,LINC01455,561
17325,17325,ENSG00000225882,LINC01456,708
17326,17326,ENSG00000205334,LINC01460,2860
17327,17327,ENSG00000221949,LINC01465,1940
17328,17328,ENSG00000258977,LINC01467,1221
17329,17329,ENSG00000231131,LNCAROD,3291
17330,17330,ENSG00000249484,LINC01470,4483
17331,17331,ENSG00000239921,LINC01471,6861
17332,17332,ENSG00000237877,LINC01473,3890
17333,17333,ENSG00000236849,LINC01474,1264
17334,17334,ENSG00000265313,LINC01476,6507
17335,17335,ENSG00000261715,LINC01477,1226
17336,17336,ENSG00000267337,LINC01478,4596
17337,17337,ENSG00000255772,LINC01479,715
17338,17338,ENSG00000270164,LINC01480,1722
17339,17339,ENSG00000267659,LINC01482,3686
17340,17340,ENSG00000227517,LINC01483,4454
17341,17341,ENSG00000253686,LINC01484,5414
17342,17342,ENSG00000254211,LINC01485,6004
17343,17343,ENSG00000256560,LINC01486,716
17344,17344,ENSG00000255727,LINC01489,967
17345,17345,ENSG00000257741,LINC01490,1790
17346,17346,ENSG00000259572,LINC01491,1921
17347,17347,ENSG00000225564,LINC01492,4421
17348,17348,ENSG00000254562,LINC01493,2416
17349,17349,ENSG00000228135,LINC01494,1011
17350,17350,ENSG00000255323,LINC01495,853
17351,17351,ENSG00000234766,LINC01496,2113
17352,17352,ENSG00000237560,LINC01497,2673
17353,17353,ENSG00000247213,LINC01498,3909
17354,17354,ENSG00000255171,LINC01499,3045
17355,17355,ENSG00000258583,LINC01500,6808
17356,17356,ENSG00000229613,LINC01501,4006
17357,17357,ENSG00000237339,LINC01502,2746
17358,17358,ENSG00000233901,LINC01503,4666
17359,17359,ENSG00000225434,LINC01504,4337
17360,17360,ENSG00000234323,LINC01505,12860
17361,17361,ENSG00000234506,LINC01506,526
17362,17362,ENSG00000230945,LINC01507,446
17363,17363,ENSG00000231107,LINC01508,2007
17364,17364,ENSG00000226825,LINC01509,1117
17365,17365,ENSG00000231210,COMETT,1691
17366,17366,ENSG00000250584,LINC01511,3372
17367,17367,ENSG00000246016,LINC01513,483
17368,17368,ENSG00000237579,LINC01514,1760
17369,17369,ENSG00000228065,LINC01515,18570
17370,17370,ENSG00000231422,LINC01516,2992
17371,17371,ENSG00000233515,LINC01518,2498
17372,17372,ENSG00000230962,LINC01520,1525
17373,17373,ENSG00000213888,LINC01521,1943
17374,17374,ENSG00000237423,LINC01522,4019
17375,17375,ENSG00000234948,LINC01524,15128
17376,17376,ENSG00000235202,LINC01525,858
17377,17377,ENSG00000224995,LINC01526,520
17378,17378,ENSG00000224308,LINC01527,1997
17379,17379,ENSG00000205786,LINC01531,4107
17380,17380,ENSG00000267014,LINC01532,4426
17381,17381,ENSG00000267779,LINC01533,3739
17382,17382,ENSG00000225975,LINC01534,4117
17383,17383,ENSG00000226686,LINC01535,4381
17384,17384,ENSG00000227467,LINC01537,2450
17385,17385,ENSG00000266952,LINC01538,3153
17386,17386,ENSG00000260676,LINC01541,3105
17387,17387,ENSG00000263862,LINC01543,1721
17388,17388,ENSG00000260440,LINC01544,7080
17389,17389,ENSG00000204904,LINC01545,532
17390,17390,ENSG00000228459,LINC01546,4517
17391,17391,ENSG00000183250,LINC01547,4946
17392,17392,ENSG00000229086,LINC01548,1357
17393,17393,ENSG00000232560,LINC01549,1702
17394,17394,ENSG00000246223,LINC01550,6913
17395,17395,ENSG00000186960,LINC01551,11125
17396,17396,ENSG00000235931,LINC01553,4602
17397,17397,ENSG00000236882,LINC01554,2260
17398,17398,ENSG00000180869,LINC01555,2884
17399,17399,ENSG00000204709,LINC01556,466
17400,17400,ENSG00000146521,LINC01558,2780
17401,17401,ENSG00000180861,LINC01559,3953
17402,17402,ENSG00000196741,LINC01560,1253
17403,17403,ENSG00000177234,LINC01561,2176
17404,17404,ENSG00000203356,LINC01562,2366
17405,17405,ENSG00000236819,LINC01563,3389
17406,17406,ENSG00000198685,LINC01565,2697
17407,17407,ENSG00000259841,LINC01566,2961
17408,17408,ENSG00000224310,LINC01567,2907
17409,17409,ENSG00000258779,LINC01568,7998
17410,17410,ENSG00000262468,LINC01569,5237
17411,17411,ENSG00000260338,LINC01570,3809
17412,17412,ENSG00000260057,LINC01571,2278
17413,17413,ENSG00000261008,LINC01572,12559
17414,17414,ENSG00000258754,LINC01579,9541
17415,17415,ENSG00000258785,LINC01580,2664
17416,17416,ENSG00000259724,LINC01581,3471
17417,17417,ENSG00000259518,LINC01583,2714
17418,17418,ENSG00000260477,LINC01584,3071
17419,17419,ENSG00000249487,LINC01586,2734
17420,17420,ENSG00000214900,LINC01588,17590
17421,17421,ENSG00000238120,LINC01589,548
17422,17422,ENSG00000254083,LINC01591,1341
17423,17423,ENSG00000253658,LINC01592,4790
17424,17424,ENSG00000225328,LINC01594,1381
17425,17425,ENSG00000259108,LINC01595,902
17426,17426,ENSG00000250666,LINC01596,592
17427,17427,ENSG00000205611,LINC01597,5949
17428,17428,ENSG00000231934,FAM242A,2145
17429,17429,ENSG00000164385,LINC01600,3108
17430,17430,ENSG00000205293,LINC01602,4059
17431,17431,ENSG00000253479,LINC01603,1642
17432,17432,ENSG00000253161,LINC01605_ENSG00000253161,1522
17433,17433,ENSG00000253301,LINC01606,8840
17434,17434,ENSG00000272138,LINC01607,4143
17435,17435,ENSG00000253877,LINC01608,13051
