s_iri,relationship,t_iri,,,,,,
http://identifiers.org/hgnc/7000,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn426,,,,,,
http://identifiers.org/hgnc/130,characterize,http://purl.obolibrary.org/obo/CL_0019017,,,,,,
http://identifiers.org/hgnc/1346,characterize,https://purl.org/ccf/ASCTB-TEMP_dpt-fibroblast-cell-of-ureter,,,,,,
http://identifiers.org/hgnc/2594,characterize,https://purl.org/ccf/ASCTB-TEMP_splat424,,,,,,
http://identifiers.org/hgnc/8823,characterize,http://purl.obolibrary.org/obo/CL_0009110,,,,,,
http://identifiers.org/hgnc/43559,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit124,,,,,,
http://identifiers.org/hgnc/6138,characterize,http://purl.obolibrary.org/obo/CL_0000556,,,,,,
http://identifiers.org/hgnc/1686,characterize,http://purl.obolibrary.org/obo/CL_0000623,,,,,,
http://identifiers.org/hgnc/14866,characterize,https://purl.org/ccf/ASCTB-TEMP_ca4193,,,,,,
http://identifiers.org/hgnc/50507,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13119,,,,,,
http://identifiers.org/hgnc/3318,characterize,http://purl.obolibrary.org/obo/CL_4033003,,,,,,
http://identifiers.org/hgnc/10494,characterize,http://purl.obolibrary.org/obo/CL_0000559,,,,,,
http://identifiers.org/hgnc/8804,characterize,http://purl.obolibrary.org/obo/CL_0009089,,,,,,
http://identifiers.org/hgnc/6690,characterize,http://purl.obolibrary.org/obo/CL_0009074,,,,,,
http://identifiers.org/hgnc/6347,characterize,http://purl.obolibrary.org/obo/CL_0001203,,,,,,
http://identifiers.org/hgnc/10690,characterize,http://purl.obolibrary.org/obo/CL_0002138,,,,,,
http://identifiers.org/hgnc/6347,characterize,http://purl.obolibrary.org/obo/CL_0000897,,,,,,
http://identifiers.org/hgnc/1183,characterize,https://purl.org/ccf/ASCTB-TEMP_misc167,,,,,,
http://identifiers.org/hgnc/22128,characterize,https://purl.org/ccf/ASCTB-TEMP_midi434,,,,,,
http://identifiers.org/hgnc/5478,characterize,http://purl.obolibrary.org/obo/CL_0000970,,,,,,
http://identifiers.org/hgnc/6380,characterize,https://purl.org/ccf/ASCTB-TEMP_mature-cd8-t-cell,,,,,,
http://identifiers.org/hgnc/8138,characterize,https://purl.org/ccf/ASCTB-TEMP_splat336,,,,,,
http://identifiers.org/hgnc/1764,characterize,http://purl.obolibrary.org/obo/CL_0000071,,,,,,
https://purl.org/ccf/ASCTB-TEMP_itga6,characterize,https://purl.org/ccf/ASCTB-TEMP_intercalary-cell,,,,,,
http://identifiers.org/hgnc/186,characterize,http://purl.obolibrary.org/obo/CL_0000051,,,,,,
http://identifiers.org/hgnc/6164,characterize,http://purl.obolibrary.org/obo/PCL_0015027,,,,,,
http://identifiers.org/hgnc/2155,characterize,http://purl.obolibrary.org/obo/CL_0000359,,,,,,
http://identifiers.org/hgnc/7955,characterize,https://purl.org/ccf/ASCTB-TEMP_semilunar-type-1-cell,,,,,,
http://identifiers.org/hgnc/12337,characterize,http://purl.obolibrary.org/obo/PCL_0015097,,,,,,
http://identifiers.org/hgnc/7315,characterize,http://purl.obolibrary.org/obo/CL_0000236,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-287j11-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dg205,,,,,,
http://identifiers.org/hgnc/20657,characterize,http://purl.obolibrary.org/obo/CL_0002207,,,,,,
http://identifiers.org/hgnc/16892,characterize,http://purl.obolibrary.org/obo/CL_0000814,,,,,,
http://identifiers.org/hgnc/2705,characterize,http://purl.obolibrary.org/obo/CL_0002598,,,,,,
http://identifiers.org/hgnc/3609,characterize,http://purl.obolibrary.org/obo/CL_0000990,,,,,,
http://identifiers.org/hgnc/4845,characterize,http://purl.obolibrary.org/obo/CL_4033031,,,,,,
http://identifiers.org/hgnc/5130,characterize,https://purl.org/ccf/ASCTB-TEMP_activated-stellate-cell,,,,,,
http://identifiers.org/hgnc/11529,characterize,http://purl.obolibrary.org/obo/CL_1000351,,,,,,
http://identifiers.org/hgnc/5472,characterize,http://purl.obolibrary.org/obo/CL_1000413,,,,,,
http://identifiers.org/hgnc/6895,characterize,http://purl.obolibrary.org/obo/CL_0009110,,,,,,
http://identifiers.org/hgnc/16213,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/53225,characterize,https://purl.org/ccf/ASCTB-TEMP_misc404,,,,,,
http://identifiers.org/hgnc/1060,characterize,http://purl.obolibrary.org/obo/CL_0009113,,,,,,
http://identifiers.org/hgnc/1667,characterize,http://purl.obolibrary.org/obo/CL_0000787,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-656g20-1,characterize,https://purl.org/ccf/ASCTB-TEMP_mge240,,,,,,
http://identifiers.org/hgnc/6416,characterize,http://purl.obolibrary.org/obo/CL_0009071,,,,,,
http://identifiers.org/hgnc/2210,characterize,http://purl.obolibrary.org/obo/PCL_0015081,,,,,,
http://identifiers.org/hgnc/4027,characterize,http://purl.obolibrary.org/obo/CL_4033023,,,,,,
http://identifiers.org/hgnc/10736,characterize,http://purl.obolibrary.org/obo/PCL_0015101,,,,,,
http://identifiers.org/hgnc/9666,characterize,https://purl.org/ccf/ASCTB-TEMP_interstitial-macrophage,,,,,,
http://identifiers.org/hgnc/12580,characterize,https://purl.org/ccf/ASCTB-TEMP_superficial-cell-of-ureter-urothelium,,,,,,
http://identifiers.org/hgnc/21637,characterize,https://purl.org/ccf/ASCTB-TEMP_a8-bistratified-small-field-cell,,,,,,
http://identifiers.org/hgnc/1673,characterize,http://purl.obolibrary.org/obo/CL_0000802,,,,,,
http://identifiers.org/hgnc/7154,characterize,http://purl.obolibrary.org/obo/CL_0009069,,,,,,
http://identifiers.org/hgnc/11922,characterize,http://purl.obolibrary.org/obo/CL_0009068,,,,,,
http://identifiers.org/hgnc/1608,characterize,http://purl.obolibrary.org/obo/CL_0000895,,,,,,
http://identifiers.org/hgnc/1036,characterize,http://purl.obolibrary.org/obo/CL_0000037,,,,,,
http://identifiers.org/hgnc/8038,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13186,,,,,,
http://identifiers.org/hgnc/6413,characterize,https://purl.org/ccf/ASCTB-TEMP_keratinocyte-onychocyte,,,,,,
http://identifiers.org/hgnc/2558,characterize,https://purl.org/ccf/ASCTB-TEMP_mgl8,,,,,,
http://identifiers.org/hgnc/13635,characterize,http://purl.obolibrary.org/obo/CL_1001033,,,,,,
http://identifiers.org/hgnc/10489,characterize,http://purl.obolibrary.org/obo/CL_0000775,,,,,,
http://identifiers.org/hgnc/6140,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13169,,,,,,
http://identifiers.org/hgnc/6017,characterize,http://purl.obolibrary.org/obo/CL_0000097,,,,,,
http://identifiers.org/hgnc/6373,characterize,http://purl.obolibrary.org/obo/CL_0000938,,,,,,
http://identifiers.org/hgnc/7,characterize,http://purl.obolibrary.org/obo/CL_0000071,,,,,,
http://identifiers.org/hgnc/2210,characterize,http://purl.obolibrary.org/obo/PCL_0015014,,,,,,
http://identifiers.org/hgnc/21735,characterize,https://purl.org/ccf/ASCTB-TEMP_splat422,,,,,,
http://identifiers.org/hgnc/22788,characterize,https://purl.org/ccf/ASCTB-TEMP_splat418,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000909,,,,,,
http://identifiers.org/hgnc/11632,characterize,http://purl.obolibrary.org/obo/CL_4028004,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-79e3-2,characterize,https://purl.org/ccf/ASCTB-TEMP_dlit140,,,,,,
http://identifiers.org/hgnc/8823,characterize,http://purl.obolibrary.org/obo/CL_0009103,,,,,,
http://identifiers.org/hgnc/1706,characterize,https://purl.org/ccf/ASCTB-TEMP_splenic-littoral-cell,,,,,,
http://identifiers.org/hgnc/1608,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/11249,characterize,http://purl.obolibrary.org/obo/CL_0000836,,,,,,
http://identifiers.org/hgnc/4502,characterize,http://purl.obolibrary.org/obo/CL_0000236,,,,,,
http://identifiers.org/hgnc/14189,characterize,http://purl.obolibrary.org/obo/CL_0001078,,,,,,
http://identifiers.org/hgnc/1633,characterize,http://purl.obolibrary.org/obo/CL_0000818,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc100506497,characterize,http://purl.obolibrary.org/obo/PCL_0015023,,,,,,
http://identifiers.org/hgnc/130,characterize,http://purl.obolibrary.org/obo/CL_0009105,,,,,,
http://identifiers.org/hgnc/26705,characterize,http://purl.obolibrary.org/obo/CL_0000990,,,,,,
http://identifiers.org/hgnc/11353,characterize,https://purl.org/ccf/ASCTB-TEMP_msn214,,,,,,
http://identifiers.org/hgnc/17109,characterize,https://purl.org/ccf/ASCTB-TEMP_ulit133,,,,,,
http://identifiers.org/hgnc/219,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn230,,,,,,
http://identifiers.org/hgnc/6269,characterize,http://purl.obolibrary.org/obo/CL_0002144,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0002364,,,,,,
http://identifiers.org/hgnc/43910,characterize,https://purl.org/ccf/ASCTB-TEMP_dlnp86,,,,,,
http://identifiers.org/hgnc/6711,characterize,http://purl.obolibrary.org/obo/CL_0001078,,,,,,
http://identifiers.org/hgnc/1628,characterize,http://purl.obolibrary.org/obo/CL_0001054,,,,,,
http://identifiers.org/hgnc/12008,characterize,http://purl.obolibrary.org/obo/CL_0000577,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp3-401d24-1,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb327,,,,,,
http://identifiers.org/hgnc/2014,characterize,http://purl.obolibrary.org/obo/CL_0000767,,,,,,
http://identifiers.org/hgnc/2210,characterize,http://purl.obolibrary.org/obo/PCL_0015080,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cxcl8,characterize,https://purl.org/ccf/ASCTB-TEMP_glandular-epithelial-cell,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd8,characterize,https://purl.org/ccf/ASCTB-TEMP_cd8-t,,,,,,
http://identifiers.org/hgnc/13875,characterize,https://purl.org/ccf/ASCTB-TEMP_emsn224,,,,,,
http://identifiers.org/hgnc/6524,characterize,http://purl.obolibrary.org/obo/CL_0000542,,,,,,
http://identifiers.org/hgnc/11922,characterize,http://purl.obolibrary.org/obo/CL_0000809,,,,,,
http://identifiers.org/hgnc/1693,characterize,https://purl.org/ccf/ASCTB-TEMP_uterine-macrophage,,,,,,
http://identifiers.org/hgnc/29268,characterize,https://purl.org/ccf/ASCTB-TEMP_oligo44,,,,,,
http://identifiers.org/hgnc/1659,characterize,http://purl.obolibrary.org/obo/CL_0002059,,,,,,
http://identifiers.org/hgnc/1662,characterize,http://purl.obolibrary.org/obo/CL_0002088,,,,,,
http://identifiers.org/hgnc/1706,characterize,http://purl.obolibrary.org/obo/CL_0000910,,,,,,
http://identifiers.org/hgnc/4414,characterize,http://purl.obolibrary.org/obo/CL_0000794,,,,,,
http://identifiers.org/hgnc/9832,characterize,http://purl.obolibrary.org/obo/CL_0009082,,,,,,
http://identifiers.org/hgnc/1611,characterize,http://purl.obolibrary.org/obo/CL_0009110,,,,,,
http://identifiers.org/hgnc/16953,characterize,https://purl.org/ccf/ASCTB-TEMP_dg199,,,,,,
http://identifiers.org/hgnc/8818,characterize,http://purl.obolibrary.org/obo/CL_1000715,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-60a8-1,characterize,https://purl.org/ccf/ASCTB-TEMP_amex172,,,,,,
http://identifiers.org/hgnc/8803,characterize,http://purl.obolibrary.org/obo/CL_0000057,,,,,,
http://identifiers.org/hgnc/15979,characterize,http://purl.obolibrary.org/obo/CL_1000350,,,,,,
http://identifiers.org/hgnc/1748,characterize,http://purl.obolibrary.org/obo/CL_1000271,,,,,,
http://identifiers.org/hgnc/3619,characterize,http://purl.obolibrary.org/obo/CL_0000623,,,,,,
http://identifiers.org/hgnc/6442,characterize,http://purl.obolibrary.org/obo/CL_0000646,,,,,,
https://purl.org/ccf/ASCTB-TEMP_umod,characterize,http://purl.obolibrary.org/obo/CL_1001285,,,,,,
http://identifiers.org/hgnc/10620,characterize,http://purl.obolibrary.org/obo/CL_0009105,,,,,,
http://identifiers.org/hgnc/21694,characterize,https://purl.org/ccf/ASCTB-TEMP_splat390,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac064875-2,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b102,,,,,,
http://identifiers.org/hgnc/7908,characterize,http://purl.obolibrary.org/obo/CL_0000653,,,,,,
http://identifiers.org/hgnc/10640,characterize,https://purl.org/ccf/ASCTB-TEMP_cge296,,,,,,
http://identifiers.org/hgnc/2360,characterize,https://purl.org/ccf/ASCTB-TEMP_epen68,,,,,,
http://identifiers.org/hgnc/12726,characterize,http://purl.obolibrary.org/obo/CL_2000053,,,,,,
https://purl.org/ccf/ASCTB-TEMP_loc100128497,characterize,http://purl.obolibrary.org/obo/PCL_0015084,,,,,,
http://identifiers.org/hgnc/1674,characterize,http://purl.obolibrary.org/obo/CL_0000900,,,,,,
http://identifiers.org/hgnc/8616,characterize,https://purl.org/ccf/ASCTB-TEMP_splat347,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ap000331-1,characterize,https://purl.org/ccf/ASCTB-TEMP_thex454,,,,,,
http://identifiers.org/hgnc/1639,characterize,http://purl.obolibrary.org/obo/CL_0000037,,,,,,
http://identifiers.org/hgnc/6112,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
https://purl.org/ccf/ASCTB-TEMP_aqp2,characterize,http://purl.obolibrary.org/obo/CL_1001431,,,,,,
http://identifiers.org/hgnc/1929,characterize,http://purl.obolibrary.org/obo/CL_0000165,,,,,,
http://identifiers.org/hgnc/1677,characterize,http://purl.obolibrary.org/obo/CL_0000814,,,,,,
http://identifiers.org/hgnc/2185,characterize,https://purl.org/ccf/ASCTB-TEMP_residual-hypertrophic-chondrocytes,,,,,,
http://identifiers.org/hgnc/18628,characterize,http://purl.obolibrary.org/obo/CL_0000882,,,,,,
http://identifiers.org/hgnc/1686,characterize,http://purl.obolibrary.org/obo/CL_0000900,,,,,,
http://identifiers.org/hgnc/1037,characterize,http://purl.obolibrary.org/obo/CL_1000489,,,,,,
http://identifiers.org/hgnc/1662,characterize,https://purl.org/ccf/ASCTB-TEMP_lympho-myeloid-progenitor-cell-lmpp,,,,,,
http://identifiers.org/hgnc/1633,characterize,http://purl.obolibrary.org/obo/CL_0000786,,,,,,
https://purl.org/ccf/ASCTB-TEMP_gnb1,characterize,http://purl.obolibrary.org/obo/CL_0000604,,,,,,
http://identifiers.org/hgnc/11925,characterize,http://purl.obolibrary.org/obo/CL_0000097,,,,,,
http://identifiers.org/hgnc/1434,characterize,http://purl.obolibrary.org/obo/CL_1000768,,,,,,
http://identifiers.org/hgnc/1674,characterize,http://purl.obolibrary.org/obo/CL_0000492,,,,,,
http://identifiers.org/hgnc/2097,characterize,http://purl.obolibrary.org/obo/CL_0000484,,,,,,
http://identifiers.org/hgnc/29426,characterize,https://purl.org/ccf/ASCTB-TEMP_misc401,,,,,,
http://identifiers.org/hgnc/1686,characterize,http://purl.obolibrary.org/obo/CL_0000860,,,,,,
http://identifiers.org/hgnc/9080,characterize,http://purl.obolibrary.org/obo/CL_0019018,,,,,,
http://identifiers.org/hgnc/1077,characterize,https://purl.org/ccf/ASCTB-TEMP_fbl29,,,,,,
http://identifiers.org/hgnc/4708,characterize,http://purl.obolibrary.org/obo/CL_0000934,,,,,,
http://identifiers.org/hgnc/19087,characterize,https://purl.org/ccf/ASCTB-TEMP_splat366,,,,,,
http://identifiers.org/hgnc/1673,characterize,http://purl.obolibrary.org/obo/CL_0000623,,,,,,
http://identifiers.org/hgnc/1240,characterize,http://purl.obolibrary.org/obo/CL_0009073,,,,,,
http://identifiers.org/hgnc/5362,characterize,https://purl.org/ccf/ASCTB-TEMP_astro58,,,,,,
https://purl.org/ccf/ASCTB-TEMP_sox10,characterize,http://purl.obolibrary.org/obo/CL_0000148,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0000900,,,,,,
http://identifiers.org/hgnc/8514,characterize,http://purl.obolibrary.org/obo/CL_0002138,,,,,,
http://identifiers.org/hgnc/7035,characterize,http://purl.obolibrary.org/obo/CL_4033017,,,,,,
http://identifiers.org/hgnc/2959,characterize,http://purl.obolibrary.org/obo/CL_0002059,,,,,,
http://identifiers.org/hgnc/14674,characterize,http://purl.obolibrary.org/obo/CL_4028004,,,,,,
http://identifiers.org/hgnc/1799,characterize,http://purl.obolibrary.org/obo/CL_0002364,,,,,,
http://identifiers.org/hgnc/23145,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-354k4-2,characterize,https://purl.org/ccf/ASCTB-TEMP_splat338,,,,,,
http://identifiers.org/hgnc/634,characterize,http://purl.obolibrary.org/obo/CL_1001431,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
http://identifiers.org/hgnc/17890,characterize,http://purl.obolibrary.org/obo/CL_0000771,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp4-668e10-4,characterize,https://purl.org/ccf/ASCTB-TEMP_opc35,,,,,,
http://identifiers.org/hgnc/13993,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/13285,characterize,https://purl.org/ccf/ASCTB-TEMP_splat389,,,,,,
http://identifiers.org/hgnc/17905,characterize,https://purl.org/ccf/ASCTB-TEMP_splenic-littoral-cell,,,,,,
http://identifiers.org/hgnc/11526,characterize,https://purl.org/ccf/ASCTB-TEMP_glutamic-acid-decarboxylase-65-cell,,,,,,
http://identifiers.org/hgnc/11648,characterize,http://purl.obolibrary.org/obo/CL_0000818,,,,,,
https://purl.org/ccf/ASCTB-TEMP_hla-dra,characterize,http://purl.obolibrary.org/obo/CL_0000236,,,,,,
http://identifiers.org/hgnc/20821,characterize,https://purl.org/ccf/ASCTB-TEMP_ca13179,,,,,,
http://identifiers.org/hgnc/11599,characterize,http://purl.obolibrary.org/obo/CL_2000054,,,,,,
http://identifiers.org/hgnc/10260,characterize,http://purl.obolibrary.org/obo/CL_0000940,,,,,,
http://identifiers.org/hgnc/13517,characterize,http://purl.obolibrary.org/obo/CL_0002062,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd8,characterize,http://purl.obolibrary.org/obo/CL_0000910,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rgc5,characterize,http://purl.obolibrary.org/obo/CL_0000669,,,,,,
http://identifiers.org/hgnc/12692,characterize,http://purl.obolibrary.org/obo/CL_0009106,,,,,,
http://identifiers.org/hgnc/7315,characterize,http://purl.obolibrary.org/obo/CL_0000788,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac133680-1,characterize,https://purl.org/ccf/ASCTB-TEMP_cge289,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ctd-2195h9-1,characterize,https://purl.org/ccf/ASCTB-TEMP_amex155,,,,,,
http://identifiers.org/hgnc/6152,characterize,http://purl.obolibrary.org/obo/CL_0009018,,,,,,
http://identifiers.org/hgnc/1695,characterize,http://purl.obolibrary.org/obo/CL_0009018,,,,,,
http://identifiers.org/hgnc/6024,characterize,http://purl.obolibrary.org/obo/CL_0000814,,,,,,
http://identifiers.org/hgnc/10882,characterize,https://purl.org/ccf/ASCTB-TEMP_mmb329,,,,,,
http://identifiers.org/hgnc/8759,characterize,http://purl.obolibrary.org/obo/CL_0000604,,,,,,
http://identifiers.org/hgnc/6147,characterize,http://purl.obolibrary.org/obo/CL_0001056,,,,,,
http://identifiers.org/hgnc/1674,characterize,http://purl.obolibrary.org/obo/CL_0001050,,,,,,
http://identifiers.org/hgnc/8824,characterize,https://purl.org/ccf/ASCTB-TEMP_chrp77,,,,,,
http://identifiers.org/hgnc/7315,characterize,http://purl.obolibrary.org/obo/CL_0000938,,,,,,
http://identifiers.org/hgnc/21591,characterize,https://purl.org/ccf/ASCTB-TEMP_thex454,,,,,,
http://identifiers.org/hgnc/14399,characterize,http://purl.obolibrary.org/obo/CL_0002059,,,,,,
http://identifiers.org/hgnc/5870,characterize,http://purl.obolibrary.org/obo/CL_0000037,,,,,,
http://identifiers.org/hgnc/19266,characterize,http://purl.obolibrary.org/obo/PCL_0015018,,,,,,
http://identifiers.org/hgnc/4709,characterize,http://purl.obolibrary.org/obo/CL_0001058,,,,,,
http://identifiers.org/hgnc/1662,characterize,http://purl.obolibrary.org/obo/CL_2000053,,,,,,
http://identifiers.org/hgnc/7576,characterize,http://purl.obolibrary.org/obo/CL_0000746,,,,,,
http://identifiers.org/hgnc/12693,characterize,https://purl.org/ccf/ASCTB-TEMP_glutamic-acid-decarboxylase-65-cell,,,,,,
http://identifiers.org/hgnc/7228,characterize,https://purl.org/ccf/ASCTB-TEMP_alveolar-macrophage-mt-positive,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0000545,,,,,,
http://identifiers.org/hgnc/9662,characterize,http://purl.obolibrary.org/obo/CL_0002399,,,,,,
http://identifiers.org/hgnc/3244,characterize,http://purl.obolibrary.org/obo/CL_1001005,,,,,,
http://identifiers.org/hgnc/2047,characterize,http://purl.obolibrary.org/obo/CL_4028003,,,,,,
http://identifiers.org/hgnc/5438,characterize,http://purl.obolibrary.org/obo/CL_0000914,,,,,,
http://identifiers.org/hgnc/8038,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/15478,characterize,https://purl.org/ccf/ASCTB-TEMP_cge282,,,,,,
http://identifiers.org/hgnc/16953,characterize,http://purl.obolibrary.org/obo/CL_0000442,,,,,,
http://identifiers.org/hgnc/53587,characterize,https://purl.org/ccf/ASCTB-TEMP_midi443,,,,,,
http://identifiers.org/hgnc/23503,characterize,http://purl.obolibrary.org/obo/PCL_0015106,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-97f8-2,characterize,https://purl.org/ccf/ASCTB-TEMP_url310,,,,,,
http://identifiers.org/hgnc/11724,characterize,http://purl.obolibrary.org/obo/CL_0000071,,,,,,
http://identifiers.org/hgnc/16770,characterize,http://purl.obolibrary.org/obo/PCL_0015060,,,,,,
http://identifiers.org/hgnc/11190,characterize,http://purl.obolibrary.org/obo/CL_0002573,,,,,,
https://purl.org/ccf/ASCTB-TEMP_aqp1,characterize,http://purl.obolibrary.org/obo/CL_4030013,,,,,,
http://identifiers.org/hgnc/9666,characterize,http://purl.obolibrary.org/obo/CL_0000905,,,,,,
http://identifiers.org/hgnc/10498,characterize,http://purl.obolibrary.org/obo/CL_0001054,,,,,,
http://identifiers.org/hgnc/4171,characterize,http://purl.obolibrary.org/obo/CL_0000771,,,,,,
http://identifiers.org/hgnc/44222,characterize,https://purl.org/ccf/ASCTB-TEMP_midi435,,,,,,
http://identifiers.org/hgnc/11784,characterize,http://purl.obolibrary.org/obo/CL_0002394,,,,,,
http://identifiers.org/hgnc/2032,characterize,http://purl.obolibrary.org/obo/CL_4030014,,,,,,
http://identifiers.org/hgnc/25588,characterize,https://purl.org/ccf/ASCTB-TEMP_ca4193,,,,,,
http://identifiers.org/hgnc/1673,characterize,http://purl.obolibrary.org/obo/CL_0000897,,,,,,
http://identifiers.org/hgnc/6008,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/5998,characterize,http://purl.obolibrary.org/obo/CL_0000097,,,,,,
http://identifiers.org/hgnc/20391,characterize,https://purl.org/ccf/ASCTB-TEMP_dlct6b111,,,,,,
http://identifiers.org/hgnc/20771,characterize,https://purl.org/ccf/ASCTB-TEMP_airway-submucosal-gland-ciliated-duct-cell,,,,,,
http://identifiers.org/hgnc/10720,characterize,http://purl.obolibrary.org/obo/CL_0001054,,,,,,
http://identifiers.org/hgnc/6012,characterize,http://purl.obolibrary.org/obo/CL_0000767,,,,,,
http://identifiers.org/hgnc/6138,characterize,http://purl.obolibrary.org/obo/CL_4033018,,,,,,
http://identifiers.org/hgnc/8823,characterize,http://purl.obolibrary.org/obo/CL_0009106,,,,,,
http://identifiers.org/hgnc/7228,characterize,http://purl.obolibrary.org/obo/CL_1000695,,,,,,
https://purl.org/ccf/ASCTB-TEMP_rp11-66g15-1,characterize,https://purl.org/ccf/ASCTB-TEMP_dlnp89,,,,,,
https://purl.org/ccf/ASCTB-TEMP_sepp1,characterize,https://purl.org/ccf/ASCTB-TEMP_macrophage,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0002460,,,,,,
http://identifiers.org/hgnc/11395,characterize,http://purl.obolibrary.org/obo/CL_0002437,,,,,,
https://purl.org/ccf/ASCTB-TEMP_ac084149-2,characterize,https://purl.org/ccf/ASCTB-TEMP_oligo49,,,,,,
http://identifiers.org/hgnc/2213,characterize,http://purl.obolibrary.org/obo/CL_4033026,,,,,,
http://identifiers.org/hgnc/14344,characterize,https://purl.org/ccf/ASCTB-TEMP_chrp81,,,,,,
http://identifiers.org/hgnc/11743,characterize,http://purl.obolibrary.org/obo/CL_0000540,,,,,,
http://identifiers.org/hgnc/19090,characterize,https://purl.org/ccf/ASCTB-TEMP_splat341,,,,,,
http://identifiers.org/hgnc/1697,characterize,http://purl.obolibrary.org/obo/CL_0001056,,,,,,
http://identifiers.org/hgnc/1673,characterize,https://purl.org/ccf/ASCTB-TEMP_cd8-t-cell-effector-memory,,,,,,
https://purl.org/ccf/ASCTB-TEMP_mgc4859,characterize,https://purl.org/ccf/ASCTB-TEMP_epen72,,,,,,
http://identifiers.org/hgnc/11056,characterize,http://purl.obolibrary.org/obo/CL_0000561,,,,,,
http://identifiers.org/hgnc/3522,characterize,https://purl.org/ccf/ASCTB-TEMP_llc268,,,,,,
http://identifiers.org/hgnc/7656,characterize,https://purl.org/ccf/ASCTB-TEMP_eomes-low-liver-nk-cell,,,,,,
http://identifiers.org/hgnc/18386,characterize,http://purl.obolibrary.org/obo/CL_0002063,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/7656,characterize,http://purl.obolibrary.org/obo/CL_0000623,,,,,,
http://identifiers.org/hgnc/8823,characterize,http://purl.obolibrary.org/obo/CL_1000398,,,,,,
http://identifiers.org/hgnc/2252,characterize,http://purl.obolibrary.org/obo/CL_0000938,,,,,,
http://identifiers.org/hgnc/9346,characterize,http://purl.obolibrary.org/obo/CL_0000980,,,,,,
http://identifiers.org/hgnc/2198,characterize,http://purl.obolibrary.org/obo/CL_4033017,,,,,,
http://identifiers.org/hgnc/28344,characterize,http://purl.obolibrary.org/obo/CL_0002399,,,,,,
http://identifiers.org/hgnc/11918,characterize,http://purl.obolibrary.org/obo/CL_0000815,,,,,,
http://identifiers.org/hgnc/9360,characterize,http://purl.obolibrary.org/obo/CL_0000910,,,,,,
http://identifiers.org/hgnc/3128,characterize,http://purl.obolibrary.org/obo/CL_0000970,,,,,,
https://purl.org/ccf/ASCTB-TEMP_cd127,characterize,http://purl.obolibrary.org/obo/CL_0001065,,,,,,
http://identifiers.org/hgnc/29673,characterize,https://purl.org/ccf/ASCTB-TEMP_pi16-fibroblast-cell-of-bladder,,,,,,
http://identifiers.org/hgnc/1678,characterize,http://purl.obolibrary.org/obo/CL_0000624,,,,,,
http://identifiers.org/hgnc/12930,characterize,http://purl.obolibrary.org/obo/CL_0000940,,,,,,
http://identifiers.org/hgnc/4947,characterize,http://purl.obolibrary.org/obo/CL_0000451,,,,,,
