id,rdfs_label,name
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0001035,bone cell,bone cell
CL:0002153,corneocyte,Keratinocyte (Corneocyte)
CL:0000312,keratinocyte,Keratinocyte (Granular)
CL:0002457,epidermal Langerhans cell,Langerhans cell
CL:0000649,prickle cell,Keratinocytes (Spinous)
CL:0002457,epidermal Langerhans cell,Langerhans cell
CL:0000242,Merkel cell,Merkel cell
CL:0000646,basal cell,Keratinocyte (Basal)
CL:0002457,epidermal Langerhans cell,Langerhans cell
CL:0000242,Merkel cell,Merkel cell
CL:1000458,melanocyte of skin,Melanocyte
,,Keratinocyte (Onychocyte)
CL:0002337,keratinocyte stem cell,keratinocyte stem cell
CL:0000151,sebum secreting cell,"Germinative (epithelial) cell, Sebocyte"
CL:1000417,myoepithelial cell of sweat gland,myoepithelial cell
CL:1000417,myoepithelial cell of sweat gland,myoepithelial cell
CL:1000417,myoepithelial cell of sweat gland,myoepithelial cell
CL:0002620,skin fibroblast,Fibroblast
CL:0000097,mast cell,Mast cell
CL:0001006,dermal dendritic cell,Dendritic cell (DC1)
CL:0001006,dermal dendritic cell,Dendritic cell (DC2)
CL:0001006,dermal dendritic cell,Dendritic cell (monocyte-derived)
CL:0001006,dermal dendritic cell,Dendritic cell (migratory)
CL:0000235,macrophage,Macrophage
CL:0000545,T-helper 1 cell,T helper
CL:0000910,cytotoxic T cell,T killer
CL:0000815,regulatory T cell,T reg
CL:0000623,natural killer cell,Natural killer cell
CL:0001067,group 1 innate lymphoid cell,Natural killer cell / Innate lymphoid cell 1
CL:0001069,group 2 innate lymphoid cell,Innate lymphoid cell 2
CL:0001071,group 3 innate lymphoid cell,Innate lymphoid cell 3
CL:0000236,B cell,B cell
CL:0000786,plasma cell,Plasma cell
CL:0000775,neutrophil,Neutrophil
CL:0000771,eosinophil,Eosinophil
CL:0000540,Neuron,Neuron
CL:0002573,Schwann cell,Schwann cell
,,perineurial cells
CL:0000115,endothelial cell,Endothelial cell
CL:0000359,smooth muscle cell,Perivascular smooth muscle cell
CL:0002292,type I cell of carotid body,Glomus cell
CL:0000669,pericyte cell,Pericyte
CL:0000669,pericyte cell,Pericyte
CL:0002138,endothelial cell of lymphatic vessel,Lymphatic
CL:0002138,endothelial cell of lymphatic vessel,Lymphatic
CL:0002521,subcutaneous fat cell,Adipocyte
CL:0002620,skin fibroblast,Fibroblast
CL:0000235,macrophage,Macrophage
CL:0000097,mast cell,Mast cell
CL:0000545,T-helper 1 cell,T helper
CL:0000910,cytotoxic T cell,T killer
CL:0000815,regulatory T cell,T reg
CL:0000236,B cell,B cell
CL:0000775,neutrophil,Neutrophil
CL:0000771,eosinophil,Eosinophil
CL:0000540,Neuron,Neuron
CL:0002573,Schwann cell,Schwann cell
,,Perineural cell
CL:0000115,endothelial cell,Endothelial cell
CL:0000359,smooth muscle cell,Perivascular smooth muscle cell
CL:0002292,type I cell of carotid body,Glomus cell
CL:1000344,paneth cell of epithelium proper of small intestine,Paneth cell
CL:1000324,duodenal goblet cell,goblet cell
CL:0009080,tuft cell of small intestine,tuft cell
CL:0000212,absorptive cell,absorptive
CL:0000584,enterocyte,enterocyte
CL:0000163,endocrine cell,endocrine lineage cell
CL:0000034,stem cell,stem cell
,,BCHE (butyrylcholinesterase) cell
CL:0000115,endothelial,endothelial
,,lymphatic
CL:0000186,myofibroblast,myofibroblast
CL:0000057,fibroblast,fibroblast
,,nerve
CL:0000682,M cell of gut,M cell
CL:0000236,B cell,B cell
CL:0000786,plasma cell,plasma
,,CD4+ T
,,regulatory CD4+ T
,,CD8+ T
CL:0000235,macrophage,macrophage
CL:0000771,eosinophil,eosinophil
CL:0000097,mast cell,mast cell
CL:0000775,neutrophil,neutrophil
CL:0000623,natural killer cell,natural killer (NK) cell
CL:0000451,dendritic cell,dendritic cell (DC)
CL:0001065,innate lymphoid cell,innate lyphoid cell (ILC)
,,nerve
,,muscle
CL:0000077,mesothelial cell,mesothelial
CL:0000057,fibroblast,fibroblasts
CL:0000115,endothelial cell,endothelial cells
CL:0000036,epithelial fate stem cell,epithelial stem cells
CL:1000344,paneth cell of epithelium proper of small intestine,Paneth
CL:0000163,endocrine cell,endocrine
CL:0000212,absorptive cell,absorptive
CL:1000325,jejunal goblet cell,goblet
CL:0000584,enterocyte,enterocytes
CL:0009080,tuft cell of small intestine,Tuft cells
CL:0000115,endothelial cell,endothelial
,,lymphatics
CL:0000186,myofibroblast,myofibroblasts
CL:0000057,fibroblast,fibroblasts
,,nerves
CL:0000682,M cell of gut,M cell
CL:0000236,B cell,B cell
CL:0000786,plasma cell,plasma
,,CD4+ T
,,regulatory CD4+ T
,,CD8+ T
CL:0000235,macrophage,macrophages
CL:0000771,eosinophil,eosinophils
CL:0000097,mast cell,mast cells
CL:0000775,neutrophil,neutrophils
CL:0000623,natural killer cell,NK cells
CL:0000451,dendritic cell,DCs
CL:0001065,innate lymphoid cell,ILCs
,,muscle
,,nerves
CL:0000115,endothelial cell,endoethlial
,,lymphatic
,,nerves
,,muscle
,,muscle
CL:0002088,interstitial cell of Cajal,Interstitial cells of Cajal
CL:0000057,fibroblast,fibroblasts
CL:0000115,endothelial cell,endothelial
,,nerves
,,nerves
,,muscle
CL:0000077,mesothelial cell,mesothelial
CL:0000057,fibroblast,fibroblasts
CL:0000115,endothelial cell,endothelial cells
,,epithelial stem cells
CL:1000344,paneth cell of epithelium proper of small intestine,Paneth
CL:0000163,endocrine cell,endocrine
CL:0000212,absorptive cell,absorptive
CL:1000326,ileal goblet cell,goblet
CL:0000584,enterocyte,enterocytes
CL:0009080,tuft cell of small intestine,Tuft cells
CL:0000115,endothelial cell,endothelial
,,lymphatics
CL:0000186,myofibroblast,myofibroblasts
CL:0000057,fibroblast,fibroblasts
,,nerves
CL:0000682,M cell of gut,M cell
CL:0000236,B cell,B cell
CL:0000786,plasma cell,plasma
,,CD4+ T
,,regulatory CD4+ T
,,CD8+ T
CL:0000235,macrophage,macrophages
CL:0000771,eosinophil,eosinophils
CL:0000097,mast cell,mast cells
CL:0000775,neutrophil,neutrophils
CL:0000623,natural killer cell,NK cells
CL:0000451,dendritic cell,DCs
CL:0001065,innate lymphoid cell,ILCs
,,muscle
,,nerves
CL:0000115,endothelial cell,endoethlial
,,lymphatic
,,nerves
,,muscle
,,muscle
CL:0002088,interstitial cell of Cajal,Interstitial cells of Cajal
CL:0000057,fibroblast,fibroblasts
CL:0000115,endothelial cell,endothelial
,,nerves
,,nerves
,,muscle
CL:0000077,mesothelial,mesothelial
CL:0000057,fibroblast,fibroblasts
CL:0000115,endothelial cell,endothelial cells
CL:0000065,Ependymal Cell,Ependymal Cell
CL:0000128,Oligodendrocyte,Oligodendrocyte
CL:0002453,Oligodendrocyte Precursor Cell,Oligodendrocyte Precursor Cell
CL:0000127,Astrocyte,Astrocyte
CL:0000129,microglial cell,Microglia
CL:0000115,Endothelial Cell,Endothelial Cell
CL:0000540,neuron,Dorsal Excitatory Neuron 1
CL:0000540,neuron,Dorsal Excitatory Neuron 2
CL:0000540,neuron,Dorsal Excitatory Neuron 3
CL:0000540,neuron,Dorsal Excitatory Neuron 4
CL:0000540,neuron,Dorsal Excitatory Neuron 5
CL:0000540,neuron,Dorsal Excitatory Neuron 6
CL:0000540,neuron,Dorsal Excitatory Neuron 7
CL:0000540,neuron,Dorsal Excitatory Neuron 8
CL:0000540,neuron,Dorsal Excitatory Neuron 9
CL:0000540,neuron,Dorsal Excitatory Neuron 10
CL:0000540,neuron,Dorsal Excitatory Neuron 11
CL:0000540,neuron,Dorsal Excitatory Neuron 12
CL:0000540,neuron,Dorsal Inhibitory Neuron 1
CL:0000540,neuron,Dorsal Inhibitory Neuron 2
CL:0000540,neuron,Dorsal Inhibitory Neuron 3
CL:0000540,neuron,Dorsal Inhibitory Neuron 4
CL:0000540,neuron,Dorsal Inhibitory Neuron 5
CL:0000540,neuron,Dorsal Inhibitory Neuron 6
CL:0000540,neuron,Dorsal Inhibitory Neuron 7
CL:0000540,neuron,Dorsal Inhibitory Neuron 8
CL:0000540,neuron,Dorsal Inhibitory Neuron 9
CL:0000128,Oligodendrocyte,Oligodendrocyte
CL:0000127,Astrocyte,Astrocyte
CL:0000129,microglial cell,Microglia
CL:0000115,Endothelial Cell,Endothelial Cell
CL:0000540,neuron,Ventral Excitatory Neuron 1
CL:0000540,neuron,Ventral Excitatory Neuron 2
CL:0000540,neuron,Ventral Excitatory Neuron 3
CL:0000540,neuron,Ventral Excitatory Neuron 1
CL:0000540,neuron,Ventral Inhibitory Neuron 1
CL:0000540,neuron,Ventral Inhibitory Neuron 2
CL:0000540,neuron,Ventral Inhibitory Neuron 3
CL:0000100,motor neuron,motor neuron
CL:0000128,Oligodendrocyte,Oligodendrocyte
CL:0000127,Astrocyte,Astrocyte
CL:0000129,microglial cell,Microglia
CL:0000115,Endothelial Cell,Endothelial Cell
CL:0000540,neuron,Medial Excitatory Neuron 1
CL:0000540,neuron,Medial Excitatory Neuron 2
CL:0000540,neuron,Medial Excitatory Neuron 3
CL:0000540,neuron,Medial Excitatory Neuron 4
CL:0000540,neuron,Medial Inhibitory Neuron 1
CL:0000128,Oligodendrocyte,Oligodendrocyte
CL:0000127,Astrocyte,Astrocyte
CL:0000129,microglial cell,Microglia
CL:0000115,Endothelial Cell,Endothelial Cell
CL:2000053,splenic endothelial cell,Splenic endothelial cell
,,Catecholaminergic Neuron
,,Catecholaminergic Neuron
CL:2000053,splenic endothelial cell,Splenic endothelial cell
CL:0000788,naive B Cell,Naive B Cell
CL:0000787,memory B cell,Memory-Like B Cell
CL:0000972,class switched memory B cell,Switched B Cell
,,Adventitial Stromal Cell
CL:0000499,stromal cell,Splenic Stromal Cell (non-FRC/non-FDC)
CL:0000192,smooth muscle cell,Splenic Smooth Muscle Cell
CL:2000053,splenic endothelial cell,Splenic endothelial cell
CL:2000053,splenic endothelial cell,Splenic endothelial cell
CL:0000669,pericyte,Splenic Pericyte
,,Splenic Stromal Sheath Cell
CL:0000874,splenic red pulp macrophage,Macrophage
CL:0000788,naive B Cell,Naive B Cell
CL:0000787,memory B cell,Memory-Like B Cell
CL:0000972,class switched memory B cell,Switched B Cell
