organ,id,rdfs_label,name
brain,,MGE_239 MGE interneuron Neuron of cerebral cortex,MGE_239
brain,,MGE_240 MGE interneuron Neuron of cerebral cortex,MGE_240
brain,,MGE_241 MGE interneuron Neuron of cerebral cortex,MGE_241
brain,,MGE_242 MGE interneuron Neuron of cerebral cortex,MGE_242
brain,,MGE_243 MGE interneuron Neuron of cerebral cortex,MGE_243
brain,,MGE_244 MGE interneuron Neuron of gray matter of forebrain,MGE_244
brain,,MGE_245 MGE interneuron Neuron of gray matter of forebrain,MGE_245
brain,,MGE_246 MGE interneuron Neuron of gray matter of forebrain,MGE_246
brain,,MGE_247 MGE interneuron Neuron of hippocampal gyrus (formation),MGE_247
brain,,MGE_248 MGE interneuron Neuron of cerebral cortex,MGE_248
brain,,MGE_249 MGE interneuron Neuron of gray matter of forebrain,MGE_249
brain,,MGE_250 MGE interneuron Neuron of cerebral cortex,MGE_250
brain,,MGE_251 MGE interneuron Neuron of cerebral cortex,MGE_251
brain,,MGE_252 MGE interneuron Neuron of cerebral cortex,MGE_252
brain,,MGE_253 MGE interneuron Neuron of gray matter of forebrain,MGE_253
brain,,MGE_254 MGE interneuron Neuron of cerebral cortex,MGE_254
brain,,MGE_255 MGE interneuron Neuron of gray matter of forebrain,MGE_255
brain,,MGE_256 MGE interneuron Neuron of cerebral cortex,MGE_256
brain,,MGE_257 MGE interneuron Neuron of cerebral cortex,MGE_257
brain,,MGE_258 MGE interneuron Neuron of gray matter of forebrain,MGE_258
brain,,MGE_259 MGE interneuron Neuron of gray matter of forebrain,MGE_259
brain,,MGE_260 MGE interneuron Neuron of gray matter of forebrain,MGE_260
brain,,MGE_261 MGE interneuron Neuron of cerebral cortex,MGE_261
brain,,MGE_262 MGE interneuron Neuron of cerebral cortex,MGE_262
brain,,MGE_263 MGE interneuron Neuron of cerebral cortex,MGE_263
brain,CL:0000402,CNS interneuron,CNS interneuron
brain,,LLC_264 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_264
brain,,LLC_265 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_265
brain,,LLC_266 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_266
brain,,LLC_267 LAMP5-LHX6 and Chandelier Neuron of cerebral cortex,LLC_267
brain,,LLC_268 LAMP5-LHX6 and Chandelier Neuron of hippocampal gyrus (formation),LLC_268
brain,,LLC_269 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_269
brain,,LLC_270 LAMP5-LHX6 and Chandelier Neuron of cerebral cortex,LLC_270
brain,,LLC_271 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_271
brain,,LLC_272 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_272
brain,,LLC_273 LAMP5-LHX6 and Chandelier Neuron of brain,LLC_273
brain,,LLC_274 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_274
brain,,LLC_275 LAMP5-LHX6 and Chandelier Neuron of gray matter of forebrain,LLC_275
brain,CL:4023064,caudal ganglionic eminence derived interneuron,CGE interneuron
brain,,CGE_276 CGE interneuron Neuron of gray matter of forebrain,CGE_276
brain,,CGE_277 CGE interneuron Neuron of gray matter of forebrain,CGE_277
brain,,CGE_278 CGE interneuron Neuron of gray matter of forebrain,CGE_278
brain,,CGE_279 CGE interneuron Neuron of gray matter of forebrain,CGE_279
brain,,CGE_280 CGE interneuron Neuron of gray matter of forebrain,CGE_280
brain,,CGE_281 CGE interneuron Neuron of gray matter of forebrain,CGE_281
brain,,CGE_282 CGE interneuron Neuron of cerebral cortex,CGE_282
brain,,CGE_283 CGE interneuron Neuron of cerebral cortex,CGE_283
brain,,CGE_284 CGE interneuron Neuron of gray matter of forebrain,CGE_284
brain,,CGE_285 CGE interneuron Neuron of gray matter of forebrain,CGE_285
brain,,CGE_286 CGE interneuron Neuron of gray matter of forebrain,CGE_286
brain,,CGE_287 CGE interneuron Neuron of brain,CGE_287
brain,,CGE_288 CGE interneuron Neuron of gray matter of forebrain,CGE_288
brain,,CGE_289 CGE interneuron Neuron of gray matter of forebrain,CGE_289
brain,,CGE_290 CGE interneuron Neuron of cerebral cortex,CGE_290
brain,,CGE_291 CGE interneuron Neuron of gray matter of forebrain,CGE_291
brain,,CGE_292 CGE interneuron Neuron of cerebral cortex,CGE_292
brain,,CGE_293 CGE interneuron Neuron of gray matter of forebrain,CGE_293
brain,,CGE_294 CGE interneuron Neuron of brain,CGE_294
brain,,CGE_295 CGE interneuron Neuron of gray matter of forebrain,CGE_295
brain,,CGE_296 CGE interneuron Neuron of gray matter of forebrain,CGE_296
brain,,,upper rhombic lip neuron
brain,,URL_297 Upper rhombic lip Neuron of midbrain,URL_297
brain,CL:4023057,cerebellar inhibitory GABAergic interneuron,cerebellar inhibitory
brain,,CBI_298 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_298
brain,,CBI_299 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_299
brain,,CBI_300 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_300
brain,,CBI_301 Cerebellar inhibitory Neuron of pons,CBI_301
brain,,CBI_302 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_302
brain,,CBI_303 Cerebellar inhibitory Neuron of cerebellum,CBI_303
brain,,CBI_304 Cerebellar inhibitory Neuron of cerebellum,CBI_304
brain,,CBI_305 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_305
brain,,CBI_306 Cerebellar inhibitory Neuron of cerebellum,CBI_306
brain,,CBI_307 Cerebellar inhibitory Neuron of gray matter of hindbrain,CBI_307
brain,,URL_308 Upper rhombic lip Neuron of gray matter of hindbrain,URL_308
brain,,URL_309 Upper rhombic lip Neuron of gray matter of hindbrain,URL_309
brain,,URL_310 Upper rhombic lip Neuron of gray matter of hindbrain,URL_310
brain,,URL_311 Upper rhombic lip Neuron of gray matter of hindbrain,URL_311
brain,,URL_312 Upper rhombic lip Neuron of gray matter of hindbrain,URL_312
brain,,Splat_313 Splatter Neuron of brain,Splat_313
brain,,Misc_314 Miscellaneous Neuron of gray matter of hindbrain,Misc_314
brain,,,lower rhombic lip neuron
brain,,LRL_315 Lower rhombic lip Neuron of pons,LRL_315
brain,,LRL_316 Lower rhombic lip Neuron of gray matter of hindbrain,LRL_316
brain,,LRL_317 Lower rhombic lip Neuron of pons,LRL_317
brain,,LRL_318 Lower rhombic lip Neuron of pons,LRL_318
brain,,LRL_319 Lower rhombic lip Neuron of pons,LRL_319
brain,,LRL_320 Lower rhombic lip Neuron of pons,LRL_320
brain,,LRL_321 Lower rhombic lip Neuron of pons,LRL_321
brain,,LRL_322 Lower rhombic lip Neuron of gray matter of hindbrain,LRL_322
brain,CL:4023074,mammillary body neuron,mammillary body neuron
brain,,Mmb_323 Mammillary body Neuron of hypothalamus,Mmb_323
brain,,Mmb_324 Mammillary body Neuron of hypothalamus,Mmb_324
brain,,Mmb_325 Mammillary body Neuron of hypothalamus,Mmb_325
brain,,Mmb_326 Mammillary body Neuron of hypothalamus,Mmb_326
brain,,Mmb_327 Mammillary body Neuron of hypothalamus,Mmb_327
brain,,Mmb_328 Mammillary body Neuron of hypothalamus,Mmb_328
brain,,Mmb_329 Mammillary body Neuron of hypothalamus,Mmb_329
brain,,Mmb_330 Mammillary body Neuron of hypothalamus,Mmb_330
brain,,Mmb_331 Mammillary body Neuron of hypothalamus,Mmb_331
brain,,Mmb_332 Mammillary body Neuron of hypothalamus,Mmb_332
brain,,Mmb_333 Mammillary body Neuron of hypothalamus,Mmb_333
brain,,Splat_334 Splatter Neuron of thalamus,Splat_334
brain,,Splat_335 Splatter Neuron of gray matter of hindbrain,Splat_335
brain,,Splat_336 Splatter Neuron of midbrain,Splat_336
brain,,Splat_337 Splatter Neuron of brain,Splat_337
brain,,Splat_338 Splatter Neuron of medulla oblongata,Splat_338
brain,,Splat_339 Splatter Neuron of pons,Splat_339
brain,,Splat_340 Splatter Neuron of brain,Splat_340
brain,,Splat_341 Splatter Neuron of pons,Splat_341
brain,,Splat_342 Splatter Neuron of cerebellum,Splat_342
brain,,Splat_343 Splatter Neuron of medulla oblongata,Splat_343
brain,,Splat_344 Splatter Neuron of gray matter of hindbrain,Splat_344
brain,,Splat_345 Splatter Neuron of brain,Splat_345
brain,,Splat_346 Splatter Neuron of medulla oblongata,Splat_346
brain,,Splat_347 Splatter Neuron of medulla oblongata,Splat_347
brain,,Splat_348 Splatter Neuron of medulla oblongata,Splat_348
brain,,Splat_349 Splatter Neuron of medulla oblongata,Splat_349
brain,,Splat_350 Splatter Neuron of medulla oblongata,Splat_350
brain,,Splat_351 Splatter Neuron of brain,Splat_351
brain,,Splat_352 Splatter Neuron of midbrain,Splat_352
brain,,Splat_353 Splatter Neuron of thalamus,Splat_353
brain,,Splat_354 Splatter Neuron of brain,Splat_354
brain,,Splat_355 Splatter Neuron of brain,Splat_355
brain,,Splat_356 Splatter Neuron of brain,Splat_356
brain,,Splat_357 Splatter Neuron of midbrain,Splat_357
brain,,Splat_358 Splatter Neuron of midbrain,Splat_358
brain,,Splat_359 Splatter Neuron of midbrain,Splat_359
brain,,Splat_360 Splatter Neuron of midbrain,Splat_360
brain,,Splat_361 Splatter Neuron of brain,Splat_361
brain,,Splat_362 Splatter Neuron of brain,Splat_362
brain,,Splat_363 Splatter Neuron of gray matter of forebrain,Splat_363
brain,,Splat_364 Splatter Neuron of midbrain,Splat_364
brain,,Splat_365 Splatter Neuron of brain,Splat_365
brain,,Splat_366 Splatter Neuron of brain,Splat_366
brain,,Splat_367 Splatter Neuron of midbrain,Splat_367
brain,,Splat_368 Splatter Neuron of brain,Splat_368
brain,,Splat_369 Splatter Neuron of midbrain,Splat_369
brain,,Splat_370 Splatter Neuron of midbrain,Splat_370
brain,,Splat_371 Splatter Neuron of midbrain,Splat_371
brain,CL:4023068,thalamic excitatory neuron,thalamic excitatory neuron
brain,,Thex_372 Thalamic excitatory Neuron of brain,Thex_372
brain,,Splat_373 Splatter Neuron of brain,Splat_373
brain,,Splat_374 Splatter Neuron of brain,Splat_374
brain,,Splat_375 Splatter Neuron of thalamus,Splat_375
brain,,Splat_376 Splatter Neuron of brain,Splat_376
brain,,Splat_377 Splatter Neuron of gray matter of forebrain,Splat_377
brain,,Splat_378 Splatter Neuron of brain,Splat_378
brain,,Splat_379 Splatter Neuron of pons,Splat_379
brain,,Splat_380 Splatter Neuron of gray matter of hindbrain,Splat_380
brain,,Splat_381 Splatter Neuron of brain,Splat_381
brain,,Splat_382 Splatter Neuron of brain,Splat_382
brain,,Splat_383 Splatter Neuron of brain,Splat_383
brain,,Splat_384 Splatter Neuron of brain,Splat_384
brain,,Splat_385 Splatter Neuron of hypothalamus,Splat_385
brain,,Splat_386 Splatter Neuron of medulla oblongata,Splat_386
brain,,Splat_387 Splatter Neuron of brain,Splat_387
brain,,Splat_388 Splatter Neuron of pons,Splat_388
brain,,Splat_389 Splatter Neuron of brain,Splat_389
brain,,Splat_390 Splatter Neuron of brain,Splat_390
brain,,Splat_391 Splatter Neuron of hypothalamus,Splat_391
brain,,Splat_392 Splatter Neuron of gray matter of forebrain,Splat_392
brain,,Splat_393 Splatter Neuron of brain,Splat_393
brain,,Splat_394 Splatter Neuron of pons,Splat_394
brain,,Splat_395 Splatter Neuron of midbrain,Splat_395
brain,,Splat_396 Splatter Neuron of brain,Splat_396
brain,,Splat_397 Splatter Neuron of brain,Splat_397
brain,,Splat_398 Splatter Neuron of gray matter of hindbrain,Splat_398
brain,,Splat_399 Splatter Neuron of medulla oblongata,Splat_399
brain,,Splat_400 Splatter Neuron of gray matter of forebrain,Splat_400
brain,,Misc_401 Miscellaneous Neuron of gray matter of forebrain,Misc_401
brain,,Splat_402 Splatter Neuron of brain,Splat_402
brain,,Splat_403 Splatter Neuron of brain,Splat_403
brain,,Misc_404 Miscellaneous Neuron of cerebral cortex,Misc_404
brain,,Amex_405 Amygdala excitatory Neuron of gray matter of forebrain,Amex_405
brain,,Amex_406 Amygdala excitatory Neuron of gray matter of forebrain,Amex_406
brain,,Amex_407 Amygdala excitatory Neuron of gray matter of forebrain,Amex_407
brain,,Amex_408 Amygdala excitatory Neuron of gray matter of forebrain,Amex_408
brain,,Splat_409 Splatter Neuron of gray matter of forebrain,Splat_409
brain,,Splat_410 Splatter Neuron of gray matter of forebrain,Splat_410
brain,,Splat_411 Splatter Neuron of hypothalamus,Splat_411
brain,,Splat_412 Splatter Neuron of hypothalamus,Splat_412
brain,,Splat_413 Splatter Neuron of hypothalamus,Splat_413
brain,,Splat_414 Splatter Neuron of hypothalamus,Splat_414
brain,,Splat_415 Splatter Neuron of brain,Splat_415
brain,,Splat_416 Splatter Neuron of gray matter of forebrain,Splat_416
brain,,Splat_417 Splatter Neuron of hypothalamus,Splat_417
brain,,Splat_418 Splatter Neuron of hypothalamus,Splat_418
brain,CL:4023039,amygdala excitatory neuron,Amygdala excitatory neuron
brain,,Amex_419 Amygdala excitatory Neuron of gray matter of forebrain,Amex_419
brain,,Splat_420 Splatter Neuron of gray matter of forebrain,Splat_420
brain,,Splat_421 Splatter Neuron of gray matter of forebrain,Splat_421
brain,,Splat_422 Splatter Neuron of brain,Splat_422
brain,,Splat_423 Splatter Neuron of brain,Splat_423
brain,,Splat_424 Splatter Neuron of gray matter of forebrain,Splat_424
brain,,Splat_425 Splatter Neuron of gray matter of forebrain,Splat_425
brain,,EMSN_426 Eccentric medium spiny neuron Neuron of gray matter of forebrain,EMSN_426
brain,,MSN_427 Medium spiny neuron Neuron of brain,MSN_427
brain,,Splat_428 Splatter Neuron of brain,Splat_428
brain,,Splat_429 Splatter Neuron of gray matter of forebrain,Splat_429
brain,,MSN_430 Medium spiny neuron Neuron of gray matter of forebrain,MSN_430
brain,,Splat_431 Splatter Neuron of hypothalamus,Splat_431
brain,,Splat_432 Splatter Neuron of brain,Splat_432
brain,CL:4023079,midbrain-derived inhibitory neuron,midbrain-derived inhibitory neuron
brain,,Midi_433 Midbrain-derived inhibitory Neuron of brain,Midi_433
brain,,Midi_434 Midbrain-derived inhibitory Neuron of brain,Midi_434
brain,,Midi_435 Midbrain-derived inhibitory Neuron of brain,Midi_435
brain,,Midi_436 Midbrain-derived inhibitory Neuron of brain,Midi_436
brain,,Midi_437 Midbrain-derived inhibitory Neuron of brain,Midi_437
brain,,Midi_438 Midbrain-derived inhibitory Neuron of brain,Midi_438
brain,,Midi_439 Midbrain-derived inhibitory Neuron of brain,Midi_439
brain,,Midi_440 Midbrain-derived inhibitory Neuron of brain,Midi_440
brain,,Midi_441 Midbrain-derived inhibitory Neuron of brain,Midi_441
brain,,Midi_442 Midbrain-derived inhibitory Neuron of thalamus,Midi_442
brain,,Midi_443 Midbrain-derived inhibitory Neuron of thalamus,Midi_443
brain,,Midi_444 Midbrain-derived inhibitory Neuron of brain,Midi_444
brain,,Thex_445 Thalamic excitatory Neuron of thalamus,Thex_445
brain,,Thex_446 Thalamic excitatory Neuron of thalamus,Thex_446
brain,,Thex_447 Thalamic excitatory Neuron of thalamus,Thex_447
brain,,Thex_448 Thalamic excitatory Neuron of thalamus,Thex_448
brain,,Thex_449 Thalamic excitatory Neuron of thalamus,Thex_449
brain,,Thex_450 Thalamic excitatory Neuron of thalamus,Thex_450
brain,,Thex_451 Thalamic excitatory Neuron of thalamus,Thex_451
brain,,Thex_452 Thalamic excitatory Neuron of thalamus,Thex_452
brain,,Thex_453 Thalamic excitatory Neuron of brain,Thex_453
brain,,Thex_454 Thalamic excitatory Neuron of thalamus,Thex_454
brain,,Thex_455 Thalamic excitatory Neuron of thalamus,Thex_455
brain,,Thex_456 Thalamic excitatory Neuron of thalamus,Thex_456
brain,,Thex_457 Thalamic excitatory Neuron of thalamus,Thex_457
brain,,Thex_458 Thalamic excitatory Neuron of thalamus,Thex_458
brain,,Thex_459 Thalamic excitatory Neuron of gray matter of forebrain,Thex_459
brain,,Thex_460 Thalamic excitatory Neuron of thalamus,Thex_460
brain,PCL:0015001,Inh L1 LAMP5 PVRL2 primary motor cortex GABAergic interneuron (Hsap),Inh L1 LAMP5 PVRL2
brain,PCL:0015002,Inh L1 LAMP5 RAB11FIP1 primary motor cortex GABAergic interneuron (Hsap),Inh L1 LAMP5 RAB11FIP1
brain,PCL:0015003,Inh L1-6 LAMP5 AARD primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 LAMP5 AARD
brain,PCL:0015004,Inh L1-6 LAMP5 NES primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 LAMP5 NES
brain,PCL:0015005,Inh L1-6 LAMP5 CA1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 LAMP5 CA1
brain,PCL:0015006,Inh L5-6 LAMP5 CRABP1 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 LAMP5 CRABP1
brain,PCL:0015007,Inh L3-6 PAX6 LINC01497 primary motor cortex GABAergic interneuron (Hsap),Inh L3-6 PAX6 LINC01497
brain,PCL:0015008,Inh L1 PAX6 MIR101-1 primary motor cortex GABAergic interneuron (Hsap),Inh L1 PAX6 MIR101-1
brain,PCL:0015014,Inh L1 LAMP5 BMP2 primary motor cortex GABAergic interneuron (Hsap),Inh L1 LAMP5 BMP2
brain,PCL:0015015,Inh L1 LAMP5 NMBR primary motor cortex GABAergic interneuron (Hsap),Inh L1 LAMP5 NMBR
brain,PCL:0015009,Inh L1 PAX6 CHRFAM7A primary motor cortex GABAergic interneuron (Hsap),Inh L1 PAX6 CHRFAM7A
brain,PCL:0015010,Inh L1-6 VIP SLC7A6OS primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 VIP SLC7A6OS
brain,PCL:0015011,Inh L2 PAX6 FREM2 primary motor cortex GABAergic interneuron (Hsap),Inh L2 PAX6 FREM2
brain,PCL:0015012,Inh L1-2 VIP HTR3A primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP HTR3A
brain,PCL:0015013,Inh L1-2 VIP WNT4 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP WNT4
brain,PCL:0015016,Inh L1 PVALB-like SST ASIC4 primary motor cortex GABAergic interneuron (Hsap),Inh L1 PVALB SST ASIC4
brain,PCL:0015017,Inh L1 SST P4HA3 primary motor cortex GABAergic interneuron (Hsap),Inh L1 SST P4HA3
brain,PCL:0015018,Inh L1 SST DEFB108B primary motor cortex GABAergic interneuron (Hsap),Inh L1 SST DEFB108B
brain,PCL:0015019,Inh L1-3 VIP CBLN1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP CBLN1
brain,PCL:0015020,Inh L1-2 VIP EXPH5 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP EXPH5
brain,PCL:0015021,Inh L1-3 VIP HSPB6 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP HSPB6
brain,PCL:0015022,Inh L1-2 VIP PTGER3 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP PTGER3
brain,PCL:0015023,Inh L1-2 VIP SCML4 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 VIP SCML4
brain,PCL:0015024,Inh L1-3 VIP FNDC1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP FNDC1
brain,PCL:0015025,Inh L1-3 VIP CHRNA2 primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 VIP CHRNA2
brain,PCL:0015026,Inh L2 VIP SLC6A16 primary motor cortex GABAergic interneuron (Hsap),Inh L2 VIP SLC6A16
brain,PCL:0015027,Inh L1 VIP KLHDC8B primary motor cortex GABAergic interneuron (Hsap),Inh L1 VIP KLHDC8B
brain,PCL:0015028,Inh L3-5 VIP IGDCC3 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 VIP IGDCC3
brain,PCL:0015029,Inh L1-5 VIP SMOC1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-5 VIP SMOC1
brain,PCL:0015030,Inh L3-5 VIP HS3ST3A1 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 VIP HS3ST3A1
brain,PCL:0015031,Inh L5-6 VIP COL4A3 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 VIP COL4A3
brain,PCL:0015032,Inh L1-5 VIP CD27-AS1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-5 VIP CD27-AS1
brain,PCL:0015033,Inh L2-5 VIP BSPRY primary motor cortex GABAergic interneuron (Hsap),Inh L2-5 VIP BSPRY
brain,PCL:0015034,Inh L2-5 VIP SOX11 primary motor cortex GABAergic interneuron (Hsap),Inh L2-5 VIP SOX11
brain,PCL:0015035,Inh L3-6 VIP ZIM2-AS1 primary motor cortex GABAergic interneuron (Hsap),Inh L3-6 VIP ZIM2-AS1
brain,PCL:0015036,Inh L1-5 VIP PHLDB3 primary motor cortex GABAergic interneuron (Hsap),Inh L1-5 VIP PHLDB3
brain,PCL:0015037,Inh L1-5 VIP LINC01013 primary motor cortex GABAergic interneuron (Hsap),Inh L1-5 VIP LINC01013
brain,PCL:0015038,Inh L3-6 VIP UG0898H09 primary motor cortex GABAergic interneuron (Hsap),Inh L3-6 VIP UG0898H09
brain,PCL:0015039,Inh L3-5 VIP TAC3 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 VIP TAC3
brain,PCL:0015040,Inh L1-6 SST NPY primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 SST NPY (Sst Chodl)
brain,PCL:0015041,Inh L3-5 SST CDH3 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 SST CDH3
brain,PCL:0015042,Inh L5 SST RPL35AP11 primary motor cortex GABAergic interneuron (Hsap),Inh L5 SST RPL35AP11
brain,PCL:0015043,Inh L5-6 SST ISX primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST ISX
brain,PCL:0015044,Inh L5-6 PVALB SST CRHR2 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB SST CRHR2
brain,PCL:0015045,Inh L3-5 SST OR5AH1P primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 SST OR5AH1P
brain,PCL:0015046,Inh L3-5 SST GGTLC3 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 SST GGTLC3
brain,PCL:0015047,Inh L2-3 SST NMU primary motor cortex GABAergic interneuron (Hsap),Inh L2-3 SST NMU
brain,PCL:0015048,Inh L5-6 SST PAWR primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST PAWR
brain,PCL:0015049,Inh L5-6 SST PIK3CD primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST PIK3CD
brain,PCL:0015050,Inh L1-2 SST CCNJL primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 SST CCNJL
brain,PCL:0015051,Inh L1-3 SST FAM20A primary motor cortex GABAergic interneuron (Hsap),Inh L1-3 SST FAM20A
brain,PCL:0015052,Inh L1-2 SST PRRT4 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 SST PRRT4
brain,PCL:0015053,Inh L5-6 SST BEAN1 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST BEAN1
brain,PCL:0015054,Inh L5-6 SST DNAJC14 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST DNAJC14
brain,PCL:0015055,Inh L5-6 SST C4orf26 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST C4orf26
brain,PCL:0015056,Inh L5-6 SST FBN2 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST FBN2
brain,PCL:0015057,Inh L5-6 SST KLHL1 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 SST KLHL1
brain,PCL:0015058,Inh L6 SST TH primary motor cortex GABAergic interneuron (Hsap),Inh L6 SST TH
brain,PCL:0015059,Inh L5-6 PVALB KCNIP2 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB KCNIP2
brain,PCL:0015060,Inh L5-6 PVALB ZFPM2-AS1 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB ZFPM2-AS1
brain,PCL:0015061,Inh L3-5 PVALB ISG20 primary motor cortex GABAergic interneuron (Hsap),Inh L3-5 PVALB ISG20
brain,PCL:0015062,Inh L5 PVALB LRIG3 primary motor cortex GABAergic interneuron (Hsap),Inh L5 PVALB LRIG3
brain,PCL:0015063,Inh L2-5 PVALB HHIPL1 primary motor cortex GABAergic interneuron (Hsap),Inh L2-5 PVALB HHIPL1
brain,PCL:0015064,Inh L2-5 PVALB RPH3AL primary motor cortex GABAergic interneuron (Hsap),Inh L2-5 PVALB RPH3AL
brain,PCL:0015065,Inh L3 PVALB SAMD13 primary motor cortex GABAergic interneuron (Hsap),Inh L3 PVALB SAMD13
brain,PCL:0015066,Inh L1-2 PVALB CDK20 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 PVALB CDK20
brain,PCL:0015067,Inh L2 PVALB FRZB primary motor cortex GABAergic interneuron (Hsap),Inh L2 PVALB FRZB
brain,PCL:0015068,Inh L1-2 SST CLIC6 primary motor cortex GABAergic interneuron (Hsap),Inh L1-2 SST CLIC6
brain,PCL:0015069,Inh L5-6 PVALB GAPDHP60 primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB GAPDHP60
brain,PCL:0015070,Inh L5-6 PVALB FAM150B primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB FAM150B
brain,PCL:0015071,Inh L5-6 PVALB MEPE primary motor cortex GABAergic interneuron (Hsap),Inh L5-6 PVALB MEPE
brain,PCL:0015072,Inh L1-6 PVALB COL15A1 primary motor cortex GABAergic interneuron (Hsap),Inh L1-6 PVALB COL15A1 (Chandelier)
brain,PCL:0015073,Exc L2 LAMP5 KCNG3 primary motor cortex glutamatergic neuron (Hsap),Exc L2 LAMP5 KCNG3
brain,PCL:0015074,Exc L2 LINC00507 ATP7B primary motor cortex glutamatergic neuron (Hsap),Exc L2 LINC00507 ATP7B
brain,PCL:0015075,Exc L2 LINC00507 GLRA3 primary motor cortex glutamatergic neuron (Hsap),Exc L2 LINC00507 GLRA3
brain,PCL:0015076,Exc L2-3 RORB RTKN2 primary motor cortex glutamatergic neuron (Hsap),Exc L2-3 RORB RTKN2
brain,PCL:0015077,Exc L2-3 LINC00507 DSG3 primary motor cortex glutamatergic neuron (Hsap),Exc L2-3 LINC00507 DSG3
brain,PCL:0015078,Exc L3 LAMP5 CARM1P1 primary motor cortex glutamatergic neuron (Hsap),Exc L3 LAMP5 CARM1P1
brain,PCL:0015080,Exc L2-3 RORB CCDC68 primary motor cortex glutamatergic neuron (Hsap),Exc L2-3 RORB CCDC68
brain,PCL:0015081,Exc L2-3 RORB PTPN3 primary motor cortex glutamatergic neuron (Hsap),Exc L2-3 RORB PTPN3
brain,PCL:0015082,Exc L3 THEMIS ENPEP primary motor cortex glutamatergic neuron (Hsap),Exc L3 THEMIS ENPEP
brain,PCL:0015083,Exc L3-5 RORB TNNT2 primary motor cortex glutamatergic neuron (Hsap),Exc L3-5 RORB TNNT2
brain,PCL:0015084,Exc L3-5 RORB LAMA4 primary motor cortex glutamatergic neuron (Hsap),Exc L3-5 RORB LAMA4
brain,PCL:0015085,Exc L5 THEMIS VILL primary motor cortex glutamatergic neuron (Hsap),Exc L5 THEMIS VILL
brain,PCL:0015086,Exc L3 RORB OTOGL primary motor cortex glutamatergic neuron (Hsap),Exc L3 RORB OTOGL
brain,PCL:0015087,Exc L3-5 RORB LINC01202 primary motor cortex glutamatergic neuron (Hsap),Exc L3-5 RORB LINC01202
brain,PCL:0015088,Exc L5 THEMIS SLC22A18 primary motor cortex glutamatergic neuron (Hsap),Exc L5 THEMIS SLC22A18
brain,PCL:0015089,Exc L5-6 THEMIS TNFAIP6 primary motor cortex glutamatergic neuron (Hsap),Exc L5-6 THEMIS TNFAIP6
