keyword,processed
deep branch of transverse cervical artery,0
intercondylar notch of femur,0
VIP,0
surface intraepithelial CD8+ lymphocyte gamma/delta,0
interlobar renal vein,0
radial lymphatic channel,0
Mesangial Cell,0
facial artery,0
DKK2,0
PSAT1,0
nasalis muscle,0
LYVE-1,0
Exc L2 LINC00507 ATP7B,0
communicating branch of external laryngeal nerve with superior cardiac nerve,0
radial notch of ulna,0
NK,0
Tidemark,0
L5ET_113,0
nerve to gracilis,0
PNAd,0
Inh L2 VIP SLC6A16,0
Collecting Duct (Cortex),0
SLC6A13,0
SCG2,0
gastric branch of vagus nerve,0
oviduct epithelium,0
lymphatic,0
MT1E,0
DLIT_146,0
sinusoidal cells,0
straight head of rectus femoris muscle,0
vertebral arch of sixth cervical vertebra,0
branch of external acoustic meatus nerve to tympanic membrane,0
hemorrhagic anovulatory follicle,0
middle temporal gyrus,0
transverse process of second cervical vertebra,0
bronchial submucosal gland ciliated duct,0
CD5,0
head of ninth rib,0
SLC17A6,0
common facial vein,0
Macula Densa,0
Collecting Duct Intercalated Cell Type A,0
semispinalis capitis muscle,0
ADAMTS12,0
intervertebral vein #3,0
CLEC10A+,0
Splat_353,0
Exc L5-6 FEZF2 LPO,0
hippocampal astrocyte,0
communicating branch to posterior labial nerve,0
ciliary muscle,0
Inh L1-6 LAMP5 AARD,0
external pudendal vein,0
DC-SIGN,0
ULIT_122,0
CD40LG,0
CCL12,0
anterior auricular branch of superficial temporal artery,0
COL5A3,0
anterior inferior segmental branch of right hepatic artery,0
submental vein,0
sublingual nerve,0
fossa for lacrimal sac of lacrimal bone,0
superior articular process of fifth lumbar vertebra,0
anterior segmental artery of right lung,0
FLT3,0
medial dorsal digital branch of radial nerve to middle finger,0
Red Pulp-White Pulp Border,0
dorsal digital nerve of big toe,0
CD35,0
nerve to zygomaticus minor,0
vertebral foramen of sixth thoracic vertebra,0
branch of lower deep buccal branch of facial nerve to orbicularis oris,0
stem villous vessel,0
pedicle of first cervical vertebra,0
EOMES,0
CAPN8,0
foot bone,0
non-articular facet of tubercle of second rib,0
eosinophil,0
Lateral Condyle,0
palmaris brevis muscle,0
MSC-AS1,0
uroguanylin,0
transverse part of nasalis muscle,0
rectus capitus anterior muscle,0
mesenchyme of ovary,0
lumbar spinal cord ventral commissure,0
descending thin limb of loop of Henle 3,0
serosa of Fallopian tube intramural segment,0
MSN_216,0
basal cell of epithelium of respiratory bronchiole,0
spinous process of fourth thoracic vertebra,0
AQP3,0
RP11-622O11.6,0
Integrin a3,0
Dendritic cell (DC1),0
digastric muscle,0
inferior vertebral notch of sixth cervical vertebra,0
PTPRC,0
tenia coli,0
RSPO3,0
trachealis,0
medial segmental branch of left hepatic portal vein,0
DLIT_152,0
vertebral body of second cervical vertebra,0
LINC01320,0
T reg,0
superior articular process of fourth thoracic vertebra,0
SIM1,0
hippocampal dentate gyrus neuron,0
branch of auriculotemporal nerve to external acoustic meatus,0
MARCHF11,0
Calretinin,0
fibroblast of pulmonary artery,0
superior articular process of eighth thoracic vertebra,0
middle nasal concha of ethmoid bone,0
GLP1R,0
posterior horn of lateral ventricle,0
IGFBP5,0
Thymosin beta-4,0
nerve to superior belly of omohyoid,0
LINC01117,0
HIGD1B,0
mammillary region,0
DLCT6b_110,0
nephron,0
CD8+ T Cell,0
Cytotoxic Memory T Cell,0
thoracic vertebra,0
dorsal carpal arch,0
anterior nuclear complex,0
sacral subsegment of spinal cord,0
cardiomyocyte,0
right bronchial vein,0
infundibulum of Fallopian tube,0
FUT4,0
inferior articular facet of first lumbar vertebra,0
palmar interosseous muscle,0
MAL,0
auricular branch of posterior auricular artery,0
external anal sphincter muscle,0
suprascapular artery,0
septal nuclei,0
wall of Fallopian tube intramural segment,0
uncus of parahippocampal gyrus,0
SLC34A1,0
base of second proximal phalanx of hand,0
greater palatine canal of maxilla,0
LLC_267,0
deep femoral artery,0
left colic vein,0
branch of recurrent laryngeal nerve to muscle of larynx,0
middle phalanx of digit of foot 4,0
lobular bronchiole,0
Splat_336,0
left hepatic artery,0
inferior lingular segmental artery of left lung,0
branch of deep branch of ulnar nerve to fourth lumbrical of hand,0
Disse's space,0
hyoid region bone,0
Tail of pancreas,0
ELANE,0
inferior costal facet of ninth thoracic vertebra,0
medial palpebral artery,0
right bronchial artery,0
branch of auricular branch of vagus nerve to tympanic membrane,0
articular facet of tubercle of third rib,0
medial mammary branch of perforating branch of internal thoracic artery,0
NOTCH4,0
jugular foramen of basilar part of occipital bone,0
SPTA1,0
DLNP_85,0
right gastric vein,0
vertebral column,0
DLK1,0
deep fibular nerve,0
RP11-63G10.4,0
Laminin,0
anterior division of internal iliac artery,0
CARNS1,0
meningeal branch of seventh cervical nerve,0
CD52,0
septum,0
basal cell of epithelium of trachea,0
CTSS,0
submucosal plexus of Henle,0
peritoneal branch of diaphragmatic branch of phrenic nerve,0
posterior superior alveolar artery,0
NMBR,0
infraorbital artery,0
extensor carpi ulnaris muscle,0
second palmar metacarpal artery,0
greater trochanter of femur,0
occipitotemporal transition region,0
fourth lumbar spinal nerve,0
head of tenth rib,0
Myofibroblasts,0
medial inferior ovary,0
LOC105373454,0
mucosa,0
FSTL5,0
COL3A1,0
extensor digitorum longus muscle,0
DCDC2C,0
SFTA2,0
skeletal muscle cell,0
medial dorsal digital artery of fourth digit of hand,0
posterior tympanic artery,0
sacral canal of sacrum,0
KLF6+,0
AC114765.1,0
Proximal Tubule,0
Splat_428,0
C1orf162,0
CGE_282,0
scrotal branch of ilioinguinal nerve,0
pterygopalatine nerve,0
LINC00508,0
head of hippocampus,0
COL1A2,0
AC011288.2,0
branch of thoracodorsal nerve to latissimus dorsi (n),0
CCDC102B,0
Inh L1 LAMP5 BMP2,0
pectoralis major muscle,0
HLA-DR,0
LOC105376987,0
inferior articular facet of third cervical vertebra,0
calcaneal sulcus of calcaneus,0
m/z 769.5598,0
periductal capillary of interlobular duct of pancreas,0
S100Z,0
posterior lateral nasal branch of sphenopalatine artery,0
ULIT_126,0
smooth muscle,0
SERPINF1,0
DG_201,0
LINC01821,0
basal epithelial cell of tracheobronchial tree,0
central posterior fundus of uterus,0
KIZ-AS1,0
HPSE2,0
deltoid branch of thoracoacromial artery,0
nerve of Fallopian tube intramural segment,0
posterior muscular branch of radial nerve to medial head of triceps brachii,0
FAM160A1,0
tracheobronchial chondrocyte,0
MGE_260,0
UMOD,0
EBF1,0
head of third metacarpal bone,0
EDNRA,0
Outer muscle layer of Fallopian tube isthmus,0
obtuse marginal artery 1,0
intrinsic tongue muscle,0
cardiac endothelial cell,0
ZFHX3,0
CA13_189,0
LOC105371832,0
lateral proper plantar digital artery of second digit of foot,0
SLC14A1,0
CD45RO,0
DLNP_91,0
Splat_396,0
dorsal branch of lateral proper palmar digital artery of second digit of hand,0
CD123,0
interstitial,0
CBI_299,0
medial border of scapula,0
PDGFRA,0
ureter vasculature,0
orbital branch of maxillary nerve,0
RP11-221G19.1,0
superior articular facet of fourth lumbar vertebra,0
NK cell,0
vertebral foramen of ninth thoracic vertebra,0
oblique vein of the left atrium,0
tensor tympani muscle,0
quadrate tubercle of femur,0
Inh L1 LAMP5 RAB11FIP1,0
smoothelin,0
CA13_180,0
Residual Hypertrophic Chondrocytes,0
extensor hallucis brevis muscle,0
ZEB2,0
ninth thoracic spinal nerve,0
MSN_213,0
superior pancreaticoduodenal artery,0
lateral dorsal digital nerve of little toe,0
apocrine,0
RAG2,0
hamstring portion of adductor magnus muscle,0
median sacral crest of sacrum,0
muscular branch of lumbar nerve plexus to quadratus lumborum,0
AVP,0
TTR,0
PTPRT,0
right colic vein,0
Ascending Thin Limb Cell,0
T9 segment of thoracic spinal cord,0
DYNLRB2,0
Marrow elements,0
articular branch of obturator nerve,0
inferior articular facet of fourth thoracic vertebra,0
depressor anguli oris muscle,0
NK/T lymphocyte,0
Serine protease 1,0
theca cell layer,0
iliocostalis thoracis muscle,0
LOC101928278,0
pancreatic islet afferent arteriole,0
CTSV,0
intrinsic eye muscle,0
superficial cell of bladder urothelium,0
intermediate sacral crest of sacrum,0
Collagen I,0
optic radiation,0
external occipital protuberance of squamous part of occipital bone,0
Inh L1-2 VIP EXPH5,0
CD4,0
anterior deep temporal artery,0
Inh L3-6 VIP UG0898H09,0
masseteric artery,0
OPN1,0
renal glomerulus,0
mucosa of Fallopian tube intramural segment,0
Keratinocytes (Spinous),0
S1 sacral spinal cord segment,0
CRIP1,0
Periarteriolar Lymphoid Sheath (PALS),0
OR2B4P,0
upper branch of internal laryngeal nerve to laryngeal vestibule,0
pedicle of fifth lumbar vertebra,0
branch of medial pectoral nerve to sternocostal part of pectoralis major,0
parietal epithelial layer,0
occipital sinus,0
efferent lymphatic,0
central vein of liver,0
rib 1,0
Type II Collagen,0
spinous process of fifth cervical vertebra,0
first posterior perforating branch of plantar arch,0
subthalamic nucleus (subthalamus),0
UPK1B,0
Splat_350,0
branch of mandibular nerve to tensor veli palatini,0
Mmb_328,0
DBH,0
left posterior intercostal artery 3,0
URL_311,0
branch of median nerve to superficial head of flexor pollicis brevis,0
supraorbital notch or foramen of frontal bone,0
SPARCL1,0
spinalis cervicis muscle,0
pteryopharyngeal part of superior pharyngeal constrictor muscle,0
branch of posterior interosseous nerve to extensor carpi radialis brevis,0
SFN,0
KLHL1,0
ACTA1,0
NOS1,0
coronoid process of ulna,0
spinous process of eighth thoracic vertebra,0
CSF1,0
transverse arytenoid muscle,0
carotid canal of petrous part of temporal bone,0
angle of ninth rib,0
F11-AS1,0
nerve to antitragicus,0
posterior temporal artery,0
posterior compartment of arm muscle,0
intermediate dorsal cutaneous nerve,0
IgM,0
Per_23,0
plantar interosseous muscle,0
utriculo-ampullary nerve,0
MSN_212,0
fourth ventricle,0
periductal arteriole of interlobular duct of pancreas,0
superior vertebral notch of eleventh thoracic vertebra,0
GLI3,0
superior articular facet of seventh cervical vertebra,0
EMSN_226,0
lateral lip of linea aspera of femur,0
secondary capillary plexus of anterior pituitary gland,0
interlobular renal artery,0
B Cell Zone Reticular Cell,0
masseteric nerve proper,0
muscular branch of tibial nerve to semimembranosus,0
muscularis externa,0
Cocaine- and amphetamine-regulated transcript protein,0
helicine artery of penis,0
cervical vertebra 5,0
perichondrial fibroblast,0
LOC100507562,0
quiescent hepatic stellate cell,0
inferior vertebral notch of fifth lumbar vertebra,0
facet of twelfth rib,0
spinous process of fifth lumbar vertebra,0
CD8aa(I) thymocyte,0
stratum basalis,0
occipital pole,0
ascending palatine artery,0
MSN_209,0
CD127hi,0
branch of superficial branch of ulnar nervenerve to palmaris brevis,0
posterior deep temporal nerve,0
sternal body of sternum,0
TCRgamma/delta,0
base of third middle phalanx of foot,0
auricular surface of sacrum,0
FOXO1,0
RHCE,0
lamina of second lumbar vertebra,0
Mantle Zone,0
CTC-367F4.1,0
BCL6,0
Ulex+,0
superior hypophyseal artery,0
superior costal facet of fourth thoracic vertebra,0
right posterior intercostal artery 10,0
left testicular vein,0
epithalamus,0
superficial part of external anal sphincter muscle,0
right posterior intercostal vein 5,0
supreme intercostal vein,0
dorsal interosseous of hand muscle,0
pelvic girdle bone/zone,0
Patella,0
pyramidalis muscle,0
mesovarium,0
accessory process of third lumbar vertebra,0
pulmonary vascular system,0
capitulum of humerus,0
ITGA1,0
lateral calcaneal artery,0
frontal lobe,0
interosseous nerve of leg,0
LOC105370315,0
NDRG1,0
sigmoid sinus,0
CTD-2050E21.2,0
lateral ovary,0
transitional primordial ovarian follicle,0
TPSAB1,0
parvalbumin,0
LINC00355,0
superior vertebral notch of third cervical vertebra,0
ventral ramus of second cervical spinal nerve,0
Cytotoxic T Cell,0
olecranon fossa of humerus,0
CD33(lo),0
nerve to depressor septi nasi,0
posterior fascicle of palatopharyngeus muscle,0
adventitial fibroblast,0
cervical vertebra 7,0
Lymphatic Endothelial Cell-Trabeculae,0
shaft of third distal phalanx of hand,0
PDX1,0
head of fifth rib,0
kidney capsule,0
shaft of first distal phalanx of hand,0
vertebral arch of second thoracic vertebra,0
group 3 innate lymphoid cell,0
cutaneous branch of anterior branch of axillary nerve,0
lamina of third cervical vertebra,0
superior rostral gyrus,0
RXRG,0
Exc L5 FEZF2 NREP-AS1,0
CA13_119,0
Splat_394,0
superficial middle cerebral vein,0
cellular retinaldehyde-binding protein,0
ULIT_123,0
capillary layer of choroid,0
olfactory tract,0
CMTM8,0
VendPLVAP_13,0
SFTPA2,0
cricothyroid artery,0
fibular notch of tibia,0
thymus lobule,0
pulmonary arteriole,0
common interosseous artery,0
Oligo L2-6 OPALIN MAP6D1,0
Intercalated Cell Type B,0
groove for superior sagittal sinus of frontal bone,0
Oligo_47,0
Midi_435,0
Dorsal Inhibitory Neuron 9,0
IGHG1+,0
lateral proper palmar digital artery of third digit of hand,0
lamina of sixth cervical vertebra,0
CD8+ T single positive thymocyte,0
COP_42,0
FOXP3,0
CD235ahi,0
ISL1,0
Exc L5 FEZF2 RNF144A-AS1,0
FCGR2B+,0
ANOS1,0
right interlobar pulmonary artery,0
branch of musculocutaneous nerve to long head of biceps brachii,0
nerve,0
Beta5t,0
MGE_261,0
Inh L5 SST RPL35AP11,0
Medial Excitatory Neuron 2,0
Claudin 11,0
L1 lumbar spinal cord segment,0
branch of median nerve to abductor pollicis brevis,0
vertebral foramen of sixth cervical vertebra,0
UCHL1,0
distal anal canal,0
medial pterygoid muscle,0
quadratus femoris muscle,0
LTBP2,0
common carotid artery,0
lamina of fifth thoracic vertebra,0
shaft of clavicle,0
temporoparietalis muscle,0
inferior pharyngeal constrictor muscle,0
lower uterine segment,0
superficial branch of radial nerve,0
RBPMS,0
Dorsal Excitatory Neuron 12,0
thoracic spinal cord ventral horn,0
lateral inferior genicular artery,0
FCRLA,0
NPR3,0
TGFBR2,0
endocardial,0
Natural Killer Cell,0
superior articular facet of second thoracic vertebra,0
PDE6H,0
granulocyte,0
mandibular angle of mandible,0
recurrent meningeal branch of seventh thoracic spinal nerve,0
superior duodenum,0
lateral terminal branch of deep fibular nerve,0
endothelial cell of respiratory system lymphatic vessel,0
mandibular condyle of mandible,0
communicating branch of zygomatic branch of facial nerve with zygomaticofacial branch of zygomatic nerve,0
OPN1SW,0
anterior intermediate orbital gyrus,0
descending part of trapezius muscle,0
alveolar canals of maxilla,0
calponin 1,0
Common bile duct,0
Inh L2 PAX6 FREM2,0
vertebral body of eleventh thoracic vertebra,0
Elastase,0
brachial artery,0
substantia gelatinosa of lumbar spinal cord dorsal horn,0
glial cell,0
supreme intercostal artery,0
FCER2A,0
ANKRD30B,0
infraspinatus muscle,0
CA13_181,0
great auricular nerve,0
amygdaloid complex,0
iliac tubercle of ilium of os coxa,0
keratin 5,0
lateral dorsal digital artery of second digit of hand,0
GSN,0
NR2F2,0
"effector memory CD8-positive, alpha-beta T cell",0
Pal-E antigen,0
branch of facial nerve to stapedius,0
levator veli palatini muscle,0
Adult nucleus,0
lateral pterygoid plate of sphenoid bone,0
MGE derived interneuron,0
internal cervical os,0
Th2 cell,0
branch of inferior subscapular nerve to teres major,0
plasma,0
KLK3,0
langerin,0
CD36,0
nerve to depressor anguli oris,0
outer cortex of kidney,0
LOC101928964,0
metacarpal bone of digit 5,0
Hair follicles,0
Dorsal Inhibitory Neuron 6,0
TFAP2C,0
subscapular artery,0
IGF2BP2,0
Inh L1-3 SST FAM20A,0
posterior ethmoidal artery,0
anterior cortical nucleus,0
Vasa Recta,0
A8 bistratified small-field cell,0
clavicular head of sternocleidomastoid muscle,0
superior articular facet of second rib,0
TGF-Î²-RII,0
communicating branch of superficial fibular nerve with sural nerve,0
medial plantar nerve,0
muscularis mucosa of fundus of urinary bladder,0
supramarginal gyrus,0
sternal head of sternocleidomastoid muscle,0
Astro_59,0
cuneus,0
DCAF12,0
"opsin 1, short wave sensitive",0
KLF2,0
chorionic ectoderm (from chorion membrane),0
SATB2,0
KRT13,0
SV2C,0
rhomboid major muscle,0
portal vein,0
supinator fossa of ulna,0
Type III Collagen,0
NPY,0
communicating branch of zygomatic branch of facial nerve with lacrimal nerve,0
renal papilla,0
Connective tissue,0
muscular branch of occipital artery,0
vimentin,0
sacral spinal cord dorsal column,0
superior cerebral vein,0
ULIT_128,0
capillary plexus of posterior pituitary gland,0
CA-125,0
lingual branch of glossopharyngeal nerve,0
lateral proper plantar digital artery of fifth digit of foot,0
tubercle of eighth rib,0
inferior vesical artery,0
Inh L1-6 VIP SLC7A6OS,0
tertiary bronchus,0
surface intraepithelial CD4+ lymphocyte,0
anterior jugular vein,0
middle meningeal artery,0
superior mental spine of mandible,0
nerve to inferior oblique,0
body of sixth rib,0
body of twelfth rib,0
CD21,0
Asc-type amino acid transporter 1,0
sternal end of fourth rib,0
greater wings of sphenoid bone,0
superior vertebral notch of tenth thoracic vertebra,0
PTCRA,0
inferior labial vein,0
ARR3,0
CBI_306,0
pampiniform plexus,0
leg muscle,0
FOLR1,0
base of fourth proximal phalanx of foot,0
peripherin,0
PECAM1 (CD31),0
VCAN,0
metatarsal bone of digit 2,0
CD3,0
LLC_269,0
epithelial stem cell,0
muscularis propria,0
inhibin subunit beta B,0
jugular lymph trunk,0
TUBB4B,0
superficial superior gluteal artery,0
CXCL1,0
common palmar digital artery,0
recurrent meningeal branch of tenth thoracic spinal nerve,0
HLA-DPB1,0
CD8,0
GUCA1A,0
ulnar vein,0
SLC6A12,0
DPT+ fibroblast cell of bladder,0
anterior inferior segmental branch of middle hepatic vein,0
MARCO,0
ID2+,0
gluteal surface of ilium of os coxa,0
vertebral foramen of eleventh thoracic vertebra,0
OVGP1,0
scalene tubercle of first rib,0
CD274/PDL1,0
hair follicle,0
Misc_170,0
IL7,0
medial superior genicular artery,0
lateral superior antimesenteric ovary,0
capillary network of spleen,0
SLC5A11,0
transverse process of twelfth thoracic vertebra,0
dorsal nerve of penis,0
LOC105369890,0
Bone marrow,0
MAP-2,0
inferior petrosal sinus,0
Diffuse bipolar 1 (DB1),0
ALAS2,0
body of calcaneus,0
subclavicular lymph node,0
CD226,0
basal vein,0
desmin,0
ERG,0
Subcapsular Sinus,0
CGE_290,0
anterior intercostal artery 2,0
posterior segmental artery of right lung,0
nerve of Fallopian tube fimbria,0
branch of lower deep buccal branch of facial nerve to buccinator,0
posterior inferior segmental branch of right hepatic artery,0
medial branch of superficial fibular nerve,0
AXL,0
glutamate decarboxylase 1,0
lymphcyte,0
CD32lo,0
groove for transverse sinus of squamous part of occipital bone,0
TAC3,0
spleen trabecular artery,0
anterior stroma of cornea,0
endocervix,0
TSPO2,0
PECAM1,0
juxtamedullary cortex,0
Midi_433,0
RP11-484I6.9,0
PCDH11Y,0
forkhead box P3,0
uterine dendritic cells,0
ilioinguinal nerve,0
deep inguinal lymph node,0
medial superior mesenteric ovary,0
fetal membranes,0
"Actin, smooth muscle",0
posterior external vertebral venous plexus #3,0
central posterior body of uterus,0
Conventional Dendritic Cell cDC2,0
SNAP25,0
RP11-369E15.3,0
mylohyoid branch of inferior alveolar nerve,0
SCGB3A2,0
middle phalanx of digit of hand 2,0
head of talus,0
FBN2,0
buccinator muscle,0
Integrin a5,0
rib 3,0
tuberosity of navicular,0
Memory-Like B Cell,0
inner medulla of kidney,0
vertebral body of third thoracic vertebra,0
SOX5,0
third common palmar digital artery,0
meningeal branch of hypoglossal nerve to anterior wall of posterior cranial fossa,0
Inh L2-3 SST NMU,0
Prox-1+,0
neutrophilic granulocyte,0
PRRX1,0
anterior parahippocampal gyrus,0
stylopharyngeal branch of glossopharyngeal nerve,0
distal phalanx of digit of hand 2,0
occipital artery,0
marginal mandibular branch of facial nerve,0
shaft of second distal phalanx of foot,0
CD14 monocyte,0
superior tarsal muscle,0
cartilage of bronchus,0
Exc L3-5 RORB TNNT2,0
PLPP3,0
CXCL4,0
Proximal Tubule Cell Epithelial Segment 3,0
right posterior intercostal vein 4,0
posterior interosseous nerve,0
subcostal artery,0
ventral ramus of eighth cervical spinal nerve,0
Epen_68,0
POU6F2,0
Dorsal Excitatory Neuron 9,0
descending thin limb of loop of Henle 2,0
T lymphocytes,0
superior articular process of first cervical vertebra,0
CGE_292,0
dorsal ramus of fourth sacral spinal nerve,0
CD32,0
third dorsal metatarsal artery,0
perpendicular plate of palatine bone,0
CD8aa(II) thymocyte,0
SH3RF2,0
ventral ramus of fifth sacral spinal nerve,0
carboxypeptidase E,0
medial dorsal digital branch of radial nerve to thumb,0
Tricuspid valve,0
MGC4859,0
TNFSF11,0
ALDOB,0
head of first proximal phalanx of foot,0
ERBB4,0
Inh L1 LAMP5 PVRL2,0
superior bulb of internal jugular vein,0
posterior external vertebral venous plexus,0
FOXP3+,0
deep brachial artery,0
DCLK1,0
PRR4,0
dorsal ramus of eighth cervical spinal nerve,0
sublingual fossa of mandible,0
sternal end of tenth rib,0
cutaneous branch of external acoustic meatus nerve,0
right inferior phrenic artery,0
arcuate line of ilium of os coxa,0
parotid branch of auriculotemporal nerve,0
dorsal branch of lateral proper palmar digital artery of third digit of hand,0
ILF lymphatic endothelium,0
lower respiratory tract,0
Exc L5-6 FEZF2 CFTR,0
risorius muscle,0
airway deuterosomal cell,0
head of third distal phalanx of hand,0
CD79B,0
TCRg,0
vertebral body of first thoracic vertebra,0
FCER1G,0
CGE_295,0
Inh L1-3 VIP HSPB6,0
right inferior phrenic vein,0
vertebra prominens of seventh cervical vertebra,0
dorsal lingual vein,0
branch of musculocutaneous nerve to short head of biceps brachii,0
MSN_217,0
pedicle of twelfth thoracic vertebra,0
communicating branch of greater palatine nerve with nasopalatine nerve,0
Mgl_7,0
ITM2A,0
NGFR,0
superior head of lateral pterygoid muscle,0
DLCT6b_84,0
CDH9,0
COL14A1,0
left common carotid artery,0
CAMP,0
fibularis longus muscle,0
rectum,0
thoracic vertebra 4,0
sacral spinal cord dorsal horn,0
VCAN+,0
submucosal venule of colon,0
Placenta,0
Midi_444,0
S100A14,0
branch of greater palatine nerve to gingiva,0
inferior articular process of second cervical vertebra,0
Outer muscle layer of Fallopian tube ampulla,0
Inh L2-5 VIP SOX11,0
second thoracic spinal nerve,0
sacral hiatus of sacrum,0
interlobar renal artery,0
artery of precentral sulcus,0
crest of head of ninth rib,0
right subcostal artery,0
right posterior fundus of uterus,0
MYL4,0
extrapulmonary bronchus,0
L3 lumbar spinal cord segment,0
CASR,0
periductal arteriole of main pancreatic duct,0
ZIC1,0
KRT17,0
Prehypertrophic Chondrocytes,0
diagonal branch of left anterior descending artery,0
occipital belly of occipitofrontalis muscle,0
mammillary process of first lumbar vertebra,0
submucosal gland acinus,0
BCAS1,0
OGN,0
CA13_185,0
Gastrin cell,0
pectoralis minor branch of lateral pectoral nerve,0
K2C8,0
airway submucosal gland ciliated duct cell,0
left posterior intercostal artery 6,0
ciliated columnar oviduct epithelium,0
URL_309,0
right posterior intercostal vein 3,0
descending genicular artery,0
TCR gamma/delta,0
Integrin b1,0
central nuclear group,0
CSH1,0
Enterochromaffin cell,0
CGE_289,0
ODC1,0
JCHAIN+,0
thoracic vertebra 11,0
Mono_3,0
branch of deep branch of ulnar nerve to opponens digiti minimi,0
Diffuse bipolar 2 cell,0
retinal ganglion cell layer,0
branch of superior gluteal nerve to gluteus medius,0
IGKC,0
posterior basal segmental artery of left lung,0
gut associated lymphoid tissue (GALT)/ lamina propria,0
dorsal ramus of third lumbar spinal nerve,0
lateral thoracic artery,0
CILP2,0
perforating branch of internal thoracic artery,0
superior articular process of eleventh thoracic vertebra,0
CD8+ T cell,0
PCOLCE,0
RP11-274H24.2,0
CGE_296,0
shaft of fifth distal phalanx of foot,0
lateral posterior choroidal artery,0
rectus capitius posterior minor muscle,0
spinalis thoracis muscle,0
vena recta of large intestine #2,0
DERL3,0
PPBP,0
cervical branch of facial nerve,0
MUC5AC,0
rotatores cervicis muscle,0
CD1E,0
OLFM4,0
soleus muscle,0
medial ovary,0
CCL2,0
temporal bone,0
tubercle of first rib,0
dorsal carpal branch of radial artery,0
Splat_432,0
CD8 TRm (residence memory),0
inferior gluteal nerve,0
common palmar digital vein,0
VEPH1,0
early thymic progenitor,0
articular facet of tubercle of ninth rib,0
costal groove of ninth rib,0
perilipin 2,0
superficial buccal branch of facial nerve to nasalis,0
branch of deep branch of ulnar nerve to adductor pollicis,0
Fibrillin-2,0
CD34 molecule,0
CDHR4,0
PTPRK,0
branch of posterior branch of axillary nerve to teres minor,0
posterior descending artery,0
AGR2,0
CD79A,0
semilunar type 1 cell,0
pre-antral follicle granulosa cell,0
salpingopharyngeus muscle,0
classical inflammatory monocyte,0
RNASE1,0
DG_200,0
Apocrine glands,0
sacral plexus,0
SELE,0
NPDC1,0
Epen_65,0
inferior alveolar artery,0
vertebral arch of fifth thoracic vertebra,0
cmmunicating branch of intermediate nerve with tympanic plexus,0
medial basal segmental artery of left lung,0
segmental pulmonary vein,0
CFTR,0
FAM177A1,0
alveolar type II cell,0
tracheobronchial smooth muscle cell,0
posterior ethmoidal nerve,0
main cochlear artery,0
EMX2,0
transverse process of ninth thoracic vertebra,0
TNC,0
vasa recta of ileum,0
LGR6,0
CD247,0
CD203c,0
occipital vein,0
RP11-729M20.1,0
posterior labial artery,0
chorda tympani nerve,0
Dorsal Excitatory Neuron 4,0
superior laryngeal vein,0
right posterior intercostal vein 2,0
palatine process of maxilla,0
anterior intercostal vein 2,0
bulbospongiosus muscle,0
SFRP1,0
medial muscular branch of radial nerve to articularis cubiti,0
straight part of cricothyroid muscle,0
ITGA6,0
CFAP73,0
Aortic valve,0
meningeal branch of hypoglossal nerve to floor of posterior cranial fossa,0
pulmonary venule,0
inferior cerebral vein,0
Epicardium,0
zygomaticofacial branch of zygomatic nerve,0
fifth lumbar spinal nerve,0
EGFR,0
vertebral foramen of fourth lumbar vertebra,0
medial nucleus,0
anterior ethmoidal artery,0
Oligo_40,0
LRL_317,0
TFAP2D,0
Inh L1-5 VIP PHLDB3,0
DMRTA1,0
GCDFP-15,0
HBM,0
superior costal facet of ninth thoracic vertebra,0
conus artery,0
dorsal digital branch of ulnar nerve to little finger,0
CALCRL,0
DKK1,0
Subcapsular Dendritic Cell,0
TCL1A,0
metatarsal bone of digit 1,0
Cx45,0
accessory vertebral vein,0
zygomatic branch of facial nerve,0
CXCL8,0
periductal branch of interlobular vein of pancreas,0
corneal epithelium,0
CD24+/lo,0
Innate lymphoid cell,0
Moderator band,0
frontal crest of frontal bone,0
vascular smooth muscle,0
articular facet of tubercle of fourth rib,0
articularis genu muscle,0
branch of musculocutaneous nerve to brachialis,0
superior mesenteric vein,0
abdomen muscle,0
MLLT3,0
Kupffer cell,0
sulcal artery,0
deep lingual vein,0
neck muscle,0
FCGR3A,0
vasa recta of colon,0
SLC9A9,0
endocervical epithelial cell,0
sinoatrial node,0
GRM6,0
Cytokeratin,0
MEPE,0
Parenchyma of pancreas,0
T10 thoracic spinal cord segment,0
CD141hi,0
coracoid process of scapula,0
transverse costal facet of first thoracic vertebra,0
SLC39A8,0
common femoral artery,0
EPHB4,0
medial inferior mesenteric ovary,0
ADGRE1,0
cribiform plate of ethmoid bone,0
fourth dorsal metatarsal artery,0
Langerhans cell,0
mucosal capillary of colon,0
thoracic spinal cord white matter,0
appendicular artery,0
first sacral spinal nerve,0
RREB1,0
Keratinocyte (Corneocyte),0
Exc L2-3 RORB CCDC68,0
articular tubercle of squamous part of temporal bone,0
thymus lobe,0
kidney,0
medullary ray,0
superior articular process of seventh cervical vertebra,0
anterior vertebral vein,0
appendix,0
pubovaginalis,0
meningeal branch of hypoglossal nerve,0
TRPM1,0
left coronary artery,0
anterior commissure,0
base of third distal phalanx of foot,0
lateral ventricles,0
Juvenile nucleus,0
thymic capsular fibroblast,0
nerve proper to mylohyoid,0
anterior basal segmental artery of left lung,0
DLIT_142,0
URL_312,0
langerhans,0
TYROBP,0
pedicle of fourth thoracic vertebra,0
CD71,0
