organ,id,doi,notes,type
blood_vasculature,"Kachlik D, Baca V, Stingl J. The spatial arrangement of the human large intestinal wall blood circulation. J Anat. 2010 Mar;216(3):335-43. doi: 10.1111/j.1469-7580.2009.01199.x. PMID: 20447248; PMCID: PMC2829392.",10.1111/j.1469-7580.2009.01199.x,For AS,reference
skin,PMID: 30833422,10.4049/jimmunol.1801211,"Debes GF, McGettigan SE. Skin-Associated B Cells in Health and Inflammation. J Immunol. 2019 Mar 15;202(6):1659-1666.",reference
lymph_nodes,"Park SM, Angel CE, McIntosh JD, Mansell C, Chen CJ, Cebon J, Dunbar PR. Mapping the distinctive populations of lymphatic endothelial cells in different zones of human lymph nodes. PLoS One. 2014 Apr 14;94:e94781. doi: 10.1371/journal.pone.0094781. Erratum in: PLoS One. 2014;98:e106814. Mansell, Claudia M [corrected to Mansell, Claudia J]. PMID: 24733110; PMCID: PMC3986404.",10.1371/journal.pone.0094781,"CT,B",reference
placenta full term,doi: 10.3346/jkms.2012.27.8.857,10.3346/jkms.2012.27.8.857,,reference
liver,https://www.sciencedirect.com/science/article/pii/S0016508512012449,10.1053/j.gastro.2012.08.024,OPN1,reference
skin,PMID: 295192458,10.1186/s12929-018-0423-7,"Harrell CR, Simovic Markovic B, Fellabaum C, Arsenijevic A, Djonov V, Volarevic V. Molecular mechanisms underlying therapeutic potential of pericytes. J Biomed Sci. 2018 Mar 9;25(1):21.",reference
spleen,"Lettau M, Wiedemann A, Schrezenmeier EV, Giesecke-Thiel C, Dâˆšâˆ‚rner T. Human CD27+ memory B cells colonize a superficial follicular zone in the palatine tonsils with similarities to the spleen. A multicolor immunofluorescence study of lymphoid tissue. PLoS One. 2020 Mar 18;15(3):e0229778.",10.1371/journal.pone.0229778,"AS-CT, CT-B",reference
eye,"Ghosh, K.K., Bujan, S., Haverkamp, S., Feigenspan, A. and WâˆšÂ§ssle, H. (2004), Types of bipolar cell in the mouse retina. J. Comp. Neurol., 469: 70-82.",10.1002/cne.10985,,reference
kidney,,10.1038/s41467-019-10861-2,general DTL marker,reference
spleen,"Cheng, HW., Onder, L., Novkovic, M. et al. Origin and differentiation trajectories of fibroblastic reticular cells in the splenic white pulp. Nat Commun 10, 1739 (2019).",10.1038/s41467-019-09728-3,"CT-B, Single cell transcriptomics ",reference
lung,,10.7554/elife.62522,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Greater_pancreatic_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_pancreaticoduodenal_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_10,,,reference
spleen,"Heyns, A.d.P., Badenhorst, P.N., Lâˆšâˆ‚tter, M.G., Pieters, H. and Wessels, P. (1985), Kinetics and mobilization from the spleen of indium?111?labeled platelets during platelet apheresis. Transfusion, 25: 215-218.",10.1046/j.1537-2995.1985.25385219900.x,AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Popliteal_vein,,For AS,reference
brain,,10.1038/s41586-021-03465-8,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Supreme_intercostal_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Axillary_artery,,For AS,reference
thymus,"Berzins SP, Cochrane AD, Pellicci DG, Smyth MJ, Godfrey DI. Limited correlation between human thymus and blood NKT cell content revealed by an ontogeny study of paired tissue samples. Eur J Immunol. 2005 May;35(5):1399-407.",10.1002/eji.200425958,CT-B,reference
spleen,"Steiniger, B.S. (2015), Human spleen microanatomy: why mice do not suffice. Immunology, 145: 334-346.",10.1111/imm.12469,"AS-CT, CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_sacral_artery,,For AS,reference
spleen,, 10.1126/sciimmunol.aau6085,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_spinal_artery,,For AS,reference
skin,PMID: 29158419,10.4049/jimmunol.1701056,"Yamazaki S, Odanaka M, Nishioka A, Kasuya S, Shime H, Hemmi H, Imai M, Riethmacher D, Kaisho T, Ohkura N, Sakaguchi S, Morita A. Ultraviolet B-Induced Maturation of CD11b-Type Langerin- Dendritic Cells Controls the Expansion of Foxp3+ Regulatory T Cells in the Skin. J Immunol. 2018 Jan 1;200(1):119-129.",reference
skin,PMID: 19506554,10.1038/labinvest.2009.48,"Inoue K, Aoi N, Sato T, Yamauchi Y, Suga H, Eto H, Kato H, Araki J, Yoshimura K. Differential expression of stem-cell-associated markers in human hair follicle epithelial cells. Lab Invest. 2009 Aug;89(8):844-56.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Buccal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Basilic_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Vertebral_vein,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Anterior_ethmoidal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Palmar_carpal_arch,,For AS,reference
placenta full term,doi: 10.1056/NEJM197007232830408,10.1056/nejm197007232830408,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Cephalic_vein,,For AS,reference
bone_marrow,,10.1002/jcla.20001,,reference
blood_vasculature,https://radiopaedia.org/articles/musculophrenic-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Right_colic_artery,,For AS,reference
bone_marrow,,10.1038/s41586-019-1652-y,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Lingual_veins,,For AS,reference
kidney,,10.3389/fimmu.2019.02035,,general_publication
blood,,10.1002/jcla.20001,,reference
uterus,,10.1093/molehr/gat083,,general_publication
spleen,"Galfiova, Paulina & Varga, Ivan & KopâˆšÂ°ni, Martin & Michalka, Peter & MichalkovâˆšÂ°, Jana & JakubovskâˆšÎ©, JâˆšÂ°n & PolâˆšÂ°k, â‰ˆâ€ tefan. (2009). Some possibilities of representing microcirculation in human spleen. Biologia. 64. 1242-1246.",10.2478/s11756-009-0193-5,"AS-CT, CT-B",reference
blood_vasculature,http://neuroangio.org/anatomy-and-variants/posterior-meningeal-artery/,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Aorta,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_nasal_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_metatarsal_arteries,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Coccygeal_plexus,,,reference
ovary,,10.1093/oxfordjournals.humrep.a136365,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Ileocolic_artery,,For AS,reference
spinal cord,,10.1016/j.neuron.2023.01.007,,general_publication
pancreas,PMID: 36113773,10.1016/j.molmet.2022.101595,,general_publication
kidney,HUBMAP unpublished,,"noGJA5, no FBLN5",reference
blood_vasculature,https://en.wikipedia.org/wiki/Greater_palatine_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_mesenteric_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Stapedial_branch_of_posterior_auricular_artery,,For AS,reference
placenta full term,doi.org/10.1016/j.ajog.2009.01.025,10.1016/j.ajog.2009.01.025,,reference
kidney,,10.1126/science.aat5031,support cDC2,reference
lymph_vasculature,,,,general_publication
large_intestine,PMID: 31767912 PMCID: PMC6877571,10.1038/s41598-019-53997-3,,reference
heart,,10.1038/s41586-020-2797-4,,general_publication
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0006662,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_tibial_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Penile_artery,,For AS,reference
spleen,"Donald B. Hoover, Thomas Christopher Brown, Madeleine K. Miller, John B. Schweitzer and David L. Williams.Loss of Sympathetic Nerves in Spleens from Patients with End Stage Sepsis.Front. Immunol., 06 December 2017",10.3389/fimmu.2017.01712,"AS-CT, CT-B",reference
blood_vasculature,https://radiopaedia.org/articles/lateral-lenticulostriate-arteries,,For AS,reference
lymph_nodes,"Tumors of the Lymph Node and Spleen. L. Jeffrey Medeiros, Dennis P. Oâ€šÃ„Ã´Malley, Nancy P. Caraway, Francisco Vega,Kojo S.J. Elenitoba-Johnson and Megan S. Lim. AFIP Atlas ofTumor Pathology. Series 4. Fascicle 25. Silver Spring, Maryland: American Registry of Pathology; 2017. 1086 pages.ISBN 978-1933477-38-1.",,AS-CT,reference
blood_vasculature,"Vuong, Shawn & Jeong, William & Morales, Humberto & Abruzzo, Todd. (2016). Vascular Diseases of the Spinal Cord: Infarction, Hemorrhage and Venous Congestive Myelopathy. Seminars in Ultrasound, CT and MRI. 37.",10.1053/j.sult.2016.05.008,For AS,reference
bone_marrow,,10.3109/10428194.2013.781167,,reference
spleen,"Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical Expression of Endothelial Markers CD31, CD34, von Willebrand Factor, and Fli-1 in Normal Human Tissues. Journal of Histochemistry & Cytochemistry. 2006;54(4):385-395.",10.1369%2fjhc.4a6514.2005,,reference
kidney,,10.1101/2021.07.28.454201,no IL3RA,reference
blood_vasculature,https://en.wikipedia.org/wiki/Auricular_branch_of_occipital_artery,,For AS,reference
spleen,"Ellyard, J., Avery, D., Mackay, C. and Tangye, S. (2005), Contribution of stromal cells to the migration, function and retention of plasma cells in human spleen: potential roles of CXCL12, IL?6 and CD54. Eur. J. Immunol., 35: 699-708.",10.1002/eji.200425442,CT-B,reference
kidney,,10.1101/2021.07.28.454201,,reference
placenta full term,DOI: 10.1016/0014-4800(90)90037-e,10.1016/0014-4800(90)90037-e,,reference
bone_marrow,,10.1002/cyto.a.23724,,reference
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,"medium-field and wide- field cell without axons. glycogen phosphorylase marks all wiry cell types (1,2,3)",reference
eye,,10.1002/(sici)1096-9861(19990816)411:1<19::aid-cne3>3.0.co,,general_publication
brain,,10.1002/cne.24080,,general_publication
skin,PMID: 19879917,10.1016/j.pneurobio.2009.10.020,"Day IN, Thompson RJ. UCHL1 (PGP 9.5): neuronal biomarker and ubiquitin system protein. Prog Neurobiol. 2010 Mar;90(3):327-62.",reference
eye,,10.1002/cne.21666,,general_publication
blood_vasculature,https://radiopaedia.org/articles/venous-drainage-of-the-thoracic-wall,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_tibial_recurrent_artery,,For AS,reference
skin,,,"Montagna, William, and Paul F. Parakkal. 1974. The Structure and Function of Skin. 3rd ed. New York, NY, USA: Academic Press. ISBN 13:978-0-12-505263-4",reference
trachea,,10.7554/elife.62522,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Ileocolic_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_pudendal_veins,,For AS,reference
lymph_nodes,"Willard-Mack CL. Normal structure, function, and histology of lymph nodes. Toxicol Pathol. 2006;345:409-24. doi: 10.1080/01926230600867727. PMID: 17067937.",10.1080/01926230600867727,"AS, CT",reference
kidney,PMID: 31249312. PMCID: PMC6597610,10.1038/s41467-019-10861-2,Some markers also expressed in vascular pericytes; No ACTA2,reference
blood_vasculature,https://www.anatomy.net/angular-vein,,For AS,reference
muscular-system,,,,general_publication
blood_vasculature,"Kandathil A, Chamarthy M. Pulmonary vascular anatomy & anatomical variants. Cardiovasc Diagn Ther. 2018 Jun;8(3):201-207.",10.21037/cdt.2018.01.04,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Posterior_labial_arteries,,For AS,reference
lymph_nodes,"Takahashi K, Kenji A, Norihiro T, Eisaku K, Takashi O, Kazuhiko H, Tadashi Y, Tadaatsu A. Morphological interactions of interdigitating dendritic cells with B and T cells in human mesenteric lymph nodes. Am J Pathol. 2001 Jul;1591:131-8. doi: 10.1016/S0002-94401061680-X. PMID: 11438461; PMCID: PMC1850413.",10.1016/s0002-94401061680-x,"CT,B",reference
placenta full term,DOI: 10.1095/biolreprod51.4.739,10.1095/biolreprod51.4.739,,reference
lung,,10.1126/sciadv.aba1983,,general_publication
eye,,10.1002/cne.10672,,general_publication
lymph_nodes,"Hartnell A, Steel J, Turley H, Jones M, Jackson DG, Crocker PR. Characterization of human sialoadhesin, a sialic acid binding receptor expressed by resident and inflammatory macrophage populations. Blood. 2001 Jan 1;971:288-96. doi: 10.1182/blood.v97.1.288. PMID: 11133773.",10.1182/blood.v97.1.288,"AS-CT,CT,B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Labyrinthine_artery,,For AS,reference
spleen,"Mueller, S. N., & Germain, R. N. (2009). Stromal cell contributions to the homeostasis and functionality of the immune system. Nature reviews. Immunology, 9(9), 618â€šÃ„Ã¬629.",10.1038/nri2588,"AS-CT, CT-B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_plexus,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_facial_vein,,For AS,reference
spleen,"T. R. L. Klei, J. Dalimot, B. Nota, M. Veldthuis, F. P. J. Mul, T. Rademakers, M. Hoogenboezem, S. Q. Nagelkerke, W. F. J. van IJcken, E. Oole, P. Svendsen, S. K. Moestrup, F. P. J. van Alphen, A. B. Meijer, T. W. Kuijpers, R. van Zwieten, R. van Bruggen; Hemolysis in the spleen drives erythrocyte turnover. Blood 2020; 136 (14): 1579â€šÃ„Ã¬1589.",10.1182/blood.2020005351,CT-B,reference
blood,,10.1002/cyto.a.23724,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Inferior_petrosal_sinus,,For AS,reference
eye,"Steven Bassnett, Zinn's zonule, Progress in retinal and eye Research, Volume 82, 2021",10.1016/j.preteyeres.2020.100902,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Buccal_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Right_gastric_vein,,For AS,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/veins-of-the-brain,,For AS,reference
lung,,10.1038/s41586-018-0394-6,,general_publication
eye,"Ulrike GrâˆšÂºnert, Paul R. Martin, Cell types and cell circuits in human and non-human primate retina.",10.1016/j.preteyeres.2020.100844,Paravalbumin is present in some amacrine cell as well,reference
thymus,"Marcovecchio GE, Bortolomai I, Ferrua F, Fontana E, Imberti L, Conforti E, Amodio D, Bergante S, Macchiarulo G, D'Oria V, Conti F, Di Cesare S, Fousteri G, Carotti A, Giamberti A, Poliani PL, Notarangelo LD, Cancrini C, Villa A, Bosticardo M. Thymic Epithelium Abnormalities in DiGeorge and Down Syndrome Patients Contribute to Dysregulation in T Cell Development. Front Immunol. 2019 Mar 15;10:447.",10.3389/fimmu.2019.00447,"AS-CT, CT-B",reference
spleen,"Jiajing Qiu, Mohamed E. Salama, Cing Siang Hu, Yan Li, Xiaoli Wang, Ronald Hoffman; The characteristics of vessel lining cells in normal spleens and their role in the pathobiology of myelofibrosis. Blood Adv 2018; 2 (10): 1130â€šÃ„Ã¬1145.",10.1182/ bloodadvances.2017015073,"CT-B, Single cell transcriptomics ",reference
spleen,,10.1111/imm.12469,,general_publication
uterus,,10.1101/2021.01.02.425073,,reference
pancreas,PMID: 27667365,,,general_publication
skin,PMID: 29885791,10.1016/j.jchemneu.2018.06.001,"Smyth LCD, Rustenhoven J, Scotter EL, Schweder P, Faull RLM, Park TIH, Dragunow M. Markers for human brain pericytes and smooth muscle cells. J Chem Neuroanat. 2018 Oct;92:48-60.",reference
spleen,"VAN KRIEKEN, J. and TE VELDE, J. (1986), Immunohistology of the human spleen: an inventory of the localization of lymphocyte subpopulations. Histopathology, 10: 285-294.",10.1111/j.1365-2559.1986.tb02482.x,AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Central_veins_of_liver,,For AS,reference
eye,"Gonzalez-Marrero et al., cell 2018, 7(11), 210",10.3390/cell7110210,,reference
placenta full term,doi:10.17772/gp/1673,10.17772/gp/1673,,reference
eye,,10.1017/s0952523809090075,,general_publication
eye,"Mills, S.L. and Massey, S.C. (1999), AII amacrine cell limit scotopic acuity in central macaque retina: A confocal analysis of calretinin labeling. J. Comp. Neurol., 411: 19-34.",10.1002/(sici)1096-9861(19990816)411:1<19::aid-cne3>3.0.co;2-4,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_venous_network_of_hand,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_lateral_malleolar_artery,,For AS,reference
blood,,10.1016/j.immuni.2017.04.019,,reference
blood,,10.3389/fimmu.2012.00302,,reference
ovary,DOI: 10.1097/00000478-199805000-00011,10.1097/00000478-199805000-00011,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_labial_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_9,,,reference
blood_vasculature,https://www.healthline.com/human-body-maps/deep-temporal-veins#1,,For AS,reference
blood_vasculature,https://www.imaios.com/en/e-Anatomy/Anatomical-Parts/Superior-palpebral-veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Common_iliac_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Splenic_artery,,For AS,reference
lymph_nodes,none,,,general_publication
blood_vasculature,https://en.wikipedia.org/wiki/Radial_veins,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Maxillary_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Deep_temporal_nerves,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_intercostal_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Left_coronary_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Medial_tarsal_arteries,,For AS,reference
skin,PMID: 6397423,10.1016/s0171-2985(84)80117-5,"Streilein JW, Bergstresser PR. Langerhans cells: antigen presenting cells of the epidermis. Immunobiology. 1984 Dec;168(3-5):285-300.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Lateral_superior_genicular_artery,,For AS,reference
eye,"Lee, S.C., Weltzien, F., Madigan, M.C., Martin, P.R. and GrâˆšÂºnert, U. (2016), Identification of Aâ€šÃ–Â° amacrine, displaced amacrine, and bistratified ganglion cell types in human retina with antibodies against calretinin. J. Comp. Neurol., 524: 39-53.",10.1002/cne.23821,,reference
blood_vasculature,https://ranzcrpart1.fandom.com/wiki/Arterial_supply_to_brain:Ophthalmic_artery_and_branches,,For AS,reference
lung,,10.1164/rccm.201911-2199oc,,general_publication
pancreas,PMID: 34702715,10.1136/gutjnl-2021-324546,,general_publication
spleen,"Steiniger, B., Timphus, E.?M., Jacob, R. and Barth, P.J. (2005), CD27+ B cells in human lymphatic organs: re?evaluating the splenic marginal zone. Immunology, 116: 429-442. .",10.1111/j.1365-2567.2005.02242.x,"AS-CT, CT-B",reference
lymph_nodes,"Takeda A, HollmâˆšÂ©n M, Dermadi D, Pan J, Brulois KF, Kaukonen R, Lâˆšâˆ‚nnberg T, Bostrâˆšâˆ‚m P, Koskivuo I, Irjala H, Miyasaka M, Salmi M, Butcher EC, Jalkanen S. Single-Cell Survey of Human Lymphatics Unveils Marked Endothelial Cell Heterogeneity and Mechanisms of Homing for Neutrophils. Immunity. 2019 Sep 17;513:561-572.e5. doi: 10.1016/j.immuni.2019.06.027. Epub 2019 Aug 8. PMID: 31402260.",10.1016/j.immuni.2019.06.027,"AS-CT, CT, B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cranial_nerves,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Atrioventricular_nodal_branch,,For AS,reference
spleen,"Weller S, Braun MC, Tan BK, Rosenwald A, Cordier C, Conley ME, Plebani A, Kumararatne DS, Bonnet D, Tournilhac O, Tchernia G, Steiniger B, Staudt LM, Casanova JL, Reynaud CA, Weill JC. Human blood IgM ""memory"" B cells are circulating splenic marginal zone B cells harboring a prediversified immunoglobulin repertoire. Blood. 2004 Dec 1;104(12):3647-54.",10.1182/blood-2004-01-0346,"CT-B, Single cell transcriptomics ",reference
skin,PMID: 20555352,10.1038/jid.2010.165,"Fuentes-Duculan J, SuâˆšÂ°rez-FariâˆšÂ±as M, Zaba LC, Nograles KE, Pierson KC, Mitsui H, Pensabene CA, Kzhyshkowska J, Krueger JG, Lowes MA. A subpopulation of CD163-positive macrophages is classically activated in psoriasis. J Invest Dermatol. 2010 Oct;130(10):2412-22.",reference
blood_vasculature,https://en.wikipedia.org/wiki/Femoral_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Ileal_branch_of_ileocolic_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_digital_veins_of_the_foot,,For AS,reference
fallopian_tube,,10.1016/b978-0-12-801238-3.64401-x,,reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0013144,,For AS,reference
lymph_nodes,"Appay V, van Lier RA, Sallusto F, Roederer M. Phenotype and function of human T lymphocyte subsets: consensus and issues. Cytometry A. 2008 Nov;7311:975-83. doi: 10.1002/cyto.a.20643. PMID: 18785267.",10.1002/cyto.a.20643,CT,reference
blood_vasculature,https://radiopaedia.org/articles/transverse-pancreatic-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Dorsal_carpal_arch,,For AS,reference
large_intestine,ISBN-13: 978-1496398949,,page 652,reference
spleen,"Thomas J.M. Verlinden, Paul van Dijk, Jill Hikspoors, Andreas Herrler, Wouter H. Lamers, S. Eleonore Kâˆšâˆ‚hler, Innervation of the human spleen: A complete hilum-embedding approach, Brain, Behavior, and Immunity, Volume 77, 2019, Pages 92-100, ISSN 0889-1591.",10.1016/j.bbi.2018.12.009,"AS-CT, CT-B",reference
blood_vasculature,https://en.wikipedia.org/wiki/Infraorbital_vein,,For AS,reference
thymus,"Rezzani R, Nardo L, Favero G, Peroni M, Rodella LF. Thymus and aging: morphological, radiological, and functional overview. Age (Dordr). 2014 Feb;36(1):313-51. 10.1007/s11357-013-9564-5",10.1007/s11357-013-9564-5,AS-CT,reference
blood_vasculature,https://en.wikipedia.org/wiki/Sinoatrial_nodal_artery,,For AS,reference
skin,PMID: 2677156,10.1111/1523-1747.ep12319788,"Schweizer J, Bowden PE, Coulombe PA, Langbein L, Lane EB, Magin TM, Maltais L, Omary MB, Parry DA, Rogers MA, Wright MW. New consensus nomenclature for mammalian keratins. J Cell Biol. 2006 Jul 17;174(2):169-74.",reference
blood,,10.1038/s41467-019-12464-3,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Cavernous_sinus,,For AS,reference
liver,PMID: 28289707,10.1172/jci.insight.90063,,reference
eye,,10.1002/cne.902760106,,general_publication
peripheral_nervous_system,https://en.wikipedia.org/wiki/Thoracic_spinal_nerve_8,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Nasofrontal_vein,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Anterior_medial_malleolar_artery,,For AS,reference
skin,PMID: 17898011,10.1093/brain/awm199,"Ebenezer GJ, McArthur JC, Thomas D, Murinson B, Hauer P, Polydefkis M, Griffin JW. Denervation of skin in neuropathies: the sequence of axonal and Schwann cell changes in skin biopsies. Brain. 2007 Oct;130(Pt 10):2703-14.",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Brachial_plexus,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Internal_vertebral_venous_plexuses,,For AS,reference
pancreas,PMID: 27864352,,,general_publication
liver,PMID: 21262470,10.3748/wjg.v12.i22.3523,,reference
kidney,DOI: 10.1101/2021.07.28.454201,10.1101/2021.07.28.454201,,reference
blood_vasculature,https://radiopaedia.org/articles/superficial-femoral-artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Renal_circulation,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Facial_artery,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Temporal_branches_of_the_facial_nerve,,,reference
lymph_nodes,"Fletcher AL, Malhotra D, Acton SE, Lukacs-Kornek V, Bellemare-Pelletier A, Curry M, Armant M, Turley SJ. Reproducible isolation of lymph node stromal cells reveals site-dependent differences in fibroblastic reticular cells. Front Immunol. 2011 Sep 12;2:35. doi: 10.3389/fimmu.2011.00035. PMID: 22566825; PMCID: PMC3342056.",10.3389/fimmu.2011.00035,B,reference
lymph_nodes,"Pusztaszeri MP, Seelentag W, Bosman FT. Immunohistochemical expression of endothelial markers CD31, CD34, von Willebrand factor, and Fli-1 in normal human tissues. J Histochem Cytochem. 2006 Apr;544:385-95. doi: 10.1369/jhc.4A6514.2005. Epub 2005 Oct 18. PMID: 16234507.",10.1369/jhc.4a6514.2005,"AS-CT,CT,B",reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Cervical_branch_of_the_facial_nervee,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Celiac_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Medial_superior_genicular_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Subclavian_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Transverse_cervical_veins,,For AS,reference
blood_vasculature,https://radiopaedia.org/articles/pancreaticoduodenal-veins,,For AS,reference
placenta full term,DOI: 10.1007/s00441-003-0745-x,10.1007/s00441-003-0745-x,,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Posterior_auricular_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Aortic_arch,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Proper_palmar_digital_arteries,,For AS,reference
uterus,PMID: 32379930,10.1111/ajt.15973,,reference
large_intestine,PMID: 23128569,10.3892/or.2012.2119,,reference
spleen,"Steiniger, B.S., Seiler, A., Lampp, K. et al. B lymphocyte compartments in the human splenic red pulp: capillary sheaths and periarteriolar regions. Histochem Cell Biol 141, 507â€šÃ„Ã¬518 (2014).",10.1007/s00418-013-1172-z,"AS-CT, CT-B",reference
placenta full term,doi.org/10.1016/S0143-4004(05)80438-2,10.1016/s0143-4004(05)80438-2,,reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0010205,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Middle_cerebral_artery,,For AS,reference
thymus,"Gurka S, Dirks S, Photiadis J, Kroczek RA. Expression analysis of surface molecules on human thymic dendritic cells with the 10th HLDA Workshop antibody panel. Clin Transl Immunology. 2015 Oct 30;4(10):e47.",10.1038/cti.2015.21,CT-B,reference
blood_vasculature,http://purl.obolibrary.org/obo/UBERON_0035234,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Cremasteric_artery,,For AS,reference
blood_vasculature,https://en.wikipedia.org/wiki/Superior_thalamostriate_vein,,For AS,reference
liver,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1365-2559.2009.03391.x,10.1111/j.1365-2559.2009.03391.x,"CK7, CK19",reference
skin,PMID: 24591537,10.1101/cshperspect.a015271,"Rivera-Gonzalez G, Shook B, Horsley V. Adipocytes in skin health and disease. Cold Spring Harb Perspect Med. 2014 Mar 1;4(3):a015271.",reference
uterus,,screening.iarc.fr/colpochap.php?lang=1,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Deep_palmar_venous_arch,,For AS,reference
peripheral_nervous_system,https://en.wikipedia.org/wiki/Meningeal_branch_of_the_mandibular_nerve,,,reference
blood_vasculature,https://en.wikipedia.org/wiki/Descending_thoracic_aorta,,For AS,reference
eye,"Puthussery, T., Gayet-Primo, J., Taylor, W.R. and Haverkamp, S. (2011), Immunohistochemical identification and synaptic inputs to the diffuse bipolar cell type DB1 in macaque retina. J. Comp. Neurol., 519: 3640-3656.",10.1002/cne.22756,,reference
blood_vasculature,https://www.kenhub.com/en/library/anatomy/thoracoacromial-artery,,For AS,reference
