tissue_general,tissue_general_ontology_term_id,tissue,tissue_ontology_term_id,dataset_id,self_reported_ethnicity,self_reported_ethnicity_ontology_term_id,sex,sex_ontology_term_id,suspension_type,collection_id,collection_name,collection_doi,pubyear,dataset_title,dataset_h5ad_path,dataset_total_cell_count,dataset_version_id
brain,UBERON:0000955,thalamic complex,UBERON:0010225,c202b243-1aa1-4b16-bc9a-b36241f3b1e3,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Amygdala excitatory,c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad,109452,2dc58102-e119-41c6-954d-aed44d585c0b
brain,UBERON:0000955,pons,UBERON:0000988,c202b243-1aa1-4b16-bc9a-b36241f3b1e3,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Amygdala excitatory,c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad,109452,2dc58102-e119-41c6-954d-aed44d585c0b
brain,UBERON:0000955,pons,UBERON:0000988,c202b243-1aa1-4b16-bc9a-b36241f3b1e3,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Amygdala excitatory,c202b243-1aa1-4b16-bc9a-b36241f3b1e3.h5ad,109452,2dc58102-e119-41c6-954d-aed44d585c0b
brain,UBERON:0000955,midbrain,UBERON:0001891,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856,d8639c2f-50a4-4027-b542-2037caa72ce6
brain,UBERON:0000955,midbrain,UBERON:0001891,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856,d8639c2f-50a4-4027-b542-2037caa72ce6
brain,UBERON:0000955,thalamic complex,UBERON:0010225,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833,7542149c-2f9b-4a54-8e92-939961612c05
brain,UBERON:0000955,thalamic complex,UBERON:0010225,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Splatter,3a7f3ab4-a280-4b3b-b2c0-6dd05614a78c.h5ad,291833,7542149c-2f9b-4a54-8e92-939961612c05
brain,UBERON:0000955,hypothalamus,UBERON:0001898,6538ce1b-7949-405f-b01c-a2c3e876baee,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Lower rhombic lip,6538ce1b-7949-405f-b01c-a2c3e876baee.h5ad,52650,ae87f547-708d-40c8-929a-a2824d4e1ddf
brain,UBERON:0000955,hypothalamus,UBERON:0001898,6538ce1b-7949-405f-b01c-a2c3e876baee,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Lower rhombic lip,6538ce1b-7949-405f-b01c-a2c3e876baee.h5ad,52650,ae87f547-708d-40c8-929a-a2824d4e1ddf
brain,UBERON:0000955,myelencephalon,UBERON:0005290,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246,5075843f-dadb-4cf5-8448-f9ba494dee80
brain,UBERON:0000955,myelencephalon,UBERON:0005290,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246,5075843f-dadb-4cf5-8448-f9ba494dee80
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246,5075843f-dadb-4cf5-8448-f9ba494dee80
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,40e79234-65e8-45e9-b555-5c663154a108,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Oligodendrocyte,40e79234-65e8-45e9-b555-5c663154a108.h5ad,490246,5075843f-dadb-4cf5-8448-f9ba494dee80
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,b165f033-9dec-468a-9248-802fc6902a74,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All non-neuronal cells,b165f033-9dec-468a-9248-802fc6902a74.h5ad,888263,0c12617c-a7c3-4c79-ba5b-e2ddb5a2d92c
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,b165f033-9dec-468a-9248-802fc6902a74,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All non-neuronal cells,b165f033-9dec-468a-9248-802fc6902a74.h5ad,888263,0c12617c-a7c3-4c79-ba5b-e2ddb5a2d92c
brain,UBERON:0000955,hypothalamus,UBERON:0001898,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
brain,UBERON:0000955,hypothalamus,UBERON:0001898,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
brain,UBERON:0000955,cerebellum,UBERON:0002037,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,cerebellum,UBERON:0002037,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,thalamic complex,UBERON:0010225,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856,d8639c2f-50a4-4027-b542-2037caa72ce6
brain,UBERON:0000955,thalamic complex,UBERON:0010225,35090826-f636-40c1-a3ef-4466beeab9f8,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Deep-layer near-projecting,35090826-f636-40c1-a3ef-4466beeab9f8.h5ad,18856,d8639c2f-50a4-4027-b542-2037caa72ce6
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
brain,UBERON:0000955,myelencephalon,UBERON:0005290,531c9543-9093-45ed-93ac-ebc5815bfb8a,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156,5956cdd3-8e38-43a3-889f-6d0d0c72915d
brain,UBERON:0000955,myelencephalon,UBERON:0005290,531c9543-9093-45ed-93ac-ebc5815bfb8a,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Fibroblast,531c9543-9093-45ed-93ac-ebc5815bfb8a.h5ad,9156,5956cdd3-8e38-43a3-889f-6d0d0c72915d
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: MGE interneuron,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb.h5ad,222434,817ac523-25fc-47df-8e29-7ac47c9e30d0
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: MGE interneuron,e4710a02-8abc-48d5-a3e8-9ae7e9d79bdb.h5ad,222434,817ac523-25fc-47df-8e29-7ac47c9e30d0
brain,UBERON:0000955,thalamic complex,UBERON:0010225,ed11cc3e-2947-407c-883c-c53b043917c3,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Thalamus (THM) - Lateral nuclear complex (LNC) - ventral anterior nucleus of thalamus - VA,ed11cc3e-2947-407c-883c-c53b043917c3.h5ad,8573,9109a2ec-7560-4f10-8630-94fe04224b5a
brain,UBERON:0000955,midbrain,UBERON:0001891,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Cerebellar inhibitory,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,14411,3ce1478e-3f25-4cf3-963f-b23562ccecb8
brain,UBERON:0000955,midbrain,UBERON:0001891,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Cerebellar inhibitory,bd6b68e8-179a-42f0-9bde-b4fdf7d34dd1.h5ad,14411,3ce1478e-3f25-4cf3-963f-b23562ccecb8
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,0325478a-9b52-45b5-b40a-2e2ab0d72eb1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper-layer intratelencephalic,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,455006,2f426a72-1013-4dad-990e-0dcfa64b056f
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,0325478a-9b52-45b5-b40a-2e2ab0d72eb1,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper-layer intratelencephalic,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,455006,2f426a72-1013-4dad-990e-0dcfa64b056f
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,639ffc23-14db-4060-9027-3c90314200f8,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Supraparietal lobule (SPL) - Posterosuperior (dorsal) parietal cortex - A5-A7,639ffc23-14db-4060-9027-3c90314200f8.h5ad,35290,e6e4e18d-bcbe-492e-b783-a65d3d9d5fa8
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,0325478a-9b52-45b5-b40a-2e2ab0d72eb1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper-layer intratelencephalic,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,455006,2f426a72-1013-4dad-990e-0dcfa64b056f
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,0325478a-9b52-45b5-b40a-2e2ab0d72eb1,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper-layer intratelencephalic,0325478a-9b52-45b5-b40a-2e2ab0d72eb1.h5ad,455006,2f426a72-1013-4dad-990e-0dcfa64b056f
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,0d7f4c06-a6bd-47d2-a42b-3a7196704f77,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Vascular,0d7f4c06-a6bd-47d2-a42b-3a7196704f77.h5ad,9932,5c6006ad-4132-477a-b525-dcc89624067e
brain,UBERON:0000955,midbrain,UBERON:0001891,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189,d73c38ea-8dd5-4014-bddf-77f35613ff4a
brain,UBERON:0000955,midbrain,UBERON:0001891,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189,d73c38ea-8dd5-4014-bddf-77f35613ff4a
brain,UBERON:0000955,thalamic complex,UBERON:0010225,04a23820-ffa8-4be5-9f65-64db15631d1e,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper rhombic lip,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,137162,d84eaf4e-1d69-4390-8d11-ed369e85d514
brain,UBERON:0000955,thalamic complex,UBERON:0010225,04a23820-ffa8-4be5-9f65-64db15631d1e,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper rhombic lip,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,137162,d84eaf4e-1d69-4390-8d11-ed369e85d514
brain,UBERON:0000955,pons,UBERON:0000988,599504e5-d4ad-45bd-9128-823faf0fb9c9,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Mammillary body,599504e5-d4ad-45bd-9128-823faf0fb9c9.h5ad,16602,2eaec616-e59e-435c-a179-9a9fb3711d1f
brain,UBERON:0000955,pons,UBERON:0000988,599504e5-d4ad-45bd-9128-823faf0fb9c9,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Mammillary body,599504e5-d4ad-45bd-9128-823faf0fb9c9.h5ad,16602,2eaec616-e59e-435c-a179-9a9fb3711d1f
brain,UBERON:0000955,midbrain,UBERON:0001891,9ec335f2-420a-45a8-b45a-1ab646e50041,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA4,9ec335f2-420a-45a8-b45a-1ab646e50041.h5ad,10654,b1383485-a458-4fcb-b682-1d5c320a3cc1
brain,UBERON:0000955,midbrain,UBERON:0001891,9ec335f2-420a-45a8-b45a-1ab646e50041,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Hippocampal CA4,9ec335f2-420a-45a8-b45a-1ab646e50041.h5ad,10654,b1383485-a458-4fcb-b682-1d5c320a3cc1
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189,d73c38ea-8dd5-4014-bddf-77f35613ff4a
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,c4b03352-af8d-492a-8d6b-40f304e0a122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Medium spiny neuron,c4b03352-af8d-492a-8d6b-40f304e0a122.h5ad,152189,d73c38ea-8dd5-4014-bddf-77f35613ff4a
brain,UBERON:0000955,thalamic complex,UBERON:0010225,a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Thalamus (THM) - Lateral nuclear complex of thalamus (LNC) - ventral group of lateral nucleus - VLN,a7b4f565-691d-43ea-bf4a-d2d1d52bb4b4.h5ad,27111,f612b8ab-3adc-48ba-a17e-cb22784bddab
brain,UBERON:0000955,midbrain,UBERON:0001891,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
brain,UBERON:0000955,midbrain,UBERON:0001891,8e10f1c4-8e98-41e5-b65f-8cd89a887122,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,All neurons,8e10f1c4-8e98-41e5-b65f-8cd89a887122.h5ad,2480956,3fabe752-2137-4de8-bd2a-c539c718ce14
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,59923449-e303-43e6-9e63-03ef92f5ebd1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Miscellaneous,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,25071,14f7352e-cdc7-47b2-933b-96e77b6c0976
spinal cord,UBERON:0002240,spinal cord,UBERON:0002240,59923449-e303-43e6-9e63-03ef92f5ebd1,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Miscellaneous,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,25071,14f7352e-cdc7-47b2-933b-96e77b6c0976
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,04a23820-ffa8-4be5-9f65-64db15631d1e,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper rhombic lip,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,137162,d84eaf4e-1d69-4390-8d11-ed369e85d514
brain,UBERON:0000955,cerebral nuclei,UBERON:8440012,04a23820-ffa8-4be5-9f65-64db15631d1e,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Upper rhombic lip,04a23820-ffa8-4be5-9f65-64db15631d1e.h5ad,137162,d84eaf4e-1d69-4390-8d11-ed369e85d514
brain,UBERON:0000955,cerebral cortex,UBERON:0000956,27d91086-cfe3-4e33-9282-bd1246e5ce8e,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Cerebral cortex (Cx) - Long insular gyri (LIG) - Dysgranular insular cortex - Idg,27d91086-cfe3-4e33-9282-bd1246e5ce8e.h5ad,39696,dce443f2-afd1-4a2e-ae84-59bcaa453e5a
brain,UBERON:0000955,hippocampal formation,UBERON:0002421,acae7679-d077-461c-b857-ee6ccfeb267f,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Dissection: Head of hippocampus (HiH) - CA1,acae7679-d077-461c-b857-ee6ccfeb267f.h5ad,39147,1bda06f5-7cf1-4409-9c2f-9106c44eac19
brain,UBERON:0000955,myelencephalon,UBERON:0005290,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55,European,HANCESTRO:0005,female,PATO:0000383,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: CGE interneuron,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55.h5ad,227671,d1cca35f-f388-4d9f-920f-a49e6ae31b35
brain,UBERON:0000955,myelencephalon,UBERON:0005290,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: CGE interneuron,bdb26abd-f4ba-4ea3-8862-c2340e7a4f55.h5ad,227671,d1cca35f-f388-4d9f-920f-a49e6ae31b35
brain,UBERON:0000955,pons,UBERON:0000988,59923449-e303-43e6-9e63-03ef92f5ebd1,European,HANCESTRO:0005,male,PATO:0000384,nucleus,283d65eb-dd53-496d-adb7-7570c7caa443,Transcriptomic diversity of cell types across the adult human brain,10.1101/2022.10.12.511898,2022,Supercluster: Miscellaneous,59923449-e303-43e6-9e63-03ef92f5ebd1.h5ad,25071,14f7352e-cdc7-47b2-933b-96e77b6c0976
